Threshold,Participant,Average,SD,condition,melanopic_edi,photopic_lux,Average_inv
0.7000000000000001,300,43.38267988731817,23.793984392522695,0,0,0,56.61732011268183
0.7000000000000001,301,97.47422076384538,3.8580791305603133,0,0,0,2.5257792361546194
0.7000000000000001,302,73.20688721643741,8.766150802597977,0,0,0,26.79311278356259
0.7000000000000001,303,86.37777676822517,13.168887042681721,0,0,0,13.622223231774825
0.7000000000000001,305,82.69469210392819,11.15531452968214,0,0,0,17.30530789607181
0.7000000000000001,306,90.29602809819457,5.278599460051433,0,0,0,9.703971901805431
0.7000000000000001,307,21.854467574933256,21.737078421154987,0,0,0,78.14553242506675
0.7000000000000001,308,7.9826889514964225,16.295887447392026,0,0,0,92.01731104850357
0.7000000000000001,309,8.469812168516842,7.665926866298415,0,0,0,91.53018783148316
0.7000000000000001,310,68.24265419971216,9.555653926949283,0,0,0,31.757345800287837
0.7000000000000001,311,64.34464061096767,23.954232356264267,0,0,0,35.65535938903233
0.7000000000000001,312,58.07857738535795,43.52225358461116,0,0,0,41.92142261464205
0.7000000000000001,314,54.398363386260435,18.75709629245282,0,0,0,45.601636613739565
0.7000000000000001,315,58.60475332358037,29.374741216963564,0,0,0,41.39524667641963
0.7000000000000001,317,98.53204628062421,1.366385990454549,0,0,0,1.4679537193757852
0.7000000000000001,319,75.0611432656345,19.826156893910106,0,0,0,24.9388567343655
0.7000000000000001,321,83.53253543538347,16.39976261703463,0,0,0,16.467464564616535
0.7000000000000001,322,95.87509632856731,3.327402854405468,0,0,0,4.1249036714326905
0.7000000000000001,324,66.10693549243621,16.105045902013995,0,0,0,33.89306450756379
0.7000000000000001,327,31.24577246559705,11.722187205350854,0,0,0,68.75422753440296
0.7000000000000001,328,79.13454476243541,14.638380122481465,0,0,0,20.86545523756459
0.7000000000000001,329,71.88391105842436,31.782238011750188,0,0,0,28.11608894157564
0.7000000000000001,330,35.56811976466424,23.9010137259378,0,0,0,64.43188023533577
0.7000000000000001,332,80.22330892822153,11.07227204196536,0,0,0,19.776691071778473
0.7000000000000001,300,27.56465434648594,12.309422876405879,1,392,486,72.43534565351406
