sample,mean_trace,sd,participant_id
128,78.145863826431,19.31882590379822,Group average
129,78.06787406558193,19.383257047038445,Group average
130,77.99404563256448,19.456475691619257,Group average
131,77.9156678724495,19.534458511222546,Group average
132,77.83240592137005,19.621389654119568,Group average
133,77.74519211611675,19.71718466964604,Group average
134,77.6530427411222,19.82101184943023,Group average
135,77.56264599908913,19.93284358757297,Group average
136,77.47756926991175,20.053865972165593,Group average
137,77.3963496808602,20.184835975191476,Group average
138,77.32976698716112,20.313566096179215,Group average
139,77.27901087360883,20.436557901744898,Group average
140,77.22989173372325,20.552317191561055,Group average
141,77.17163531084323,20.662245272727663,Group average
142,77.10225265343082,20.76460337337218,Group average
143,77.02986146929186,20.85722548644991,Group average
144,76.95414552182217,20.93712048174545,Group average
145,76.87450040967181,21.00005829385434,Group average
146,76.79435492765974,21.0455861396253,Group average
147,76.71504224373295,21.073977621818102,Group average
148,76.63919148980236,21.086659184575332,Group average
149,76.58404150643189,21.08961634854701,Group average
150,76.54496073464628,21.083191526524644,Group average
151,76.51587015269564,21.066017420152825,Group average
152,76.496360257413,21.039662022185066,Group average
153,76.4815019706392,21.010402192332833,Group average
154,76.46983389876095,20.980270312582043,Group average
155,76.46813544296087,20.946740619699014,Group average
156,76.48262969757424,20.91002992454692,Group average
157,76.5128897046251,20.86739474640734,Group average
158,76.55752656979413,20.823129808956036,Group average
159,76.62213562876806,20.776139386278142,Group average
160,76.7011619600528,20.727868875417368,Group average
161,76.79049224812198,20.684024844101653,Group average
162,76.89286616863205,20.64348266909096,Group average
163,77.00083220053084,20.602442739532552,Group average
164,77.10893731780297,20.561719356639742,Group average
165,77.21418853214587,20.51718334358262,Group average
166,77.30752448920597,20.476862195878986,Group average
167,77.39438242002223,20.434404973486288,Group average
168,77.48146908436729,20.379106591215827,Group average
169,77.57054382104577,20.310965953873712,Group average
170,77.66625863329932,20.229205681138012,Group average
171,77.77530593554688,20.147078335643418,Group average
172,77.89701521326064,20.07070561771249,Group average
173,78.03381407320418,19.997883058451457,Group average
174,78.18835915924943,19.932083437496686,Group average
175,78.35475796991707,19.87158123322765,Group average
176,78.51801685607872,19.80836516062296,Group average
177,78.6786370657163,19.738352904331258,Group average
178,78.83389068269834,19.658356456429054,Group average
179,78.97582590485041,19.567596760588557,Group average
180,79.10151634149864,19.46505574209694,Group average
181,79.21614118045753,19.345848310519578,Group average
182,79.32108180535326,19.217513642868056,Group average
183,79.41923136735359,19.0914080570429,Group average
184,79.50398259525278,18.971731815487384,Group average
185,79.58551505009657,18.868561699849682,Group average
186,79.67065530630119,18.780350972187176,Group average
187,79.74578436893131,18.705071687813696,Group average
188,79.81612423285347,18.645228336660548,Group average
189,79.87526250208694,18.60002716965625,Group average
190,79.91295682675833,18.56354679621668,Group average
191,79.92760114179167,18.531568705796268,Group average
192,79.92384124858293,18.498811095411213,Group average
193,79.90669362463055,18.469173531976427,Group average
194,79.88002036957899,18.442879965973884,Group average
195,79.84755167644954,18.415456682637952,Group average
196,79.80822030538734,18.382702433227156,Group average
197,79.76216941638235,18.34291163881187,Group average
198,79.70982466904941,18.29940696177341,Group average
199,79.6513101226884,18.2557248540272,Group average
200,79.587195943185165,18.21400279477048,Group average
201,79.51690643717255,18.181001238033247,Group average
202,79.45944145143784,18.14804184460304,Group average
203,79.42002696204514,18.121411634663257,Group average
204,79.39085862190329,18.10677912406252,Group average
205,79.37084767053369,18.101992810444756,Group average
206,79.36395030370969,18.100236718732315,Group average
207,79.36013070122016,18.112315546522687,Group average
208,79.35889748392599,18.131640454131674,Group average
209,79.3621384902082,18.157126107414935,Group average
210,79.37399236255045,18.185356689756034,Group average
211,79.39907939744394,18.213689329456617,Group average
212,79.43897248553864,18.24116338987092,Group average
213,79.49078248918822,18.26754103348873,Group average
214,79.55582591599746,18.28970317252214,Group average
215,79.64389227795787,18.300272952001556,Group average
216,79.74655333164866,18.302068731124088,Group average
217,79.848873299902,18.302769270332593,Group average
218,79.9483281018127,18.30812414839362,Group average
219,80.0490438861888,18.313803031955025,Group average
220,80.14229051610944,18.322447344351303,Group average
221,80.22443010235449,18.340254261146264,Group average
222,80.29204739360691,18.361949846253076,Group average
223,80.34036917033634,18.384308622883577,Group average
224,80.37671295987403,18.40299306058176,Group average
225,80.40659306598425,18.415431319901245,Group average
226,80.42607326548192,18.422938799423633,Group average
227,80.44672609386677,18.414230915968936,Group average
228,80.47281520973634,18.39188008528193,Group average
229,80.50587769762775,18.368065981390195,Group average
230,80.5402500482403,18.34299462511008,Group average
231,80.57206574784026,18.32084660838753,Group average
232,80.60351504391262,18.30363632633214,Group average
233,80.6342849481589,18.291627619361876,Group average
234,80.6608203962354,18.278408097036493,Group average
235,80.67032024319013,18.26228870105059,Group average
236,80.66289475745027,18.242307738826064,Group average
237,80.64408968718529,18.227334186852918,Group average
238,80.61736265390401,18.219482591164436,Group average
239,80.58312543564054,18.21904006181324,Group average
240,80.54714407166152,18.228371821794767,Group average
241,80.51432614188964,18.24648473673794,Group average
242,80.48181104676874,18.273838255456315,Group average
243,80.44369408341267,18.31860685830039,Group average
244,80.39312175971867,18.38284366192863,Group average
245,80.32946008035091,18.466558222163226,Group average
246,80.24324817268199,18.559115020389644,Group average
247,80.12942996208002,18.657364735924663,Group average
248,80.00407301197531,18.766098438758174,Group average
249,79.86586028900315,18.882694414579625,Group average
250,79.71719776664915,19.00349952801955,Group average
251,79.5646000647688,19.128492553543683,Group average
252,79.41225000743607,19.259212586207823,Group average
253,79.26806350106183,19.396066981363333,Group average
254,79.13181231506441,19.537997629955473,Group average
255,79.00351108419255,19.6831368084987,Group average
256,78.88922011085232,19.823972520541943,Group average
257,78.79511675510827,19.96256429543596,Group average
258,78.7193763565444,20.099354068462333,Group average
259,78.65857416443055,20.23969623248996,Group average
260,78.61767610788336,20.376846646309012,Group average
261,78.60039090487841,20.50963233055671,Group average
262,78.6091980235617,20.63279073798041,Group average
263,78.63507242464901,20.75556381270907,Group average
264,78.66701684535697,20.881560703737822,Group average
265,78.7092316178849,21.001822040239105,Group average
266,78.76434527183314,21.113793390289384,Group average
267,78.81986126151097,21.219671782970103,Group average
268,78.88188314357136,21.307960594239464,Group average
269,78.9579318485107,21.37612979693424,Group average
270,79.05130251577759,21.424591345265764,Group average
271,79.15354081652434,21.457869601442955,Group average
272,79.25860189478284,21.478950194983064,Group average
273,79.36180157192842,21.486988135580745,Group average
274,79.4598423460945,21.479114873981487,Group average
275,79.55051769612237,21.455898181786434,Group average
276,79.61852982225994,21.414903774136608,Group average
277,79.66275334661368,21.35571614402096,Group average
278,79.68257917621685,21.282846097936364,Group average
279,79.68177106349728,21.199194464506178,Group average
280,79.66557751940542,21.10383080777589,Group average
281,79.63713387904087,20.998898167703906,Group average
282,79.60143969652981,20.882011439387615,Group average
283,79.55618158021664,20.753588328463895,Group average
284,79.50139458633757,20.618681882648435,Group average
285,79.43188777127028,20.48295872244639,Group average
286,79.34427016168598,20.351531932192614,Group average
287,79.26115500661122,20.218645130281665,Group average
288,79.18455391350297,20.085569346522387,Group average
289,79.10984955592635,19.961332459107823,Group average
290,79.02795300698381,19.851051953903124,Group average
291,78.94738512430004,19.761618550612916,Group average
292,78.88057636463826,19.68715440263829,Group average
293,78.81837538948669,19.61306913337413,Group average
294,78.7593513174462,19.539412614886317,Group average
295,78.70729433512851,19.465376271958597,Group average
296,78.66079854495585,19.390447256653463,Group average
297,78.62045337424017,19.316072154292918,Group average
298,78.5884839508359,19.23826975229441,Group average
299,78.56156865455885,19.15979581083946,Group average
300,78.53841769022911,19.0822625349335,Group average
301,78.51671788693487,19.006049025029387,Group average
302,78.48790459739153,18.927671314565963,Group average
303,78.45295613344204,18.84647791355333,Group average
304,78.41788840923101,18.760534108882812,Group average
305,78.38774795785405,18.667853489377343,Group average
306,78.36287607462691,18.56676352997049,Group average
307,78.33350944779941,18.449271104637052,Group average
308,78.30332795572083,18.315100949812265,Group average
309,78.27346585560714,18.166822787892517,Group average
310,78.2471527184668,18.01090919499918,Group average
311,78.22861570834813,17.851798684733758,Group average
312,78.21772654879939,17.693145634310902,Group average
313,78.21380609124985,17.536410237471028,Group average
314,78.21519292189775,17.38187684569238,Group average
315,78.22605767075619,17.228193761928864,Group average
316,78.25140572546023,17.075566433292867,Group average
317,78.28815807688102,16.934293285185024,Group average
318,78.3242332304003,16.81216457894256,Group average
319,78.3603195125052,16.706989120180747,Group average
320,78.407309917331375,16.607956944172514,Group average
321,78.4625649275448,16.522795942305578,Group average
322,78.5179494303641,16.454879945447612,Group average
323,78.57365042463131,16.40177586148751,Group average
324,78.61959752535078,16.370242534833668,Group average
325,78.66232320180309,16.352197633061675,Group average
326,78.69241434103714,16.348745293037048,Group average
327,78.71107316351247,16.35729913387419,Group average
328,78.72875470566952,16.375504118189408,Group average
329,78.75008434323885,16.401373543704914,Group average
330,78.77249738164294,16.436509907358317,Group average
331,78.78943080054097,16.483130123735812,Group average
332,78.80399184802782,16.541372933083036,Group average
333,78.81812549292425,16.608948549736,Group average
334,78.83068851342247,16.68145432893316,Group average
335,78.83189415275774,16.753214250344243,Group average
336,78.82056763912061,16.825267253708695,Group average
337,78.79649905971773,16.898350658317106,Group average
338,78.76612745700955,16.9739387526017,Group average
339,78.74675931380041,17.054551377280394,Group average
340,78.7410053875453,17.139021978290472,Group average
341,78.73756982359335,17.224075805139798,Group average
342,78.73127652982501,17.30713318073378,Group average
343,78.72016582080148,17.39058504965326,Group average
344,78.69363237078187,17.493989444785708,Group average
345,78.66040697774707,17.60143698140751,Group average
346,78.63609365556975,17.701553447502718,Group average
347,78.62968407345124,17.778074620203242,Group average
348,78.63271532062676,17.8302123759429,Group average
349,78.6471935419145,17.853308103319346,Group average
350,78.67228428794971,17.848710706177105,Group average
351,78.70709742676556,17.822678498662544,Group average
352,78.74737346510996,17.783665324027286,Group average
353,78.78923681328725,17.734393622016174,Group average
354,78.82665914986246,17.683717297003486,Group average
355,78.85863842200804,17.630479112937604,Group average
356,78.88297888332558,17.569618318621487,Group average
357,78.90247329489851,17.503997187149952,Group average
358,78.91662889419807,17.434751746907803,Group average
359,78.92872142666448,17.357470664029947,Group average
360,78.93620197667123,17.273086058230128,Group average
361,78.93817375944991,17.183630854187406,Group average
362,78.93430510831708,17.094371933899403,Group average
363,78.92456354593791,17.01681498421363,Group average
364,78.90654603857276,16.954480982737618,Group average
365,78.87643455394829,16.905030972255094,Group average
366,78.83242782070101,16.86599649218972,Group average
367,78.7713701511799,16.836939774740657,Group average
368,78.70173728594693,16.81869343109155,Group average
369,78.62472697485053,16.81031153637896,Group average
370,78.54167436519484,16.811151179464858,Group average
371,78.45479060829071,16.820044086974796,Group average
372,78.36614215310824,16.835971343702873,Group average
373,78.28036049353658,16.85642225326388,Group average
374,78.20212226902984,16.878194207646082,Group average
375,78.13812789306309,16.898801959876014,Group average
376,78.08391715243334,16.921629442510735,Group average
377,78.03856956146575,16.94762679952007,Group average
378,78.0086389734342,16.969555300203645,Group average
379,77.9990738767801,16.981944107713907,Group average
380,78.00440614772397,16.99227505425498,Group average
381,78.01203423467885,17.01158201453083,Group average
382,78.01686749610148,17.041792873297393,Group average
383,78.01372658843921,17.080227585278564,Group average
384,77.99824256123556,17.13181937625335,Group average
385,77.98012842254884,17.186382001460537,Group average
386,77.96168054413512,17.2421218461548,Group average
387,77.95007915355492,17.29571782350139,Group average
388,77.9463635278883,17.34731662809183,Group average
389,77.9490632776611,17.399105250720368,Group average
390,77.95646651114303,17.4591169012592,Group average
391,77.96808095647661,17.529155271243766,Group average
392,77.980924942922,17.60615579986144,Group average
393,77.99410184796932,17.685936873209737,Group average
394,78.00236580812012,17.76911043409013,Group average
395,78.00654627420087,17.85470848052521,Group average
396,78.02174067345811,17.94038995441021,Group average
397,78.05431077147072,18.021785086186068,Group average
398,78.10829617896643,18.09602843068605,Group average
399,78.17691841419234,18.1648163980332,Group average
400,78.25466456558414,18.22569223332671,Group average
401,78.33936147791354,18.276709103415897,Group average
402,78.42933689711847,18.315771466294247,Group average
403,78.52075586972389,18.341294747480696,Group average
404,78.61686427100278,18.35248181112171,Group average
405,78.7311028423802,18.340197479077155,Group average
406,78.86113771434619,18.308833573145932,Group average
407,79.00130821065949,18.261005725966623,Group average
408,79.1497716892556,18.20268524855436,Group average
409,79.29805366301026,18.140717919975785,Group average
410,79.44400476063207,18.079618064459552,Group average
411,79.58599878033615,18.019780548531326,Group average
412,79.72762122804781,17.961646537836717,Group average
413,79.87037100212993,17.903882735909352,Group average
414,80.01161019204156,17.848637568620134,Group average
415,80.15487823614751,17.794403378676616,Group average
416,80.3010877880486,17.73863606120458,Group average
417,80.4529673522805,17.671845774327217,Group average
418,80.60891203492736,17.591612042922936,Group average
419,80.76541036310543,17.508341967588443,Group average
420,80.9210927723257,17.434392868941774,Group average
421,81.07918841565767,17.369899829389272,Group average
422,81.228535207554,17.316781008353676,Group average
423,81.36429822526948,17.275675426994745,Group average
424,81.49268672943654,17.239873775011237,Group average
425,81.61008009580212,17.20459180873416,Group average
426,81.70908287392325,17.163261373566794,Group average
427,81.78646526522915,17.11200313208502,Group average
428,81.84412996637704,17.051443255811613,Group average
429,81.88229595930156,16.983170962538715,Group average
430,81.90479470733919,16.90816163876431,Group average
431,81.91470689870435,16.82567704600288,Group average
432,81.91582728694107,16.733537761184852,Group average
433,81.91431745162505,16.63365477487476,Group average
434,81.9086144190596,16.52637016394529,Group average
435,81.9045701804727,16.413948320541788,Group average
436,81.90363094699586,16.299093363045095,Group average
437,81.90004571498244,16.183700080859246,Group average
438,81.8861316894381,16.068288647524273,Group average
439,81.85184432289792,15.968780594793879,Group average
440,81.79263705785345,15.896954468000382,Group average
441,81.71163446225611,15.848462665132418,Group average
442,81.61801183883829,15.817288123913125,Group average
443,81.50966481249571,15.819851264594083,Group average
444,81.3953065119668,15.848342278996382,Group average
445,81.28490468018327,15.885038814888137,Group average
446,81.16894998247199,15.931503356608781,Group average
447,81.04763647059626,15.987652737705698,Group average
448,80.92224999943298,16.053356060568643,Group average
449,80.7937411767501,16.137174389964926,Group average
450,80.66719012715421,16.238027546117234,Group average
451,80.55167521000845,16.342612919646577,Group average
452,80.45190941460031,16.4558967968377,Group average
453,80.37024301343672,16.573375451338503,Group average
454,80.29572023277285,16.689140247825325,Group average
455,80.23119604882629,16.795695855149333,Group average
456,80.17847770770388,16.895203275811475,Group average
457,80.13817012242833,16.988415820816677,Group average
458,80.09817696495361,17.078886449652124,Group average
459,80.04214302560497,17.17888989927643,Group average
460,79.97274843845693,17.283491890952458,Group average
461,79.89663423484613,17.389415156045303,Group average
462,79.81797884684444,17.494715324711105,Group average
463,79.74413455274077,17.599368859901894,Group average
464,79.68359358996615,17.70876264974108,Group average
465,79.6404766691604,17.80937257905893,Group average
466,79.62073399806712,17.889489048803828,Group average
467,79.61801648170491,17.948481188774224,Group average
468,79.63228871751815,17.987041548714302,Group average
469,79.6602963554838,18.002971712799113,Group average
470,79.69690584855539,17.998997836376233,Group average
471,79.74607835564265,17.982236118808096,Group average
472,79.8047713840922,17.951884672386782,Group average
473,79.86029305160964,17.900893330531115,Group average
474,79.90609684578747,17.820950933837075,Group average
475,79.93213604182547,17.71310944103725,Group average
476,79.9409920836184,17.579268212029344,Group average
477,79.93928307668853,17.422307359717713,Group average
478,79.92865025342077,17.26410403076854,Group average
479,79.91080309525326,17.1185099433577,Group average
480,79.89192693593002,16.987597130534105,Group average
481,79.86888954101673,16.860312036620396,Group average
482,79.8365897143696,16.735309465933646,Group average
483,79.80341572207207,16.605341706196157,Group average
484,79.76846797884039,16.470766973900556,Group average
485,79.71927107069884,16.33809599633232,Group average
486,79.66033022696244,16.212634457905263,Group average
487,79.59789267353463,16.1001156390933,Group average
488,79.53686893432406,16.00567090063853,Group average
489,79.48025175379034,15.93122851161733,Group average
490,79.42999521294682,15.870879430007701,Group average
491,79.3784727329265,15.822707645295797,Group average
492,79.3329288281851,15.789315712125905,Group average
493,79.29801723718923,15.774046722416822,Group average
494,79.27529030265356,15.766254917213542,Group average
495,79.26955220250314,15.763291352945258,Group average
496,79.2612008906635,15.771705422026782,Group average
497,79.23851515139933,15.783448435107655,Group average
498,79.20589901909887,15.801390424653873,Group average
499,79.16247577043089,15.825533644335605,Group average
500,79.10671438555781,15.85266891766159,Group average
501,79.04939999629765,15.87436077032313,Group average
502,78.99970235629496,15.888901615569145,Group average
503,78.9542514797063,15.896064908961693,Group average
504,78.91808136826047,15.884518706839694,Group average
505,78.89073557848721,15.859816107909941,Group average
506,78.86044255850429,15.836807930524646,Group average
507,78.83646353649013,15.811582524701288,Group average
508,78.81899113922695,15.783331350604655,Group average
509,78.80276729752597,15.753137461067304,Group average
510,78.78815210017886,15.719605570876384,Group average
511,78.77245142661758,15.685886295823627,Group average
512,78.74888648392856,15.659296656851083,Group average
513,78.71194798687668,15.630984343798687,Group average
514,78.6630335588364,15.603732753779218,Group average
515,78.61952275930692,15.58768416631069,Group average
516,78.58588839512527,15.588092520599737,Group average
517,78.56082483605672,15.604843913846612,Group average
518,78.54039623581349,15.639435538295956,Group average
519,78.53264880877589,15.685540994711832,Group average
520,78.55537890527164,15.73097692327964,Group average
521,78.6135818264033,15.7705756169594,Group average
522,78.70447533774164,15.804802866485437,Group average
523,78.82835448681115,15.831054240078158,Group average
524,78.98042877752631,15.848353116066898,Group average
525,79.1544366914412,15.850379380419335,Group average
526,79.34298397977209,15.844408814082566,Group average
527,79.53571836974787,15.839037075082626,Group average
528,79.73258282448907,15.82828481980459,Group average
529,79.92421388590908,15.810166404043777,Group average
530,80.1089641063576,15.780988276481322,Group average
531,80.29252248964971,15.736195911924117,Group average
532,80.46832307674582,15.677354691990118,Group average
533,80.63607453728312,15.604599348554597,Group average
534,80.80419973906751,15.51278096292369,Group average
535,80.97982631663386,15.40527070601068,Group average
536,81.17195528314956,15.2834020790491,Group average
537,81.38346000765995,15.145519969111296,Group average
538,81.61045406463654,14.987475382921168,Group average
539,81.84940651757044,14.807295120473558,Group average
540,82.09622728344334,14.601921382744816,Group average
541,82.34441372323722,14.374195061483965,Group average
542,82.58160573625035,14.125663711593097,Group average
543,82.80535951409388,13.858385764824632,Group average
544,83.01338241163133,13.579257048360402,Group average
545,83.20770013000192,13.287826440608244,Group average
546,83.40740371773364,12.968616806290102,Group average
547,83.60992249739188,12.632025833626907,Group average
548,83.80936550012512,12.28662542832405,Group average
549,83.99179303016746,11.949087059107223,Group average
550,84.15083565702118,11.632944543806895,Group average
551,84.29110309401663,11.336328673200255,Group average
552,84.42125381373795,11.05765591582693,Group average
553,84.54409905954044,10.79551450809077,Group average
554,84.65836994886108,10.547565174685944,Group average
555,84.75679595392504,10.322965230109444,Group average
556,84.83951751057987,10.125237579406107,Group average
557,84.91934547152128,9.936321913607127,Group average
558,84.99944031862742,9.762464267011042,Group average
559,85.05673998593808,9.602550304684252,Group average
560,85.08816382172368,9.46296076660352,Group average
561,85.10859598362278,9.343027947209317,Group average
562,85.12117461681893,9.24377925865236,Group average
563,85.11977508461274,9.170968374864666,Group average
564,85.10324937791894,9.126073457837329,Group average
565,85.0708633790737,9.108367545872243,Group average
566,85.01267392099327,9.133009123901392,Group average
567,84.93527337252193,9.193466745869483,Group average
568,84.84322323974598,9.275218959877593,Group average
569,84.73577131625508,9.375245180792426,Group average
570,84.6194053457675,9.492406265969409,Group average
571,84.49616666832542,9.625567043969989,Group average
572,84.37099438419595,9.772262470518028,Group average
573,84.252450850052,9.926264765014714,Group average
574,84.14487469457963,10.08400543760039,Group average
575,84.04794370420629,10.248231974233743,Group average
576,83.96260219643369,10.413873524028347,Group average
577,83.89661998503725,10.58381908021903,Group average
578,83.85433071596765,10.75660329087828,Group average
579,83.8485535949997,10.930558242066907,Group average
580,83.89660687713537,11.114982918647957,Group average
581,83.99260553851245,11.307090091342735,Group average
582,84.13309381137177,11.505415421002295,Group average
583,84.31713231309057,11.711802542840973,Group average
584,84.5241872499216,11.925674369832835,Group average
585,84.71916188596309,12.132483735183552,Group average
586,84.87562309572299,12.337513241107176,Group average
587,84.9801294960613,12.525676606828936,Group average
588,85.03257322167191,12.697129305017919,Group average
589,85.02961906669016,12.860607319009803,Group average
590,84.97321349764407,13.017904471465553,Group average
591,84.86575137609599,13.173337805342785,Group average
592,84.70568580777943,13.318639191303122,Group average
593,84.48963922301827,13.455303783489873,Group average
594,84.21273557089144,13.582397738949808,Group average
595,83.87978595877858,13.696442055469424,Group average
596,83.48629859646091,13.793049431967855,Group average
597,83.029626757824,13.883951071739094,Group average
598,82.51095728344531,13.97017667927484,Group average
599,81.92905108408337,14.057004755994228,Group average
600,81.28281239039919,14.140050992109058,Group average
601,80.5718323949188,14.218087448375597,Group average
602,79.7926066243432,14.29353917162288,Group average
603,78.95887626507805,14.365446566016418,Group average
604,78.07517363369148,14.433895259476019,Group average
605,77.14461960232754,14.49984937121427,Group average
606,76.15541896464684,14.563307449946716,Group average
607,75.10316294098972,14.652986016817968,Group average
608,73.99231454444173,14.760017911672128,Group average
609,72.82911893267209,14.87833678280132,Group average
610,71.6275590277229,14.994870790505686,Group average
611,70.39906400132912,15.09521107121472,Group average
612,69.15349521349977,15.18069017025221,Group average
613,67.88667184804646,15.254202013995315,Group average
614,66.59305126358788,15.322626203884058,Group average
615,65.2762789023512,15.382605605117487,Group average
616,63.941821851605816,15.430332136647328,Group average
617,62.58588134525483,15.46748314615723,Group average
618,61.20630592197778,15.493849309238954,Group average
619,59.79256742467181,15.510033455067155,Group average
620,58.364367398224665,15.522329261272754,Group average
621,56.93979862307841,15.527137523521858,Group average
622,55.52142026237102,15.526114459151096,Group average
623,54.10756027807849,15.516624810517426,Group average
624,52.70478122407366,15.498063158158109,Group average
625,51.3296856035634,15.47648431038807,Group average
626,49.99051275252164,15.447592210369995,Group average
627,48.698642850101685,15.40407286355893,Group average
628,47.452635596725386,15.347651805297408,Group average
629,46.256043315355214,15.273706757356948,Group average
630,45.115216559866646,15.179964458730568,Group average
631,44.03929591942989,15.062188689603694,Group average
632,43.03743224794852,14.925402557754946,Group average
633,42.11602607620005,14.770343510956472,Group average
634,41.28114688848455,14.598972759319635,Group average
635,40.537991213991624,14.418366944040955,Group average
