Wavelength,Measurement 1,Measurement 2,Measurement 3,Measurement 4,Measurement 5,Measurement 6
478,0.000000000000000000,0.0070501258653957,0.0136196707339967,0.02777465746621,0.0585568922633,0.1227915112866
479,0.000000000000000000,0.0072407277266764,0.0134845849888279,0.02719048430945,0.0568617121141,0.1195122469129
480,0.000000000000000000,0.0072934213968158,0.0132396820797686,0.02652639521641,0.0550034894868,0.1155277457894
481,0.000000000000000000,0.0073023304676411,0.0129930271980159,0.02585419251306,0.0531621898428,0.1116384206902
482,0.000000000000000000,0.0072453301984905,0.0128305929882101,0.02512246765543,0.0513348240465,0.1085818764659
483,0.000000000000000000,0.0071717417716030,0.0125180584782635,0.02436356109163,0.0495523034696,0.1053007730577
484,0.000000000000000000,0.0070819240884059,0.0120621200175584,0.02357501631236,0.0478030495466,0.1017905052665
485,0.000000000000000000,0.0068941659966787,0.0117282356867931,0.02278844687452,0.0463681791013,0.0991595048258
486,0.000000000000000000,0.0066743785554489,0.0113896271672127,0.02203481495642,0.0450002048323,0.0967430871674
487,0.000000000000000000,0.0064074591088277,0.0109894114456214,0.02143781309851,0.0437781147092,0.0947558510627
488,0.000000049304824122,0.0061215992608650,0.0105914585327975,0.02094159773303,0.0428285038992,0.0933633499264
489,0.000000133256200072,0.0058248007266671,0.0101987419767916,0.02052197864068,0.0420821761761,0.0924095384196
490,0.000000059237798712,0.0055645190711232,0.0099384731536903,0.02028646736269,0.0417524353855,0.0922083151340
491,0.000000000000000000,0.0053293183236884,0.0097250117818454,0.02014630709484,0.0416344637735,0.0925218575020
492,0.000000000000000000,0.0051438253304093,0.0095962088493668,0.02019382996587,0.0419352535985,0.0939025446523
493,0.000000000000000000,0.0050065771734427,0.0095892622939384,0.02052496466190,0.0425917527289,0.0954960052512
494,0.000000000000000000,0.0048950921173278,0.0096490351866482,0.02101095789929,0.0434438993879,0.0972234288791
495,0.000000000000000000,0.0048371384064983,0.0098406028235396,0.02164992139576,0.0445641639000,0.1001684200271
496,0.000000000000000000,0.0048196295849126,0.0100825466574998,0.02239509763094,0.0458775103975,0.1032754919826
497,0.000000000000000000,0.0048702059238965,0.0104044479101645,0.02330504070862,0.0474899702244,0.1065900048531
498,0.000000000000000000,0.0049565950234482,0.0108331859759746,0.02430749108470,0.0490378927713,0.1101579193322
499,0.000000000000000000,0.0050660122285321,0.0113105968546829,0.02536245469272,0.0506004136007,0.1138013149864
500,0.000000000000000000,0.0052746179858187,0.0118791280936079,0.02659515305415,0.0525370845136,0.1172371951261
501,0.000000000000000000,0.0054544802038663,0.0124698320479595,0.02784938053610,0.0544240574907,0.1209170302023
502,0.000000000000000000,0.0055977485331417,0.0130873477064638,0.02912829374471,0.0562434134325,0.1248904291371
503,0.000000000000000000,0.0058254268182940,0.0136607038375851,0.03032581178328,0.0579746028191,0.1281291715296
504,0.000000000000000000,0.0060854587260861,0.0142429998751221,0.03150105789725,0.0597069564045,0.1312501004992
505,0.000000000000000000,0.0063973015137088,0.0149015425111185,0.03262449113639,0.0614972577274,0.1345660454627
506,0.000000000000000000,0.0066336249663484,0.0154844039035215,0.03365980487258,0.0629933057660,0.1374400813138
507,0.000000000000000000,0.0068017790539166,0.0159966226617825,0.03461020339648,0.0642189620253,0.1399027399509
508,0.000000081468837687,0.0070334360758898,0.0164412596832443,0.03535577492676,0.0652899526514,0.1420373861116
509,0.000000150195862915,0.0072456787381826,0.0168408881038462,0.03600006390920,0.0662183213137,0.1439236136170
510,0.000000152288801702,0.0073785641765330,0.0171326116104674,0.03641824996453,0.0667794666503,0.1451915562372
511,0.000000095753669157,0.0074995064174868,0.0173248645202424,0.03679225529543,0.0673183136954,0.1465149109112
512,0.000000001240270637,0.0076129523842493,0.0174530654536271,0.03713632769103,0.0678381435629,0.1478647189035
513,0.000000000000000000,0.0076352378494762,0.0174925985981980,0.03732620431776,0.0681170781566,0.1478211075736
514,0.000000000000000000,0.0076207370062235,0.0174748211442729,0.03744434926971,0.0683196485895,0.1479717728815
515,0.000000000000000000,0.0075425170243613,0.0173576602635097,0.03743867759395,0.0683968285405,0.1485482554103
516,0.000000000000000000,0.0074616582222707,0.0171629076147023,0.03735202066852,0.0684038032274,0.1486541408762
517,0.000000000000000000,0.0073755608205143,0.0169455446491049,0.03725675006695,0.0683842182027,0.1486048373832
518,0.000000000000000000,0.0072316949660331,0.0167675533806372,0.03735564130117,0.0683193522285,0.1487170744276
519,0.000000000000000000,0.0070744295935277,0.0165892254352419,0.03731226707987,0.0683129337057,0.1485815992687
520,0.000000000000000000,0.0068993375238110,0.0164079504839723,0.03709556631261,0.0683721776290,0.1481384872239
521,0.000000080596202164,0.0067538611974951,0.0162365354999812,0.03713210547747,0.0682668595707,0.1477679174724
522,0.000000141572033433,0.0066112390965399,0.0160747166550570,0.03716811834911,0.0680854821487,0.1472847045403
523,0.000000043139351301,0.0064640669365680,0.0159601691458560,0.03698686235235,0.0677719290683,0.1463504159100
524,0.000000000000000000,0.0063382679388432,0.0158343868603771,0.03685966011169,0.0673936389852,0.1449382925072
525,0.000000000000000000,0.0062302427514139,0.0157016169184029,0.03677716985640,0.0669713998348,0.1431735139595
526,0.000000000000000000,0.0061102994776706,0.0155471325039913,0.03662480428725,0.0664838166954,0.1420318184249
527,0.000000000000000000,0.0060174184597580,0.0154223595979323,0.03645596192208,0.0659295637051,0.1408897625080
528,0.000000000000000000,0.0059847421037637,0.0153626297439258,0.03624864543566,0.0652037324091,0.1395788339089
529,0.000000000000000000,0.0059035245392558,0.0152661727997853,0.03592314242406,0.0644570588258,0.1379171898477
530,0.000000000000000000,0.0058027584886392,0.0151516764207892,0.03553654144328,0.0636983826352,0.1360766093107
531,0.000000000000000000,0.0057930912472740,0.0150231854828634,0.03503614557282,0.0628219335621,0.1338941790752
532,0.000000000000000000,0.0057513426993032,0.0148851337201139,0.03454465089914,0.0619552234148,0.1318501041161
533,0.000000000000000000,0.0056637950482516,0.0147337964858185,0.03406709943646,0.0611045838701,0.1300089670320
534,0.000000000000000000,0.0056095698524810,0.0145322820293273,0.03352809698070,0.0601676438845,0.1279206277345
535,0.000000000000000000,0.0055545135404089,0.0143151368571332,0.03296557110377,0.0591792431279,0.1258281123562
536,0.000000000000000000,0.0054398669933506,0.0140714547156685,0.03232484687033,0.0579660538873,0.1239189089232
537,0.000000000000000000,0.0053626137058747,0.0138602383511640,0.03178062305866,0.0570238573275,0.1221276551685
538,0.000000000000000000,0.0053179681127289,0.0136769832486196,0.03131975876734,0.0563171144916,0.1204354316377
539,0.000000000000000000,0.0052570067500520,0.0134436537272017,0.03077284868230,0.0556563169478,0.1192264402249
540,0.000000000000000000,0.0052072776658761,0.0132168902066726,0.03025248084856,0.0549800578817,0.1180150357377
541,0.000000000000000000,0.0051921873745587,0.0130217673195701,0.02982666179428,0.0542450518441,0.1166442164324
542,0.000000000000000000,0.0051211739768739,0.0128069493251915,0.02943400709993,0.0535774711315,0.1158345498038
543,0.000000000000000000,0.0050215116148702,0.0125861531728849,0.02906385706269,0.0529569749368,0.1153343524902
544,0.000000000000000000,0.0050049546857384,0.0125679014160353,0.02878752387378,0.0526598893661,0.1145553346866
545,0.000000000000000000,0.0049778506680310,0.0124953953858000,0.02858281650460,0.0523983700373,0.1139370628853
546,0.000000000000000000,0.0049347000867081,0.0123402085133490,0.02848799047681,0.0521916854395,0.1135655674466
547,0.000000000000000000,0.0049450917257188,0.0122840229259237,0.02833016268360,0.0520968023065,0.1135137196149
548,0.000000000000000000,0.0049724368525207,0.0122619793202184,0.02817839806495,0.0520481482736,0.1135411019641
549,0.000000000000000000,0.0050034062428761,0.0122567301765095,0.02816124242591,0.0520448601043,0.1133901351776
550,0.000000000000000000,0.0050306810007957,0.0122664915919730,0.02818619493879,0.0520840354705,0.1136393023107
551,0.000000000000000000,0.0050544938060710,0.0122912272966803,0.02825296273481,0.0521661013298,0.1142810215910
552,0.000000000000000000,0.0051190873663770,0.0123344114272279,0.02837086528705,0.0524082923135,0.1150375027698
553,0.000000000000000000,0.0051893360389638,0.0123957379745598,0.02850530660008,0.0526934183081,0.1158665385409
554,0.000000000000000000,0.0052591207886695,0.0125044645061058,0.02866655283367,0.0530369746302,0.1168697289316
555,0.000000000000000000,0.0053313376414939,0.0126331274942305,0.02886340401920,0.0534683427741,0.1178728999671
556,0.000000000000000000,0.0054050460701104,0.0127743208138925,0.02908315537482,0.0539553962571,0.1188783771969
557,0.000000000000000000,0.0055099253729783,0.0128583703785021,0.02923324722402,0.0545649760416,0.1198415859543
558,0.000000000000000000,0.0056146285963149,0.0129680005959750,0.02946326367980,0.0551763410580,0.1210128494641
559,0.000000000000000000,0.0057192919287056,0.0131267329799169,0.02984168458196,0.0557919033786,0.1225713700858
560,0.000000000000000000,0.0057899723643279,0.0132927336661711,0.03024512190017,0.0563347681178,0.1240041846885
561,0.000000000000000000,0.0058546244230687,0.0134592849837798,0.03064224968248,0.0568677387965,0.1253653176689
562,0.000000000000000000,0.0059995288656543,0.0136349498855676,0.03095638717805,0.0576981436900,0.1267783837981
563,0.000000000000000000,0.0061155194079012,0.0138290822040607,0.03126373128042,0.0584887963869,0.1282062523298
564,0.000000000000000000,0.0061985602974865,0.0140436252203236,0.03156289375664,0.0592328196870,0.1296481209434
565,0.000000000000000000,0.0062917382783352,0.0142064259198289,0.03186448770346,0.0599636052205,0.1315254979444
566,0.000000000000000000,0.0064007018877366,0.0143765902501859,0.03219172123054,0.0606938795729,0.1332839322779
567,0.000000000000000000,0.0065621813528439,0.0146112627407870,0.03261178898680,0.0614375841234,0.1343215842408
568,0.000000000000000000,0.0066954398985180,0.0147796314928864,0.03299723452231,0.0621254606723,0.1358158986118
569,0.000000000000000000,0.0068084925749475,0.0149015405313984,0.03335729129871,0.0627722805927,0.1376206294257
570,0.000000000000000000,0.0068990110056659,0.0151120448003378,0.03380690682200,0.0635481319084,0.1390010809180
571,0.000000000000000000,0.0069984026888692,0.0153055156656333,0.03417567336062,0.0642422813414,0.1403258004998
572,0.000000000000000000,0.0071170991774688,0.0154570139223897,0.03437483624648,0.0647598212251,0.1415661922280
573,0.000000000000000000,0.0072037301780151,0.0155715243831290,0.03465422226576,0.0652852952109,0.1428762415541
574,0.000000000000000000,0.0072779161361540,0.0156736736025185,0.03495721529222,0.0658134496429,0.1441892076823
575,0.000000000000000000,0.0073622659789773,0.0158083314682364,0.03516235972896,0.0663449856170,0.1452460306414
576,0.000000000000000000,0.0074158049171564,0.0159428518381470,0.03535900040431,0.0668186642698,0.1462737519254
577,0.000000000000000000,0.0074344751723239,0.0160793339190091,0.03555011946209,0.0672336605475,0.1472864117660
578,0.000000000000000000,0.0075182906863992,0.0162275533210424,0.03586754239284,0.0676470002676,0.1478856673676
579,0.000000013804618659,0.0076110931617006,0.0163562481900553,0.03617170868607,0.0680558397847,0.1484781371613
580,0.000000079535446261,0.0076904536956195,0.0164045613515062,0.03633558196685,0.0684503303154,0.1493468548261
581,0.000000068079070826,0.0077379036408498,0.0164601995737194,0.03644208874356,0.0686261143492,0.1498450754457
582,0.000000002504455033,0.0077629065802385,0.0165205524299523,0.03650741764412,0.0686467207044,0.1500799738415
583,0.000000000000000000,0.0078167938494537,0.0165905484884527,0.03662141433492,0.0688975114958,0.1506309675298
584,0.000000000000000000,0.0078713065770296,0.0166349015717467,0.03669914774156,0.0691302407367,0.1510853800950
585,0.000000000000000000,0.0079248590186990,0.0166283612701293,0.03670191366844,0.0693092789194,0.1513254793395
586,0.000000000000000000,0.0079359654608412,0.0166637905018436,0.03675686048770,0.0693290312080,0.1514576129082
587,0.000000000000000000,0.0079280138455564,0.0167086057778889,0.03681466356274,0.0692808963553,0.1515008434831
588,0.000000000000000000,0.0078974341701046,0.0166837462616695,0.03670070551804,0.0691771666648,0.1510892623784
589,0.000000000000000000,0.0079185878367404,0.0166675002076103,0.03666859704587,0.0690557008337,0.1508841251086
590,0.000000000000000000,0.0079965231770769,0.0166604304237465,0.03672578543999,0.0689134043777,0.1509030125425
591,0.000000000000000000,0.0079710608491963,0.0166534447142338,0.03660220767850,0.0690529767152,0.1505566786932
592,0.000000000000000000,0.0079430674573813,0.0166418026358404,0.03649613194575,0.0691484781539,0.1502398724235
593,0.000000000000000000,0.0079631209371734,0.0166111672913498,0.03654083312684,0.0689265207874,0.1501912437288
594,0.000000000000000000,0.0079606094388535,0.0165655950035921,0.03651049704056,0.0687203287060,0.1498887782962
595,0.000000000000000000,0.0079436174698985,0.0165101564864355,0.03643181007018,0.0685226526684,0.1494217990496
596,0.000000000000000000,0.0079499010648737,0.0165311962934997,0.03632915289485,0.0684212967255,0.1487352473550
597,0.000000000000000000,0.0079387536841118,0.0165026552730255,0.03620890293140,0.0682467696229,0.1481732996669
598,0.000000000000000000,0.0078982843262789,0.0163903263812609,0.03606134745803,0.0679512996884,0.1478334680867
599,0.000000000000000000,0.0078766880000082,0.0163116830579676,0.03586429981809,0.0676577943778,0.1473000301402
600,0.000000000000000000,0.0078647319070439,0.0162392620008717,0.03566795805810,0.0673602221102,0.1466741504619
601,0.000000000000000000,0.0078753089783321,0.0161386018864130,0.03558216925664,0.0670398053771,0.1458765704777
602,0.000000000000000000,0.0078532051261746,0.0160431612119407,0.03543587436553,0.0667964646263,0.1452294953724
603,0.000000000000000000,0.0078002899381128,0.0159519570237325,0.03523176419195,0.0666231776703,0.1447182822947
604,0.000000000000000000,0.0078399320753772,0.0158953424649260,0.03527456611258,0.0663535650369,0.1441088072701
605,0.000000019260659749,0.0078604002124537,0.0158278830504506,0.03523639973656,0.0661103939962,0.1434802489391
606,0.000000086668416921,0.0078082531874545,0.0157269770515006,0.03493296887470,0.0659732302177,0.1428605908051
607,0.000000064131871469,0.0077877349571998,0.0156636000689776,0.03480873780373,0.0656350258435,0.1421073038357
608,0.000000000000000000,0.0077821471824917,0.0156141672515721,0.03476188705507,0.0652007076936,0.1412616497918
609,0.000000000000000000,0.0077720329939805,0.0155052022984891,0.03455343517479,0.0649687666879,0.1402323439592
610,0.000000000000000000,0.0077797918877099,0.0153933512437442,0.03437444859268,0.0647551695347,0.1394473596408
611,0.000000000000000000,0.0078091275339763,0.0152749461619026,0.03422723160987,0.0645527010606,0.1389535914488
612,0.000000000000000000,0.0077834378063516,0.0152065287917647,0.03420027655710,0.0646367118372,0.1384143731641
613,0.000000000000000000,0.0077645798754384,0.0151603011985301,0.03419719248958,0.0647249313926,0.1379412037944
614,0.000000000000000000,0.0078182415845226,0.0151587888667825,0.03418717229527,0.0645928229955,0.1377702124531
615,0.000000000000000000,0.0078665668109701,0.0151404613381745,0.03418129703304,0.0646118035776,0.1376304542050
616,0.000000000000000000,0.0079122143771435,0.0151120084811340,0.03418182963410,0.0647421040475,0.1375260925517
617,0.000000000000000000,0.0080028139760702,0.0150756977922122,0.03440117885228,0.0650712916070,0.1374400910239
618,0.000000000000000000,0.0081131474483238,0.0150594412886885,0.03466868280933,0.0654233285746,0.1374715296889
619,0.000000000000000000,0.0082564559863872,0.0150781516528288,0.03501257317430,0.0658082475150,0.1377051852693
620,0.000000000000000000,0.0083795676098982,0.0151144218680013,0.03531389051589,0.0663534251251,0.1381397764201
621,0.000000000000000000,0.0085004420754478,0.0151623451207083,0.03561181035120,0.0669647656574,0.1386560971351
622,0.000000000000000000,0.0086553622706873,0.0152615784178888,0.03600796019409,0.0677207775681,0.1394093563312
623,0.000000000000000000,0.0088372875436625,0.0153714231345538,0.03654488070487,0.0686072448074,0.1406089170119
624,0.000000000000000000,0.0090435517544081,0.0154908147285200,0.03720774757579,0.0696110636151,0.1422063067746
625,0.000000000000000000,0.0092671321176654,0.0156484717597281,0.03788737894936,0.0708165958326,0.1435909685099
626,0.000000000000000000,0.0095293034345604,0.0158490458117045,0.03857853573748,0.0721305939061,0.1450981517677
627,0.000000000000000000,0.0098718692128709,0.0161358258495825,0.03928168530710,0.0736296941150,0.1468981112177
628,0.000000000000000000,0.0102112858681720,0.0164302695155927,0.04023180655938,0.0750978242209,0.1492241790704
629,0.000000000000000000,0.0105484073618772,0.0167236061174200,0.04127410678934,0.0765946024461,0.1517630022530
630,0.000000000000000000,0.0108734511049506,0.0169684911477426,0.04214791416592,0.0785228031029,0.1541137179975
631,0.000000000000000000,0.0110948913582330,0.0171345096845976,0.04290913076556,0.0801821306150,0.1565922382661
632,0.000000000000000000,0.0112065324154782,0.0172191801662996,0.04356088675768,0.0815737267019,0.1592602021453
633,0.000000000000000000,0.0110772431749079,0.0171693192988371,0.04377579774534,0.0824674857721,0.1622738601966
634,0.000000000000000000,0.0108340580569586,0.0169847505093550,0.04361207001554,0.0829594060379,0.1651136103462
635,0.000000000000000000,0.0103702503152633,0.0164747326063705,0.04255991728325,0.0825246395090,0.1673166316668
636,0.000000000000000000,0.0097511580790489,0.0158731753569597,0.04117568591683,0.0809006763314,0.1681281034296
637,0.000000003210886635,0.0090479038203158,0.0152211888805884,0.03959412344417,0.0786000251114,0.1681013830894
638,0.000000075765227454,0.0083821005402660,0.0146063832986288,0.03775356327513,0.0756748660931,0.1662586270764
639,0.000000085082185078,0.0077716228852463,0.0140561194047037,0.03594893620100,0.0725254553908,0.1633995269542
640,0.000000012378645658,0.0072306703757350,0.0135874650692743,0.03418407054592,0.0690729610303,0.1592093599311
641,0.000000000000000000,0.0068454079022477,0.0132304290947495,0.03280679102635,0.0660635027862,0.1542479081869
