Wavelength,Measurement 1,Measurement 2,Measurement 3,Measurement 4,Measurement 5,Measurement 6
380,0.000000000000000000,0.0000194437805479,0.0000952455379326,0.00010417216657,0.0004635405721,0.0006316576190
381,0.000000000000000000,0.0000075285876018,0.0001162464408202,0.00008614160859,0.0004697600089,0.0005761809859
382,0.000000000000000000,0.0000008723435159,0.0001203461766091,0.00006866373025,0.0004995471629,0.0005604274342
383,0.000000000000000000,0.0000049303626911,0.0000459394469893,0.00007451845060,0.0006154906492,0.0005777815800
384,0.000000000000000000,0.0000043369951439,0.0000089100482923,0.00011582015352,0.0005967549484,0.0006550014421
385,0.000000000000000000,0.0000003802342982,0.0000007811643424,0.00018126420973,0.0004811018553,0.0007730570016
386,0.000000000000000000,0.0000132564643844,0.0000857885614073,0.00019263403636,0.0004663238556,0.0008964326370
387,0.000000000000000000,0.0000241781996341,0.0001514747674496,0.00020707571557,0.0005035185504,0.0010257396700
388,0.000000000000000000,0.0000248659976192,0.0001365636339705,0.00024695939989,0.0006588914991,0.0011744342349
389,0.000000000000000000,0.0000362818596129,0.0001072462117030,0.00024649052581,0.0007305195725,0.0012468301014
390,0.000000000000000000,0.0000541806749498,0.0000694860695582,0.00022107211913,0.0007492850841,0.0012711100078
391,0.000000000000000000,0.0000354029914740,0.0001009071443297,0.00024969343764,0.0005777190165,0.0013138278019
392,0.000000000000000000,0.0000192002825464,0.0001298626676077,0.00028926604846,0.0004877214868,0.0013607536629
393,0.000000000000000000,0.0000148226806625,0.0001422111512848,0.00034699391588,0.0006223672167,0.0014155368720
394,0.000000000000000000,0.0000278265979131,0.0001501090198684,0.00035840278254,0.0007578640111,0.0015684548056
395,0.000000000000000000,0.0000501778450543,0.0001555002742203,0.00034438875462,0.0008921959121,0.0017734148283
396,0.000000000000000000,0.0000762891997985,0.0001414920132388,0.00039088171475,0.0008909431917,0.0020300361995
397,0.000000098462922223,0.0000930446286603,0.0001495333724259,0.00045718662859,0.0009519701227,0.0022748362604
398,0.000000396566557913,0.0000913089985633,0.0002029670988555,0.00056122394532,0.0011468287788,0.0024989214981
399,0.000000290514447003,0.0001061630225467,0.0002463853415499,0.00062561788946,0.0012911540769,0.0027586555337
400,0.000000000000000000,0.0001283346847319,0.0002840485170060,0.00067055140681,0.0014102632227,0.0030315745744
401,0.000000000000000000,0.0001299576353586,0.0002937378705963,0.00074707768506,0.0016620638076,0.0034412899011
402,0.000000000000000000,0.0001365940406204,0.0003154187855159,0.00086734057725,0.0018855111667,0.0038873476191
403,0.000000000000000000,0.0001517427310870,0.0003576103756224,0.00106356257495,0.0020662542661,0.0044038821384
404,0.000000000000000000,0.0001836209012393,0.0004136762885081,0.00122280630694,0.0023260984425,0.0050473737481
405,0.000000000000000000,0.0002196241232258,0.0004754084503529,0.00136932961930,0.0026293386290,0.0057459610846
406,0.000000000000000000,0.0002174755238897,0.0005620187664705,0.00161347573458,0.0032750256211,0.0067852769225
407,0.000000000000000000,0.0002390070699151,0.0006637115960595,0.00192234163783,0.0039217658455,0.0079401284542
408,0.000000000000000000,0.0002962015392515,0.0007898964177049,0.00233379115547,0.0045830845988,0.0092899581119
409,0.000000000000000000,0.0003805926141588,0.0009293338831883,0.00283008886192,0.0055538078274,0.0109165709089
410,0.000000000000000000,0.0004722841437949,0.0010837446727171,0.00335749522935,0.0066287643580,0.0126760240061
411,0.000000000000000000,0.0005638266971821,0.0013922732544760,0.00403903043904,0.0079399880693,0.0152887416524
412,0.000000000000000000,0.0006753385450110,0.0016942366788438,0.00484174179338,0.0094456427609,0.0181782694086
413,0.000000000000000000,0.0008125505674968,0.0019880041463506,0.00580049904706,0.0112018377029,0.0214250440037
414,0.000000000000000000,0.0009592968635915,0.0023757004500186,0.00703730669575,0.0133669636396,0.0257294683981
415,0.000000000000000000,0.0011177358531855,0.0028026688495741,0.00839046274123,0.0157212203753,0.0303963762144
416,0.000000000000000000,0.0013576175156559,0.0033615896052545,0.01014448303051,0.0188323476516,0.0359482670403
417,0.000000000000000000,0.0016462960111065,0.0040187637353682,0.01207574608079,0.0223806702989,0.0422084203728
418,0.000000000000000000,0.0019891190103788,0.0047850375342538,0.01420461929959,0.0264151151294,0.0492566120514
419,0.000000000000000000,0.0023949359127429,0.0057086673849270,0.01700936743414,0.0313488390501,0.0578646713405
420,0.000000000000000000,0.0028199774150634,0.0066876795226743,0.01998862615866,0.0365635170783,0.0670476181298
421,0.000000000000000000,0.0033112668934183,0.0078639553367608,0.02335281575225,0.0426756888688,0.0782743164993
422,0.000000000000000000,0.0038337941722155,0.0090638607898278,0.02669053726769,0.0488242594453,0.0896780346097
423,0.000000000000000000,0.0043828705363971,0.0102773970846420,0.02997558053102,0.0549596016261,0.1011649426009
424,0.000000000000000000,0.0048987107519055,0.0113960186624606,0.03305871819409,0.0608851409011,0.1125131217065
425,0.000000000000000000,0.0053658758169864,0.0124274263510767,0.03583774547472,0.0663880785981,0.1234628256032
426,0.000000000000000000,0.0056471909197227,0.0131500720455677,0.03745450648243,0.0701976980005,0.1326860423218
427,0.000000000000000000,0.0057649223292465,0.0135072193370460,0.03810888886422,0.0719322607165,0.1386453220022
428,0.000000000000000000,0.0057459179336485,0.0135578437708589,0.03795996959040,0.0719292885804,0.1418374870300
429,0.000000000000000000,0.0055293538465602,0.0131713047081934,0.03674475430851,0.0705791315931,0.1425181972201
430,0.000000000000000000,0.0052488450549674,0.0126592596231988,0.03512228103396,0.0685945292262,0.1416012892469
431,0.000000000000000000,0.0048435276269061,0.0119259173428981,0.03262393653835,0.0651242480203,0.1365319842374
432,0.000000000000000000,0.0044221342853951,0.0111616230478337,0.03018258118628,0.0615849910420,0.1306542387311
433,0.000000000000000000,0.0039961301333837,0.0103882906916410,0.02782569622992,0.0580605115778,0.1242972587668
434,0.000000000000000000,0.0036918781420392,0.0098698178172013,0.02617253949411,0.0555653571089,0.1190319148016
435,0.000000000000000000,0.0034449406223741,0.0094903962799644,0.02480070742660,0.0537036034885,0.1147175729335
436,0.000000000000000000,0.0033069429746478,0.0093914978194731,0.02393275733539,0.0531361762675,0.1123627494855
437,0.000000000000000000,0.0032897440839103,0.0095238070575152,0.02373469946668,0.0532307539647,0.1118022791919
438,0.000000000000000000,0.0033426078432155,0.0097890742608696,0.02392676830875,0.0537117003722,0.1122927496242
439,0.000000000000000000,0.0034409418728254,0.0102534824503844,0.02448633567550,0.0558374231173,0.1159011029665
440,0.000000000000000000,0.0035647147945248,0.0107761591066373,0.02519026320202,0.0580571084467,0.1199028992827
441,0.000000000000000000,0.0037410158880945,0.0114158604433710,0.02618881179739,0.0604163990908,0.1246208244373
442,0.000000000000000000,0.0040054360595105,0.0121330571209730,0.02724370600717,0.0629438687223,0.1298998076399
443,0.000000000000000000,0.0043109867566043,0.0128862876439768,0.02832131494168,0.0655411420004,0.1354330009639
444,0.000000000000000000,0.0046188547059863,0.0137124885232195,0.02937049413441,0.0680562420311,0.1411324101039
445,0.000000000000000000,0.0048831633336070,0.0144095177075917,0.03023508524097,0.0699856198939,0.1457740290440
446,0.000000000000000000,0.0050781155736428,0.0149007996061274,0.03080530654762,0.0709808244542,0.1487291385752
447,0.000000000000000000,0.0052788215308636,0.0151057825304559,0.03093378822152,0.0709824778086,0.1501758351572
448,0.000000000000000000,0.0054620717268799,0.0151920117827937,0.03086228838267,0.0705646285874,0.1509314653654
449,0.000000000000000000,0.0054680533068497,0.0150818706622566,0.03018708746784,0.0690309640097,0.1497082369888
450,0.000000000000000000,0.0054103647359892,0.0148295068461599,0.02954788221761,0.0672572481778,0.1473808334158
451,0.000000000000000000,0.0052756020660718,0.0144043030006658,0.02896283479479,0.0651943304518,0.1437289537642
452,0.000000000000000000,0.0051001820649574,0.0139687827153699,0.02805268704736,0.0630204364171,0.1400430386411
453,0.000000000000000000,0.0049307192712583,0.0135801517038692,0.02718639432709,0.0610645406999,0.1367018726082
454,0.000000000000000000,0.0048235951123408,0.0133938801590586,0.02691866989586,0.0601334024931,0.1345964966762
455,0.000000000000000000,0.0047807878671746,0.0133616724590074,0.02697840237432,0.0597313813493,0.1332088210086
456,0.000000000000000000,0.0048004769029040,0.0134785707759813,0.02735606627144,0.0598346041717,0.1324814593328
457,0.000000000000000000,0.0049129428991857,0.0139199415030098,0.02803960837459,0.0607273767017,0.1337680964606
458,0.000000000000000000,0.0050706398324259,0.0144489639169052,0.02887533021304,0.0618546751182,0.1356248165164
459,0.000000000000000000,0.0053496549196300,0.0151185755784346,0.03014116148000,0.0633654629893,0.1382702244920
460,0.000000000000000000,0.0056227734233414,0.0157824945559368,0.03141807168219,0.0652905113543,0.1416197211074
461,0.000000000000000000,0.0058934520367339,0.0164485940048501,0.03271720310600,0.0675736439573,0.1455962536519
462,0.000000000000000000,0.0061876796507710,0.0172172576161147,0.03380552925907,0.0693534529063,0.1489608647787
463,0.000000000000000000,0.0064493948530242,0.0178625536014582,0.03480311902438,0.0709480388962,0.1519342800696
464,0.000000000000000000,0.0066231753403517,0.0181509962996130,0.03565145167263,0.0722316193493,0.1540746496395
465,0.000000000000000000,0.0067693667569064,0.0182650364987959,0.03607496303408,0.0730162724447,0.1550755632243
466,0.000000000000000000,0.0068977048337611,0.0182752529782699,0.03623901041254,0.0735014461952,0.1554060690762
467,0.000000000000000000,0.0068815446004218,0.0180585750271419,0.03602724791957,0.0733379381433,0.1553040261887
468,0.000000000000000000,0.0068581682579469,0.0177646093151317,0.03565824727828,0.0729617097674,0.1546682396320
469,0.000000000000000000,0.0068285258367601,0.0173067090710960,0.03495903972337,0.0721451741760,0.1528456375196
470,0.000000000000000000,0.0067988663643786,0.0168183794329484,0.03426767870152,0.0711877535404,0.1506106196802
471,0.000000000000000000,0.0067709752353099,0.0163250395572947,0.03359327742372,0.0701905691669,0.1482515797919
472,0.000000000000000000,0.0066587104196004,0.0156595241012145,0.03241724430960,0.0684228348493,0.1448820409439
473,0.000000034587040726,0.0065919947181889,0.0150940429556065,0.03140729949260,0.0666971612673,0.1414060687694
474,0.000000125445574543,0.0065948192542513,0.0146704988771302,0.03062954582634,0.0649775870826,0.1376343253888
475,0.000000082812855431,0.0066475647356068,0.0143551448107073,0.02991628138168,0.0635390305346,0.1341877842396
476,0.000000000000000000,0.0067263071143022,0.0140830558813482,0.02922548174712,0.0621703444978,0.1308078917170
477,0.000000000000000000,0.0068802830477610,0.0138222724046841,0.02845590920601,0.0603231441767,0.1265715732188
