channel,sample,time_sec,mean_trace,sd,participant_id
2,114,-9.1171875,180.64714343290458,97.84888832203745,Group average
2,115,-9.109375,180.49838006760083,97.0295132183698,Group average
2,116,-9.1015625,180.35223034340288,96.21796872160232,Group average
2,117,-9.09375,180.20871388674237,95.41436903391453,Group average
2,118,-9.0859375,180.06784979802077,94.6188279109432,Group average
2,119,-9.078125,179.92965664800937,93.831458580086,Group average
2,120,-9.0703125,179.79415247509093,93.05237365660128,Group average
2,121,-9.0625,179.66135478322914,92.28168505792827,Group average
2,122,-9.0546875,179.5312805401715,91.51950391408523,Group average
2,123,-9.046875,179.4039461763279,90.76594047587653,Group average
2,124,-9.0390625,179.27936758456858,90.021104021434,Group average
2,125,-9.03125,179.15756012071284,89.28510276052585,Group average
2,126,-9.0234375,179.03853860441254,88.55804373583196,Group average
2,127,-9.015625,178.9223173206193,87.84003272209729,Group average
2,128,-9.0078125,178.80891002194565,87.131174123862,Group average
2,129,-9,178.6983299316738,86.4315708709395,Group average
2,130,-8.9921875,178.59058974738713,85.7413243128068,Group average
2,131,-8.984375,178.4857016451283,85.06053411074338,Group average
2,132,-8.9765625,178.38367728389596,84.38929812787643,Group average
2,133,-8.96875,178.2845278106652,83.72771231804246,Group average
2,134,-8.9609375,178.18826386604482,83.07587061406528,Group average
2,135,-8.953125,178.09489559030663,82.43386481471067,Group average
2,136,-8.9453125,178.0044326300801,81.80178447109648,Group average
2,137,-8.9375,177.91688414513638,81.17971677224993,Group average
2,138,-8.9296875,177.83225881525235,80.56774642992046,Group average
2,139,-8.921875,177.75056484744087,79.96595556380674,Group average
2,140,-8.9140625,177.67180998354544,79.37442358749985,Group average
2,141,-8.90625,177.59600150837852,78.79322709585537,Group average
2,142,-8.8984375,177.52314625737543,78.22243975168058,Group average
2,143,-8.890625,177.4532506244719,77.66213217428846,Group average
2,144,-8.8828125,177.38632057018768,77.11237183033748,Group average
2,145,-8.875,177.32236162923297,76.5732229252259,Group average
2,146,-8.8671875,177.2613789179075,76.04474629747104,Group average
2,147,-8.859375,177.20337714151836,75.5269993169074,Group average
2,148,-8.8515625,177.1483606016339,75.02003578689136,Group average
2,149,-8.84375,177.0963332028525,74.52390584925845,Group average
2,150,-8.8359375,177.0472984592267,74.03865589450511,Group average
2,151,-8.828125,177.0012595004529,73.56432847746974,Group average
2,152,-8.8203125,176.958219077546,73.10096223858662,Group average
2,153,-8.8125,176.91817956799855,72.64859183190931,Group average
2,154,-8.8046875,176.88114298072756,72.20724786065935,Group average
2,155,-8.796875,176.84711096018077,71.77695681980228,Group average
2,156,-8.7890625,176.8160847896828,71.3577410468741,Group average
2,157,-8.78125,176.7880653948193,70.9496186825532,Group average
2,158,-8.7734375,176.76305334617058,70.55260364091168,Group average
2,159,-8.765625,176.74104886146438,70.16670559022164,Group average
2,160,-8.7578125,176.72205180749404,69.79192994461695,Group average
2,161,-8.75,176.70606170161778,69.42827786779358,Group average
2,162,-8.7421875,176.69307771271292,69.07574628873469,Group average
2,163,-8.734375,176.68309866162144,68.73432792894542,Group average
2,164,-8.7265625,176.67612302125568,68.40401134275437,Group average
2,165,-8.71875,176.6721489161572,68.08478097030569,Group average
2,166,-8.7109375,176.67117412187483,67.77661720368918,Group average
2,167,-8.703125,176.67319606422083,67.47949646641747,Group average
2,168,-8.6953125,176.6782118181017,67.19339130646613,Group average
2,169,-8.6875,176.6862181057761,66.91827050204368,Group average
2,170,-8.6796875,176.69721129498225,66.65409918060394,Group average
2,171,-8.671875,176.71118739689,66.40083895074292,Group average
2,172,-8.6640625,176.72814206393568,66.15844804670594,Group average
2,173,-8.65625,176.74807058727183,65.92688148483879,Group average
2,174,-8.6484375,176.77096789392039,65.70609123128304,Group average
2,175,-8.640625,176.79682854371842,65.49602638076968,Group average
2,176,-8.6328125,176.82564672641777,65.29663334628592,Group average
2,177,-8.625,176.85741625841342,65.10785605804317,Group average
2,178,-8.6171875,176.89213057933077,64.92963617115316,Group average
2,179,-8.609375,176.92978274839373,64.76191328107714,Group average
2,180,-8.6015625,176.97036544066017,64.60462514632272,Group average
2,181,-8.59375,177.01387094303942,64.45770791640494,Group average
2,182,-8.5859375,177.06029115029415,64.3210963650754,Group average
2,183,-8.578125,177.10961756092647,64.19472412751595,Group average
2,184,-8.5703125,177.16184127300988,64.07852394041791,Group average
2,185,-8.5625,177.21695297980102,63.97242788341776,Group average
2,186,-8.5546875,177.27494296497406,63.876367620633594,Group average
2,187,-8.546875,177.33580109777287,63.79027464128087,Group average
2,188,-8.5390625,177.39951682825532,63.71408049885601,Group average
2,189,-8.53125,177.4660791820885,63.64771704675702,Group average
2,190,-8.5234375,177.53547675520863,63.59111666974725,Group average
2,191,-8.515625,177.6076977084709,63.54421251037642,Group average
2,192,-8.5078125,177.68272976192716,63.50693868844095,Group average
2,193,-8.5,177.76056018896372,63.47923051361712,Group average
2,194,-8.4921875,177.84117581018046,63.46102468933207,Group average
2,195,-8.484375,177.92456298723008,63.45225950740665,Group average
2,196,-8.4765625,178.01070761624914,63.45287503199365,Group average
2,197,-8.46875,178.09959512095583,63.46281327189114,Group average
2,198,-8.4609375,178.1912104456444,63.482018341466265,Group average
2,199,-8.453125,178.28553804794544,63.51043660844596,Group average
2,200,-8.4453125,178.38256189130803,63.548016828103414,Group average
2,201,-8.4375,178.48226543715623,63.594710263174576,Group average
2,202,-8.4296875,178.5846316366845,63.65047078941455,Group average
2,203,-8.421875,178.68964292238158,63.71525498612999,Group average
2,204,-8.4140625,178.7972811993199,63.78902221106824,Group average
2,205,-8.40625,178.90752783578475,63.871734658897495,Group average
2,206,-8.3984375,179.02036365373613,63.963357403888864,Group average
2,207,-8.390625,179.1357689186214,64.06385842593531,Group average
2,208,-8.3828125,179.25372332890123,64.17320861964205,Group average
2,209,-8.375,179.37420600499078,64.29138178655951,Group average
2,210,-8.3671875,179.49719547797045,64.41835461106794,Group average
2,211,-8.359375,179.622669677981,64.55410661968638,Group average
2,212,-8.3515625,179.75060592191122,64.69862012327975,Group average
2,213,-8.34375,179.88098090055462,64.85188014291823,Group average
2,214,-8.3359375,180.0137706657546,65.0138743205229,Group average
2,215,-8.328125,180.14895061714438,65.18459281341522,Group average
2,216,-8.3203125,180.28649548820448,65.36402817315049,Group average
2,217,-8.3125,180.42637933186484,65.55217520977575,Group average
2,218,-8.3046875,180.56857550648846,65.74903084239082,Group average
2,219,-8.296875,180.71305666121486,65.95459393546608,Group average
2,220,-8.2890625,180.85979472094655,66.16886512182468,Group average
2,221,-8.28125,181.00876087074275,66.39184661173314,Group average
2,222,-8.2734375,181.15992554011925,66.62354199050124,Group average
2,223,-8.265625,181.3132583872402,66.86395600515029,Group average
2,224,-8.2578125,181.46872828283375,67.1130943405818,Group average
2,225,-8.25,181.6263032939674,67.3709633860612,Group average
2,226,-8.2421875,181.7859506679795,67.63756999327968,Group average
2,227,-8.234375,181.94763681642326,67.91292122655538,Group average
2,228,-8.2265625,182.1113272993827,68.19702410676045,Group average
2,229,-8.21875,182.27698680979336,68.48988534906796,Group average
2,230,-8.2109375,182.4445791581143,68.79151109605132,Group average
2,231,-8.203125,182.61406725719246,69.10190664644752,Group average
2,232,-8.1953125,182.7854131076927,69.42107618164177,Group average
2,233,-8.1875,182.95857778395884,69.74902249034974,Group average
2,234,-8.1796875,183.1335214202331,70.08574669204522,Group average
2,235,-8.171875,183.31020319734677,70.43124796029099,Group average
2,236,-8.1640625,183.48858133008628,70.78552324720692,Group average
2,237,-8.15625,183.6686130555416,71.14856701030762,Group average
2,238,-8.1484375,183.85025462229532,71.52037094279244,Group average
2,239,-8.140625,184.03346128031075,71.9009237071063,Group average
2,240,-8.1328125,184.2181872717783,72.29021067361332,Group average
2,241,-8.125,184.40438582312075,72.688213665166,Group average
2,242,-8.1171875,184.59200913792642,73.09491070816098,Group average
2,243,-8.109375,184.78100839058635,73.51027579073684,Group average
2,244,-8.1015625,184.97133372128363,73.93427862937773,Group average
2,245,-8.09375,185.16293423223397,74.36688444429313,Group average
2,246,-8.0859375,185.3557579851132,74.80805374443158,Group average
2,247,-8.078125,185.5497519999396,75.25774212304201,Group average
2,248,-8.0703125,185.74486225480882,75.7159000630745,Group average
2,249,-8.0625,185.94103368711538,76.18247275410936,Group average
2,250,-8.0546875,186.13821019627312,76.65739992135518,Group average
2,251,-8.046875,186.33633464767874,77.14061566652548,Group average
2,252,-8.0390625,186.5353488780608,77.63204832159859,Group average
2,253,-8.03125,186.7351937023451,78.1316203157281,Group average
2,254,-8.0234375,186.93580892198867,78.63924805504004,Group average
2,255,-8.015625,187.13713333439446,79.15484181535918,Group average
2,256,-8.0078125,187.3391047441694,79.67830564928984,Group average
2,257,-8,187.54165997619887,80.20953730743308,Group average
2,258,-7.9921875,187.74473488979538,80.74842817261042,Group average
2,259,-7.984375,187.94826439423008,81.29486320827597,Group average
2,260,-7.9765625,188.152182465734,81.84872092110426,Group average
2,261,-7.96875,188.35642216582852,82.40987333650803,Group average
2,262,-7.9609375,188.56091566132238,82.97818598828562,Group average
2,263,-7.953125,188.7655942453761,83.5535179211356,Group average
2,264,-7.9453125,188.97038836029853,84.13572170700321,Group average
2,265,-7.9375,189.17522762157955,84.72464347458931,Group average
2,266,-7.9296875,189.38004084309418,85.32012295113235,Group average
2,267,-7.921875,189.5847560636792,85.92199351686236,Group average
2,268,-7.9140625,189.78930057495322,86.53008227144153,Group average
2,269,-7.90625,189.99360095060658,87.14421011273147,Group average
2,270,-7.8984375,190.19758307679672,87.76419182737828,Group average
2,271,-7.890625,190.40117218384702,88.3898361920389,Group average
2,272,-7.8828125,190.60429287911788,89.02094608516379,Group average
2,273,-7.875,190.80686918069526,89.65731860919897,Group average
2,274,-7.8671875,191.0088245520023,90.29874522210147,Group average
2,275,-7.859375,191.21008193755242,90.94501187851395,Group average
2,276,-7.8515625,191.41056379982317,91.59589918006417,Group average
2,277,-7.84375,191.61019215715092,92.25118253431273,Group average
2,278,-7.8359375,191.80888862231274,92.91063232158913,Group average
2,279,-7.828125,192.0065744418999,93.57401406917556,Group average
2,280,-7.8203125,192.20317053660727,94.24108863285238,Group average
2,281,-7.8125,192.39859754232066,94.9116123849365,Group average
2,282,-7.8046875,192.59277585193536,95.58533740827504,Group average
2,283,-7.796875,192.78562565785367,96.26201169603198,Group average
2,284,-7.7890625,192.97706699479463,96.94137935577831,Group average
2,285,-7.78125,193.16701978336707,97.62318081865695,Group average
2,286,-7.7734375,193.35540387411172,98.30715305280715,Group average
2,287,-7.765625,193.54213909218825,98.99302978046279,Group average
2,288,-7.7578125,193.7271452822958,99.6805416985482,Group average
2,289,-7.75,193.9103423535813,100.3694167011267,Group average
2,290,-7.7421875,194.09165032527065,101.0593801042564,Group average
2,291,-7.734375,194.27098937263946,101.75015487305309,Group average
2,292,-7.7265625,194.44827987328352,102.44146185057645,Group average
2,293,-7.71875,194.6234424533841,103.13301998778752,Group average
2,294,-7.7109375,194.79639803386968,103.82454657308728,Group average
2,295,-7.703125,194.96706787692807,104.51575746284958,Group average
2,296,-7.6953125,195.13537363258754,105.20636731150827,Group average
2,297,-7.6875,195.30123738519313,105.89608980107052,Group average
2,298,-7.6796875,195.46458169938066,106.58463786985334,Group average
2,299,-7.671875,195.62532966610465,107.2717239398573,Group average
2,300,-7.6640625,195.783404948552,107.9570601429578,Group average
2,301,-7.65625,195.93873182792896,108.64035854515855,Group average
2,302,-7.6484375,196.09123524892487,109.32133136852629,Group average
2,303,-7.640625,196.24084086468608,109.9996912109009,Group average
2,304,-7.6328125,196.38747508164016,110.67515126370037,Group average
2,305,-7.625,196.5310651039368,111.3474255264523,Group average
2,306,-7.6171875,196.6715389776511,112.01622901848968,Group average
2,307,-7.609375,196.8088256343326,112.68127798772996,Group average
2,308,-7.6015625,196.94285493401324,113.3422901161392,Group average
2,309,-7.59375,197.0735577079397,113.99898472179551,Group average
2,310,-7.5859375,197.2008658010595,114.65108295862089,Group average
2,311,-7.578125,197.32471211417052,115.29830801250453,Group average
2,312,-7.5703125,197.4450306457933,115.94038529470583,Group average
2,313,-7.5625,197.5617565335608,116.577042632206,Group average
2,314,-7.5546875,197.67482609531777,117.20801045527487,Group average
2,315,-7.546875,197.7841768697985,117.83302198186644,Group average
2,316,-7.5390625,197.8897476572412,118.45181339916425,Group average
2,317,-7.53125,197.99147855960996,119.06412404161868,Group average
2,318,-7.5234375,198.0893110205786,119.66969656702584,Group average
2,319,-7.515625,198.18318786528033,120.2682771297625,Group average
2,320,-7.5078125,198.2730533397835,120.85961555096841,Group average
2,321,-7.5,198.35885315040815,121.44346548638065,Group average
2,322,-7.4921875,198.44053450282922,122.01958459114609,Group average
2,323,-7.484375,198.51804614102943,122.58773468156299,Group average
2,324,-7.4765625,198.59133838585336,123.14768189429255,Group average
2,325,-7.46875,198.66036317298324,123.69919684204856,Group average
2,326,-7.4609375,198.7250740908841,124.24205476702633,Group average
2,327,-7.453125,198.78542641848784,124.7760356918531,Group average
2,328,-7.4453125,198.8413771625848,125.30092456758445,Group average
2,329,-7.4375,198.8928850948019,125.81651141805882,Group average
2,330,-7.4296875,198.93991078787323,126.32259148079544,Group average
2,331,-7.421875,198.9824166517369,126.81896534516764,Group average
2,332,-7.4140625,199.0203669691296,127.30543908705498,Group average
2,333,-7.40625,199.0537279306258,127.78182440032883,Group average
2,334,-7.3984375,199.08246766901493,128.2479387239986,Group average
2,335,-7.390625,199.10655629277863,128.7036053650683,Group average
2,336,-7.3828125,199.12596591964189,129.14865361910825,Group average
2,337,-7.375,199.14067070923485,129.58291888689155,Group average
2,338,-7.3671875,199.1506468944869,130.00624278573054,Group average
2,339,-7.359375,199.15587281237057,130.41847325663224,Group average
2,340,-7.3515625,199.15632893360353,130.81946466709397,Group average
2,341,-7.34375,199.1519978913725,131.20907790889848,Group average
2,342,-7.3359375,199.14286450932659,131.58718049152984,Group average
2,343,-7.328125,199.12891582810315,131.95364663002277,Group average
2,344,-7.3203125,199.11014113056302,132.3083573278329,Group average
2,345,-7.3125,199.08653196616038,132.65120045521405,Group average
2,346,-7.3046875,199.05808217408335,132.98207082277378,Group average
2,347,-7.296875,199.02478790488968,133.30087024892194,Group average
2,348,-7.2890625,198.9866476408563,133.60750762244655,Group average
2,349,-7.28125,198.943662214737,133.90189895996303,Group average
2,350,-7.2734375,198.89583482688306,134.18396745697353,Group average
2,351,-7.265625,198.84317106073067,134.4536435323547,Group average
2,352,-7.2578125,198.785678897037,134.71086486833048,Group average
2,353,-7.25,198.72336872634506,134.9555764444952,Group average
2,354,-7.2421875,198.65625335958234,135.18773056557038,Group average
2,355,-7.234375,198.58434803686603,135.407286883012,Group average
2,356,-7.2265625,198.5076704345182,135.61421241068822,Group average
2,357,-7.21875,198.42624067007938,135.80848153390622,Group average
2,358,-7.2109375,198.34008130550063,135.9900760116754,Group average
2,359,-7.203125,198.24921734844298,136.15898497273304,Group average
2,360,-7.1953125,198.1536762511842,136.31520490424376,Group average
2,361,-7.1875,198.05348790808912,136.45873963583819,Group average
2,362,-7.1796875,197.9486846508822,136.5896003161062,Group average
2,363,-7.171875,197.83930124140082,136.7078053818239,Group average
2,364,-7.1640625,197.72537486216575,136.81338052040735,Group average
2,365,-7.15625,197.60694510544292,136.90635862675077,Group average
2,366,-7.1484375,197.4840539598537,136.98677975274745,Group average
2,367,-7.140625,197.35674579498368,137.05469105119948,Group average
2,368,-7.1328125,197.2250673436722,137.11014671309493,Group average
2,369,-7.125,197.08906768211708,137.15320789780915,Group average
2,370,-7.1171875,196.94879820815913,137.18394265796204,Group average
2,371,-7.109375,196.80431261728447,137.2024258589657,Group average
2,372,-7.1015625,196.6556668764004,137.20873909184073,Group average
2,373,-7.09375,196.50291919589762,137.20297058079774,Group average
2,374,-7.0859375,196.34612999961686,137.1852150851808,Group average
2,375,-7.078125,196.18536189313187,137.1555737974149,Group average
2,376,-7.0703125,196.02067962995585,137.11415423579678,Group average
2,377,-7.0625,195.8521500756278,137.06107013177666,Group average
2,378,-7.0546875,195.67984217010203,136.99644131218062,Group average
2,379,-7.046875,195.5038268886301,136.9203935784327,Group average
2,380,-7.0390625,195.32417720080696,136.8330585810234,Group average
2,381,-7.03125,195.1409680277169,136.73457368817466,Group average
2,382,-7.0234375,194.9542761977202,136.62508185224132,Group average
2,383,-7.015625,194.7641804005887,136.50473147218412,Group average
2,384,-7.0078125,194.5707611398505,136.37367625169796,Group average
2,385,-7,194.37410068356715,136.23207505329526,Group average
2,386,-6.9921875,194.1742830138034,136.08009174951175,Group average
2,387,-6.984375,193.97139377461792,135.91789507096422,Group average
2,388,-6.9765625,193.76552021835656,135.74565845017275,Group average
2,389,-6.96875,193.5567511507221,135.56355986302725,Group average
2,390,-6.9609375,193.34517687478734,135.3717816680047,Group average
2,391,-6.953125,193.13088913369376,135.17051044277457,Group average
2,392,-6.9453125,192.91398105207773,134.95993681828466,Group average
2,393,-6.9375,192.694547076135,134.74025530950604,Group average
2,394,-6.9296875,192.47268291280741,134.5116641446025,Group average
2,395,-6.921875,192.24848546809756,134.2743650925906,Group average
2,396,-6.9140625,192.02205278426038,134.02856328860156,Group average
2,397,-6.90625,191.7934839757744,133.7744670569155,Group average
2,398,-6.8984375,191.56287916438808,133.51228773246174,Group average
2,399,-6.890625,191.3303394133662,133.24223948069664,Group average
2,400,-6.8828125,191.09596666098676,132.96453911613017,Group average
2,401,-6.875,190.859863653355,132.67940591932802,Group average
2,402,-6.8671875,190.62213387581005,132.3870614506751,Group average
2,403,-6.859375,190.38288148433068,132.08772936503144,Group average
2,404,-6.8515625,190.1422112360382,131.78163522470697,Group average
2,405,-6.84375,189.90022841900745,131.4690063108245,Group average
2,406,-6.8359375,189.65703878157453,131.15007143375647,Group average
2,407,-6.828125,189.41274846075726,130.82506074194742,Group average
2,408,-6.8203125,189.16746391027434,130.4942055302006,Group average
2,409,-6.8125,188.92129182809677,130.15773804747872,Group average
2,410,-6.8046875,188.6743390834514,129.81589130379137,Group average
2,411,-6.796875,188.4267126435825,129.46889887645082,Group average
2,412,-6.7890625,188.17851950010456,129.11699471598948,Group average
2,413,-6.78125,187.92986659528526,128.7604129525251,Group average
2,414,-6.7734375,187.68086074772884,128.3993877010008,Group average
2,415,-6.765625,187.43160857812023,128.03415286648584,Group average
2,416,-6.7578125,187.18221643477517,127.66494195029266,Group average
2,417,-6.75,186.93279031908224,127.29198785646267,Group average
2,418,-6.7421875,186.68343581083042,126.91552269836595,Group average
2,419,-6.734375,186.43425799389544,126.53577760673866,Group average
2,420,-6.7265625,186.18536138202745,126.15298253934313,Group average
2,421,-6.71875,185.9368498445828,125.76736609016555,Group average
2,422,-6.7109375,185.6888265327592,125.37915530156477,Group average
2,423,-6.703125,185.44139380662853,124.98857547975814,Group average
2,424,-6.6953125,185.19465316247016,124.59585001201901,Group average
2,425,-6.6875,184.94870516050068,124.20120018592289,Group average
2,426,-6.6796875,184.70364935354593,123.80484501201049,Group average
2,427,-6.671875,184.45958421687448,123.40700105081551,Group average
2,428,-6.6640625,184.21660707882353,123.00788224279312,Group average
2,429,-6.65625,183.97481405249025,122.60769974232973,Group average
2,430,-6.6484375,183.73429996819496,122.2066617557181,Group average
2,431,-6.640625,183.49515830742297,121.80497338426333,Group average
2,432,-6.6328125,183.25748113789717,121.40283647129064,Group average
2,433,-6.625,183.02135904997698,121.00044945393995,Group average
2,434,-6.6171875,182.7868810946612,120.59800722071346,Group average
2,435,-6.609375,182.55413472319879,120.19570097498894,Group average
2,436,-6.6015625,182.32320572822155,119.79371810362447,Group average
2,437,-6.59375,182.09417818640335,119.39224205083433,Group average
2,438,-6.5859375,181.86713440288085,118.99145219822266,Group average
2,439,-6.578125,181.64215485733683,118.59152375105975,Group average
2,440,-6.5703125,181.4193181521436,118.19262763093657,Group average
2,441,-6.5625,181.19870096224577,117.79493037455319,Group average
2,442,-6.5546875,180.98037798677734,117.3985940388442,Group average
2,443,-6.546875,180.76442190277356,117.00377611294185,Group average
2,444,-6.5390625,180.55090332114625,116.61062943692674,Group average
2,445,-6.53125,180.33989074473217,116.219302127871,Group average
2,446,-6.5234375,180.13145052840989,115.82993751201835,Group average
2,447,-6.515625,179.9256468412528,115.44267406311305,Group average
2,448,-6.5078125,179.72254163078938,115.0576453482215,Group average
2,449,-6.5,179.52219458958035,114.674979980898,Group average
2,450,-6.4921875,179.32466312397682,114.2948015809379,Group average
2,451,-6.484375,179.13000232460092,113.9172287398691,Group average
2,452,-6.4765625,178.93826493937095,113.54237499365841,Group average
2,453,-6.46875,178.74950134901385,113.17034880261131,Group average
2,454,-6.4609375,178.56375954474709,112.80125353807902,Group average
2,455,-6.453125,178.38108510837733,112.43518747609639,Group average
2,456,-6.4453125,178.2015211944528,112.07224379719297,Group average
2,457,-6.4375,178.02510851470186,111.71251059228793,Group average
2,458,-6.4296875,177.85188532471992,111.35607087429152,Group average
2,459,-6.421875,177.68188741284732,111.00300259608807,Group average
