Condition,Measurement 1,Measurement 2,Measurement 3,Measurement 4,Measurement 5,Measurement 6,Measurement 7,Measurement 8,Measurement 9,Measurement 10,Measurement 11,Measurement 12,Measurement 13,Measurement 14,Measurement 15,Measurement 16,Measurement 17,Measurement 18,Measurement 19,Measurement 20,Measurement 21,Measurement 22,Measurement 23,Measurement 24,Measurement 25,Measurement 26,Measurement 27,Measurement 28,Measurement 29,Measurement 30,Measurement 31,Measurement 32,Measurement 33,Measurement 34,Measurement 35,Measurement 36,Measurement 37,Measurement 38,Measurement 39,Measurement 40,Measurement 41,Measurement 42,Measurement 43,Measurement 44,Measurement 45,Measurement 46,Measurement 47,Measurement 48,Measurement 49,Measurement 50,Measurement 51,Measurement 52,Measurement 53,Measurement 54,Measurement 55,Measurement 56,Measurement 57,Measurement 58,Measurement 59,Measurement 60,Measurement 61,Measurement 62,Measurement 63,Measurement 64,Measurement 65,Measurement 66,Measurement 67,Measurement 68,Measurement 69,Measurement 70,Measurement 71,Measurement 72,Measurement 73,Measurement 74,Measurement 75,Measurement 76,Measurement 77,Measurement 78,Measurement 79,Measurement 80,Measurement 81,Measurement 82,Measurement 83,Measurement 84,Measurement 85,Measurement 86,Measurement 87,Measurement 88,Measurement 89,Measurement 90,Measurement 91,Measurement 92,Measurement 93,Measurement 94,Measurement 95,Measurement 96,Measurement 97,Measurement 98,Measurement 99,Measurement 100,Measurement 101,Measurement 102,Measurement 103,Measurement 104,Measurement 105,Measurement 106,Measurement 107,Measurement 108,Measurement 109,Measurement 110,Measurement 111,Measurement 112,Measurement 113,Measurement 114,Measurement 115,Measurement 116,Measurement 117,Measurement 118,Measurement 119,Measurement 120,Measurement 121,Measurement 122,Measurement 123,Measurement 124,Measurement 125,Measurement 126,Measurement 127,Measurement 128,Measurement 129,Measurement 130,Measurement 131,Measurement 132,Measurement 133,Measurement 134,Measurement 135,Measurement 136,Measurement 137,Measurement 138,Measurement 139,Measurement 140,Measurement 141,Measurement 142,Measurement 143,Measurement 144
Illuminance (lx),2.056400626741086,14.54168151974301,54.75405845766217,323.69228279251746,4.473774795093763,21.294640338842207,135.47044336755658,721.4923930904995,9.825279460595317,41.429118487627804,225.12890249848243,987.8880026503149,23.160662667043013,266.7484575319915,586.2487884894127,3051.471423294976,32.180029764727024,163.2986183233729,916.6022623991788,4628.636120057062,28.25572734596216,169.90077365524235,860.4450715223683,4128.088773256674,2.131272220631974,14.973273922693988,54.539203567175974,323.4588799323036,4.202910029547754,21.239262374327254,135.64814907399233,720.166771166062,9.816947266316953,41.41401368625835,225.1968950777901,985.9541090569638,23.325519115427326,265.9293554448948,583.5876240381587,3049.8730369500036,32.13336456498362,163.29125861125587,913.6113517230242,4624.4370240640665,28.25339558523706,169.87288322452534,861.6003357207188,4127.935178553299,2.0493865197039987,14.703058986288454,55.346595772193666,323.0214795882631,4.3957019558478505,21.068781569019503,135.3724247167338,723.1175018078917,9.887609024239815,41.34707687615608,224.26344184142775,989.2001529797557,23.320125526156108,266.0889911116788,585.1855026742958,3049.1502268923223,32.24825174256681,162.99107341385798,913.3790843939528,4626.139597340695,28.33293899837906,169.94258397865033,860.5154784849555,4126.579138953896,4120.966202783611,976.0386924407899,170.16648779370746,28.182202832459193,4616.876218596897,904.9592145769277,162.92964537365953,32.232135401841866,3053.8543290390166,609.6025606873623,263.5071629871279,23.229564754110093,987.798556141982,224.85760478674652,41.28286932122794,9.837298604912608,719.2487520134058,136.304160071172,21.043311737550994,4.454081770501603,323.8776581756582,55.31266986952907,14.987069147176143,2.065102295930503,4136.358182550627,978.0813215330859,170.14088879789793,28.18559227546117,4621.875206218185,906.7421342568517,162.9831921783844,32.29089261614719,3052.9313154050596,608.9713309376025,263.6381222150704,23.268320810757825,988.4948960446161,224.31897757082132,41.02145271073049,9.784613973361235,718.0115665851378,134.92358329048773,21.206417206880605,4.25112403679371,323.8219204293194,55.40710511022267,14.41333403509839,2.1297950370253402,4135.492585078335,977.8501357140495,170.22533093141493,28.296176388886614,4615.922613394076,906.0233474920865,162.89265620346745,32.33711503380813,3052.7473757717717,609.03460813879,263.53554620575125,23.39188286442311,989.382700786887,224.75413625596235,40.907704185510845,9.793977537407944,719.4393124424834,136.55584279959143,21.446351036135344,4.30393630294841,323.9207217307997,55.12943847544357,14.66848193185975,1.9636915606172578
CIE 1931 xy chromaticity [x],0.1615210754382059,0.16273220940029143,0.16386167819521655,0.16363275134202043,0.13924268359162184,0.13720322290920006,0.13775424905163275,0.13808737073261554,0.09590613578318376,0.10014279486030989,0.11995724782563379,0.12451930920971338,0.12502374167363417,0.11214705040468993,0.10421989644863003,0.09819489844708956,0.2503936562673653,0.23628786469413024,0.20358000944402696,0.18848930085169785,0.4150264293680025,0.41480652611192154,0.4145066378821152,0.4144965441969403,0.16207363760256185,0.1630117105906328,0.16380548723169194,0.1636231617435345,0.1354320179274347,0.13710635362619888,0.13788037443224982,0.13811628377565793,0.09562497321453044,0.10039989335467799,0.12018834182374138,0.12451477391555875,0.1275681427152699,0.11215144032733591,0.10351564299616126,0.09816500295481483,0.2501110665039302,0.23626738601814595,0.2033835998191345,0.18830562469129608,0.4155019055817724,0.4150838585147379,0.4144363853513505,0.41440995246994433,0.1613740196092609,0.1628466761784697,0.16397245076267986,0.1636240832328422,0.13824267552912503,0.1369142760811529,0.1378086437558506,0.13823037845684558,0.09741411211011,0.09989979710173141,0.1197932683041609,0.12468057645544595,0.12736967163847351,0.11204229155846797,0.10435016787014481,0.09818898940828948,0.25083172665080766,0.23583463553572415,0.20325044969678044,0.18837959296406254,0.4146695786274964,0.41483733462013533,0.4144995571815387,0.41437808180535024,0.41453837314933917,0.414588233686079,0.4148298683316469,0.41589455436093303,0.18837700174789224,0.2036146681958124,0.23607269194657146,0.2500504032668333,0.09803368804977475,0.10356178065970932,0.11184802960397489,0.12438980418067024,0.12456655178571882,0.12020106316659097,0.10042865123288801,0.09581151703356748,0.1380253410961043,0.13810228433816674,0.13704834551674988,0.139418670091193,0.16373068562101115,0.16387003039994813,0.16320055915810144,0.16159160036674494,0.4144361250830606,0.4144999851137378,0.4148406359317024,0.4146439736804912,0.18838838815488484,0.20368845926837467,0.23601971266862684,0.250258324204515,0.09846149086951443,0.10327113542774595,0.11206103493414284,0.12482094875130195,0.12465431227413726,0.12011363424120222,0.09928751371783921,0.0947368063849815,0.13799474691881766,0.13761992295754974,0.13706598394448918,0.13586894450336062,0.16364801825898032,0.1638632556328314,0.16255387222783954,0.16168530854389918,0.41440939139049754,0.41448815719809323,0.41483551351153924,0.4145363371629933,0.18854105006392743,0.2038015890084914,0.23576482202352592,0.2505447714616827,0.09800917071260695,0.10319474480479994,0.11118181058477017,0.12682761772950354,0.1246607210056385,0.12028728277441482,0.09941579015054952,0.09617277145669054,0.13801864422373972,0.13816130658819115,0.13788636457510062,0.13746347212947943,0.16364762059864735,0.16383126414109725,0.16283319327164586,0.16088422270269637
CIE 1931 xy chromaticity [y],0.02860670980326993,0.027152926822120914,0.02619512495094166,0.026622407871476846,0.07208002697117623,0.06929264116125816,0.06945864702176756,0.07069649431519763,0.23810637018078906,0.21479413683729773,0.13445120280272094,0.11889645441312291,0.7220133146070004,0.6949444745861982,0.6587218891999775,0.6005414085655219,0.7156491755751104,0.7235517400995278,0.7314262262831295,0.7212259116261185,0.5534799926499196,0.5533534121201821,0.5527318421753192,0.5526518739095503,0.029581439878560892,0.02781744794314382,0.026118421020326223,0.02661012749105217,0.06864112099226984,0.06931052533035958,0.06959955011161205,0.0706138072107419,0.23747932354428955,0.21460155076345003,0.13454479301066885,0.1187662646165934,0.718453951613089,0.6940905826717128,0.6600083720094947,0.6004650988318394,0.7160633116387587,0.7233596799615458,0.7317313061858486,0.721675456291748,0.5545533500561223,0.5530690940525961,0.5528601153393577,0.5527667103932891,0.02847373512912077,0.027351134649075425,0.026479676212100164,0.026586854653771724,0.07109295353716549,0.06882478962627003,0.06952795100305574,0.07086964604882484,0.23699353354520222,0.21402990226948065,0.13419408126815374,0.1190421376554921,0.7168540074599263,0.693885884007729,0.6583204218167333,0.6003348167436362,0.712394421456795,0.7235552142025327,0.7311848676640956,0.7217176373642765,0.5522318076522732,0.5533298545923898,0.5530946199165276,0.552686524885238,0.5525031804517663,0.5533968374729534,0.5536532505494308,0.554731615184587,0.7213119000989346,0.7310580160037167,0.7232708244799235,0.7167095335224197,0.6011336761418918,0.6567582398580369,0.6937121709641612,0.720362749354045,0.11896343258229215,0.13439539147738436,0.2134931892280151,0.23664244105028928,0.07057213735164594,0.07010276589821994,0.06873181214716063,0.07146815778497013,0.026655682829108324,0.02641612606253181,0.027819388980685065,0.028745053932753558,0.5527529760915155,0.5529911338532584,0.5534943710877318,0.5531561076183954,0.721450998081995,0.7307916996449121,0.7233280209336614,0.7156570289761482,0.600599722553326,0.6570947815322117,0.6934783339689806,0.7206836170686391,0.11904249032074217,0.13416363204658951,0.21249651305133027,0.23623223313824793,0.0704749916245281,0.06955476760018935,0.06921209382238615,0.06932864721218428,0.026634534425456918,0.02645110255457085,0.026844711432426924,0.029556476692291733,0.5526112848842699,0.5529233279940168,0.5533402416339853,0.55304664822688,0.7213501127119212,0.7308293186411451,0.7228358162320562,0.7155817526724721,0.6007617783960277,0.656997204718615,0.6937744518053381,0.7211787857503493,0.1190953974497152,0.13421774036159226,0.2125763001754855,0.23637206717248044,0.0705555704916173,0.07031042496286627,0.069793827313379,0.0697397093644305,0.02666131853879149,0.02631849117467208,0.02725296040121053,0.027382625882456553
CIE 1964 x₁₀y₁₀ chromaticity [x₁₀],0.15618780939671584,0.15745884948488623,0.15863689774476325,0.15839361537445343,0.1320310347225352,0.12993665724121245,0.13057330255807847,0.13095339973589334,0.08538514758189635,0.08929546127850084,0.11061953754961147,0.11579608964718466,0.15990371410273452,0.1424535630095812,0.12953104308270325,0.1168295427288666,0.29379716427566466,0.2797266141718598,0.24546558719774628,0.2278214009438577,0.4379413092781464,0.43772766743612906,0.4372927307226603,0.43726466750518594,0.15667499533058124,0.15773563310908353,0.1585730638895302,0.15837756654681515,0.1281621987880282,0.12985470654627893,0.1306887440767672,0.13097251667094553,0.08513289181149525,0.08956440294914102,0.11086664561977741,0.11577676303426923,0.16214338600916442,0.14241562078513212,0.12889877446667064,0.11678613662162812,0.29354831229884043,0.2796745358779745,0.24529364815075397,0.2276962856074623,0.4385565809733595,0.43794465792023735,0.4372338307586311,0.4371860329120025,0.15601035336601346,0.15754258365936608,0.15873731324064755,0.15837515051220288,0.13102736774633938,0.1296195194803871,0.13061520348798966,0.13109131478401867,0.08696200793828274,0.08905141748022793,0.11045872315933865,0.11596026712080765,0.16176084732804435,0.14229553725846533,0.1296029189321352,0.1168208267377941,0.2938481224604635,0.27929371927329755,0.24511464534400862,0.2277653947647523,0.4374712731077049,0.43774308120521976,0.4373177832997088,0.43714687909972705,0.43728774930429665,0.4374502545655297,0.43776859504809024,0.43898571139464637,0.2277247419411476,0.24545680897066782,0.2794700438205009,0.2935691529429706,0.11671416369499733,0.12858227850173348,0.14199236247096908,0.15921605934771998,0.11583822223370739,0.11089476145545969,0.08957741347294941,0.08531575842680005,0.13087893638799394,0.13092783945758354,0.12973985615179248,0.13216975709437684,0.15847698419810138,0.15863460315918565,0.1578889341493588,0.1562064741159369,0.4372143884206041,0.4373193160849384,0.4377921378901565,0.43760558791179466,0.22775076886074086,0.24549360978316895,0.27943245866417477,0.2936535822777163,0.11710429184774473,0.12830864679418896,0.14215716119372745,0.15960415904781192,0.11592260594492378,0.11078722288318761,0.08842521603852398,0.08420353876386141,0.13084731480722567,0.13043237864874563,0.12978759587807087,0.12860180957260442,0.1584026923222862,0.15862915712916972,0.1572553525162493,0.1563450751180521,0.43716219546950136,0.4372844128281672,0.4377379801931836,0.4373582360892157,0.22787957005548765,0.24562988750491566,0.2791294298722943,0.293889848626661,0.11667397080450442,0.12823388530278293,0.14139326796736876,0.16161112359716145,0.11593689805794077,0.11098338087679249,0.0885156728028855,0.08565058414215783,0.13087329029379657,0.13098697568645784,0.13060572619251978,0.1302099527364912,0.15840541851863443,0.1585935782573115,0.15753030916191077,0.15554540439129952
CIE 1964 x₁₀y₁₀ chromaticity [y₁₀],0.04807528536522352,0.04576795825533909,0.044184457417419706,0.04480472199309214,0.11533515358192724,0.11271523280418136,0.11222529112882347,0.1131906588230853,0.3277817277896657,0.30078808599885926,0.19828208669923747,0.17712060522205422,0.7307535851120585,0.7172484078928582,0.6936497659559413,0.6503079521771062,0.6831711593027712,0.6927137097715786,0.708739500705791,0.7064833455301998,0.5381766856949597,0.5380675975197804,0.5372799796394065,0.5370549982339333,0.04912731210047146,0.04642944853363672,0.044131842083382396,0.044806387289252445,0.1125508148746623,0.1127819032087258,0.11238487029754486,0.1131195381647214,0.32707965343552764,0.300448968989321,0.19827605045010369,0.17701717826379032,0.7271619841056934,0.716390404144474,0.6951400599917534,0.6502375148651184,0.6835403177725011,0.692594111114336,0.7090499667755309,0.7068806632790946,0.539364371724635,0.5376756513413785,0.5374062583791254,0.5371708642599125,0.04805356731905126,0.046032477330710836,0.04447253976358041,0.044791160074624456,0.11449989109337759,0.11235671547657393,0.11233158082276935,0.11336243371731224,0.325726828202348,0.299948670085309,0.19802048379056036,0.17723145476372157,0.7257294576964253,0.7162763828033039,0.6933414398743675,0.650043104655053,0.6800461451254218,0.692729455704945,0.7085758510210078,0.7069343570487951,0.5370255113618204,0.5380220622851672,0.5375920428299564,0.5370983497231038,0.5369046507027397,0.5379350324677901,0.538335832461545,0.539511565914746,0.7065505701415937,0.7084917971691708,0.6925554159264597,0.6840322061739988,0.6508882373505721,0.6925733527850898,0.7164575075879621,0.7292783459656532,0.17720427201448136,0.19804560781461972,0.29920696388499873,0.32594977699257244,0.11310108522851944,0.11284894099420592,0.11222981023049924,0.11469177793113476,0.0448438616079178,0.04444533940574716,0.04644522626894415,0.0482865606876639,0.5371625832909454,0.5375210552157466,0.5382267307782032,0.5378854483669815,0.7066872475703071,0.7082509771401616,0.6925712494749889,0.6831685974468465,0.6502396268613078,0.6929829267888494,0.716257826444138,0.7295915141833764,0.17728062754441062,0.19785348172263634,0.29839475916535746,0.32583603223089447,0.11299986914657606,0.11238857258737354,0.1127046392841836,0.11321271996551718,0.04482925718150612,0.04449114889930749,0.045562792331962185,0.0490477989650854,0.5370284341151251,0.5374864607705454,0.5380104631908005,0.5376895124699912,0.7066102753357952,0.7082340276696832,0.6920699313824865,0.6831770089334046,0.6504912646338652,0.6929123907386998,0.7165135355362877,0.7297761289552702,0.17731484591191277,0.19780429370851993,0.298583282623536,0.3257051071967458,0.11307836310786618,0.11306110771797799,0.11316045944306383,0.11327780693993775,0.044851107987942805,0.044362849027593604,0.04593077878384903,0.047001144987629966
S-cone-opic irradiance (mW ⋅ m⁻²),46.03177513779795,344.4831621490275,1347.716852724082,7827.33199580362,34.79695085875133,173.5102519040058,1104.932145474071,5786.921840673427,17.51036749786375,85.21843645799694,852.4266351948012,4353.3390944275025,2.1812792040151585,34.89942631817766,105.51766024922313,818.2942084913616,0.4983713721850009,3.0751914869761228,31.364732747810578,249.70577717092425,0.7407769982850023,4.528274834768275,24.379359569647384,118.4815412394804,46.03249407256434,345.7390161187275,1346.4454983643745,7825.133025963494,34.62921248891317,173.0055768381858,1103.6582080025878,5783.350166988548,17.572182658654917,85.2796196010085,851.8874604061965,4350.21881896843,2.244451548078908,35.11499851277076,104.1798247328682,818.4656920473186,0.49319434210378643,3.1020131918200486,31.1101375951521,247.97510571915484,0.669576031069928,4.5719908386645,24.32288572504028,118.21241157288179,46.08919220063243,345.5286297153204,1346.7854826819328,7821.394140255153,34.7478701567155,172.98936792762117,1102.704518206377,5783.027481604246,17.738550686923208,85.52761058894198,851.3498420006588,4352.174740877947,2.2953100197328213,35.20806973544664,105.54071368293933,819.1109120665537,0.608927340988182,3.1354949694943257,31.737780892788518,247.4485276996571,0.805662864188061,4.535908483542586,23.972263378156256,118.81390394563402,119.03729279210215,26.545301075144486,4.460787862748209,0.6462667857185387,249.21515732023155,31.22893418896904,3.133515363387137,0.47744781698101113,816.2112866521741,111.41885487111536,34.894317383515954,2.2457916963430784,4349.5594656462945,851.9047638670442,85.64039696671064,17.710570187633877,5780.18652295869,1100.1015323846646,173.02914312990006,34.97908135417806,7820.189644287964,1349.3758023970604,345.94140415332714,45.98555049563162,118.3636969349011,27.347253682148036,4.481063555355199,0.7623979531204704,248.62341626603717,31.49570256039249,3.138764829882388,0.5046221318207732,817.8931925109389,111.12548851469614,34.936863926952434,2.231723203109905,4348.650445451006,851.681163797223,85.77873753333249,17.67992729895022,5779.387056642784,1098.93145883051,173.04011497666093,34.623184499523326,7826.104435782009,1349.7144529788625,345.4855322806842,46.06468395323946,119.39309096362386,27.42673682606472,4.548201730120302,0.7824463359823645,248.0659674217091,31.370120252639627,3.275389966382068,0.49758389306451567,818.2514271766648,111.25171289973231,35.053388827942335,2.18932378160447,4350.486929670308,852.8674491715415,85.45691556300429,17.64402831431345,5783.49465464293,1098.4967461273645,173.249400529225,34.77548054953227,7820.482554045148,1350.0955614737761,346.02422262127754,46.025672068006095
M-cone-opic irradiance (mW ⋅ m⁻²),7.948848595329471,56.365646370852744,211.6825497225112,1247.4763636048126,15.468677835632723,75.73723393125489,478.7547452400768,2523.140577488773,27.814475975564772,119.75138402317403,699.0028522068972,3118.6953225376633,43.006256344623,513.4889989947335,1165.8367703537922,6317.4386310634745,49.523809644069686,255.59753136257734,1502.9431787340839,7805.751204027202,36.76620827112619,221.1112950229754,1119.9862298252579,5371.829526849353,8.07718117316378,57.17897623154223,211.36855939758829,1247.3489560417229,15.162306103124104,75.57913439528907,478.7514869566095,2519.9395222211438,27.821478425668513,119.6469249851336,698.3892114738917,3114.56740131001,43.23823498420813,511.9814395360324,1161.1311943679918,6314.713344689731,49.461734118166625,255.61969559507259,1498.335732903126,7798.960856452284,36.7583549277661,220.9577602519027,1121.6427746032093,5372.546245607677,7.966830869943376,56.79708721165302,212.5875932850622,1246.4237605271974,15.37064520491095,75.33522297480316,478.20538759201884,2524.426450460428,27.92465885552396,119.70526040990592,697.1283342031222,3119.4980101897445,43.25723056391798,512.407939289014,1163.8435162892806,6312.837810136298,49.618093309447566,255.20714015162366,1498.281145509292,7801.587454161293,36.868621625927105,221.1566953960411,1120.1413022353793,5370.840312132329,5361.906632299613,1270.5828885952164,221.473535162324,36.643925018838864,7786.4029345450235,1484.114181034223,255.1266890542636,49.60410095116201,6322.1055848601345,1214.8039488791453,507.8053467401858,43.168582270296604,3117.5317354407543,697.3935068390741,119.45928841915082,27.891728135113446,2518.710187029216,478.8538472896327,75.24778265002028,15.45968973642039,1246.535173480689,213.06166679458474,57.16538351595562,7.9710955260600125,5383.302935409343,1273.1472716901812,221.4264791244559,36.67969869695174,7794.6257865925,1487.005398094009,255.19234189155765,49.6951489598224,6318.1349047545855,1213.8816359037453,508.0306378690206,43.22529212126788,3118.156247955021,696.5065948459787,119.17514992993283,27.821593077699333,2516.305625953213,476.9784150775023,75.55295592887215,15.231540537065934,1247.8335475924134,213.3234875327818,56.4032087840841,8.087823449761517,5382.274235366923,1272.9688128588841,221.5237273396073,36.8383577740281,7784.059219697221,1485.514819526215,255.12500934628522,49.76617696726181,6320.414145702131,1214.1257416191165,508.0981046105626,43.370277037365234,3120.070815094888,697.1443348533462,118.84491941803729,27.764864995461817,2519.6681021908234,478.96633529526935,75.80081935643662,15.250813845122677,1247.4411309199324,212.89690756875433,56.77138463138725,7.829527519406136
L-cone-opic irradiance (mW ⋅ m⁻²),5.2259919563996,37.46356684332932,142.50596477305683,838.3504767945454,9.703045554465051,46.673356680275816,295.94757427145964,1566.6917004432303,18.251011130385752,78.03516522740793,446.35173363403044,1983.5470863117455,33.68907423975742,394.88017631505073,883.2764835292082,4703.722853129473,45.11750177318741,228.66347061863456,1290.7940248164628,6576.904596599072,43.57564335223127,261.99477306570355,1326.9759390475328,6365.5340325748,5.364796277016456,38.23738358556499,142.13123412867313,838.0617595476491,9.239985009644037,46.559108716288655,296.25266300661104,1564.666932424319,18.238301443782966,77.99942464950743,446.34643864856497,1980.5298488013357,33.94802813763458,393.6896854392417,879.1933142621388,4701.421530361846,45.0444670479954,228.6741787295803,1286.548707369621,6570.049005257655,43.56827531385092,261.9887455921424,1328.6779094789129,6364.972314785766,5.224878841191233,37.82781970618279,143.45854288984899,837.3649594398659,9.568683903219398,46.30222702870919,295.74732079722355,1569.348301589445,18.365260537977242,77.92012480083729,444.78033806739404,1985.6012125074394,33.9489003568106,393.9677927481879,881.8145537032872,4700.133369320626,45.235766001490724,228.20042697407845,1286.3189461907555,6572.727434706822,43.703856805284616,262.0652282410133,1326.8843182843602,6362.915544156172,6354.782269879438,1505.002394551236,262.3848352967469,43.45766360767402,6559.865612955956,1274.6486043917582,228.18212932387146,45.17025915265475,4706.834220764861,919.3680994884211,390.3077525680154,33.79157920844257,1983.3312788955977,445.6478316028418,77.82069412933394,18.280240578348295,1562.9644145060372,297.02623472528524,46.27035153665107,9.69414178803326,838.8544980343854,143.5435183118362,38.31580180343819,5.245694407418914,6378.055035409569,1508.221415395018,262.3619535167414,43.459918720608165,6566.902659693608,1277.2197502566578,228.2299656165295,45.26583119353384,4705.6775712851595,918.4238351446386,390.54462515486557,33.8497449718615,1984.5713932111798,444.8235181525805,77.38313398025633,18.189151178347466,1560.8505125247755,294.6981032026009,46.51789621036248,9.32020970698031,838.7691481524943,143.72901047712998,37.35059848437597,5.346313689170704,6376.969353064989,1507.9588878850811,262.50058910398815,43.636528832566654,6558.955740250782,1276.1314552047215,228.1109227091313,45.3425629040681,4705.181588616306,918.5287596434664,390.2884107740872,34.0339949020937,1985.9766112295147,445.5155484019873,77.19558669799349,18.208293643273098,1563.425332233532,297.33192483183893,46.946421747502946,9.424255211203208,838.5934902888391,143.3059789732686,37.7915960638092,5.082332399078792
Rhodopic irradiance (mW ⋅ m⁻²),22.767295706410447,162.5889314905503,613.1383825101169,3599.807523112753,36.167298476167424,179.08090693274292,1129.6708663185843,5917.930807756866,51.603805491534025,226.92505262999944,1438.2093369519555,6554.654280919202,47.19017925383671,598.7972723249064,1431.5587891862453,8241.684944917248,36.00925449527704,194.65047178049556,1288.723602947054,7154.522849020408,22.787807271991333,137.11398494707254,695.0344402200396,3329.2732203332216,22.965996872447153,163.92667878605516,612.9681006612172,3600.743290058243,35.94040164296737,178.66627980052328,1129.1735155523008,5912.896045623676,51.642528072730215,226.69867905352794,1436.283934562924,6548.839178907753,47.37904095428651,597.098930540933,1426.2427321438536,8239.220591739728,35.97016560440348,194.78645245066718,1285.115996529194,7146.468831327082,22.772535336887117,136.86886267180088,696.1837494377972,3330.8817099675357,22.857676604496564,163.6966796458664,614.2633766214402,3599.3726813879716,36.07355964187339,178.52345299640436,1128.2303853201504,5917.408169913662,51.78560515203359,227.05867358986183,1435.1220756103833,6553.532248975638,47.473168775299015,597.7949656687874,1429.5388377035447,8235.983364871841,36.12664583701185,194.48600603829283,1285.796677610758,7148.926314074575,22.89031327673001,137.14886142765002,694.8464288930668,3330.1315829886644,3322.8454478957324,788.1924364994087,137.3430363787132,22.66108530784532,7136.799024331768,1272.9213845661238,194.56429211442028,36.03659109106564,8246.377069044096,1496.0997756346012,593.1798565623524,47.417250688446394,6551.290431394034,1434.4081623205764,226.64125226933368,51.80449008499234,5911.195872103565,1127.0311357618564,178.401874533577,36.25337228565374,3597.7882189644897,616.0807833947223,164.05030393770704,22.828191358643434,3337.0861600469266,789.852262807386,137.28637840725995,22.733715581258252,7143.478598566197,1275.6640831735656,194.55819236370996,36.13925933080021,8239.6009476545,1495.3931695732304,593.5039809701028,47.46546125235656,6551.563323831815,1433.5669994699763,226.49919008174183,51.73203689272014,5907.813365758352,1125.0752513211494,178.72953155873512,36.01620632795573,3601.2800675999824,616.6272061895619,163.34182276530274,22.95928002668123,3337.6442392558324,790.2086350986101,137.37391676134288,22.874610653880634,7134.013373576259,1273.6109559538263,194.6301033963071,36.19950781608274,8245.121522653597,1495.8285216016393,593.6716294102134,47.5069383219415,6554.351607392144,1434.220727847287,225.92613933069413,51.58041786270219,5913.759267874253,1126.3384969095964,178.9258696637218,35.9963447027696,3598.9812608802868,616.2958893400751,163.75702577078724,22.68359721042928
Melanopic irradiance (mW ⋅ m⁻²),27.701625304984315,197.69010283659352,745.4605328199331,4375.817083961396,44.011894442770306,218.1178082381202,1372.1747663425836,7166.586288794972,56.85341716543114,253.08995687018376,1667.3425886523987,7656.674076514722,37.937278813589586,500.0321689831473,1236.695787564125,7416.917831337462,22.528661791842193,125.28135802754916,897.7694952524787,5231.2335321202945,14.606741274663996,87.89568278714768,445.8508612571121,2133.0749006953433,27.911701641617732,199.18363769945273,745.3791240049441,4377.060000013965,43.800662401545104,217.66310240709447,1371.6169772799094,7161.507932922884,56.91331545596635,252.84480507633262,1664.999588976208,7650.792109087159,38.09476018304014,498.7488171460284,1232.2092970795782,7414.895458411096,22.499904318738576,125.44037218163328,895.3664477584648,5224.166849818853,14.582867753648106,87.68278384224523,446.59955612550687,2134.372147471952,27.81114825831745,199.03549237483068,746.5761046989988,4375.736225523114,43.91967327269916,217.5487851228796,1370.5176117164622,7165.27555868218,57.05932186403205,253.29638187017278,1663.941840212669,7654.706928027044,38.199744644920656,499.4538841887342,1235.3079482170124,7412.011522122445,22.639913299571134,125.22516941474468,896.3451003879641,5225.991607054217,14.703037109950168,87.9179190833362,445.41068353354996,2134.164224903644,2128.95563035632,505.2052505952499,88.00467642306339,14.486845309671164,5217.992391909507,887.3922063769317,125.38080127363885,22.508302456870034,7419.863181965729,1295.2577471300467,495.96291690906946,38.150687744933975,7652.848083523161,1662.696473045152,252.91290116993724,57.08957727278749,7159.489947264475,1368.3505621206364,217.42033708063954,44.13993616659724,4373.8194667703065,748.9272316491644,199.3536159416562,27.75983288860994,2138.2758537774075,506.41886468947763,87.99784668977605,14.568465148711716,5222.666594958274,889.3916983886131,125.32828421055017,22.604405251641086,7413.734951682769,1294.753129493978,496.2784281699883,38.18108859562058,7652.828209320429,1662.0471230615997,252.85827994041566,57.02292297265146,7155.784844086249,1366.5153222265487,217.70799757392857,43.87357509256911,4377.875239641625,749.5384793770817,198.72853169053718,27.88643911256368,2139.306959634181,506.93448858926024,88.04473583112333,14.684794940395602,5216.165374156716,887.6198983301302,125.46031968543417,22.65479375911804,7419.120207755507,1295.1882658129307,496.42616237682404,38.174024877461356,7655.626834874247,1662.7157685502718,252.23560816577466,56.86724545570281,7162.413963739365,1367.2327372095149,217.90780413393483,43.87326086547134,4374.82304394984,749.2677173842319,199.1474352583941,27.65338661111636
