channel,condition,melanopic_edi,photopic_lux,participant_id,emg_response,melanopic_edi_log10
1,0,0,0,305,186.45403332476482,-Inf
1,0,0,0,306,98.9463230867161,-Inf
1,0,0,0,307,98.04732690364204,-Inf
1,0,0,0,308,109.28140258957814,-Inf
1,0,0,0,309,69.58466921438816,-Inf
1,0,0,0,310,116.65498562225,-Inf
1,0,0,0,311,76.2939984517202,-Inf
1,0,0,0,312,120.68172536952102,-Inf
1,0,0,0,314,57.67279627113167,-Inf
1,0,0,0,315,218.7326165534633,-Inf
1,0,0,0,317,104.64704120041243,-Inf
1,0,0,0,319,61.94136438949978,-Inf
1,0,0,0,321,99.82924836985397,-Inf
1,0,0,0,324,77.92732955315348,-Inf
1,0,0,0,327,110.10740231733914,-Inf
1,0,0,0,328,66.55553909934245,-Inf
1,0,0,0,329,72.0677228703204,-Inf
1,0,0,0,330,82.81881983576929,-Inf
1,0,0,0,332,155.01651799742348,-Inf
1,1,392,486,305,243.04027026030582,2.593286067020457
1,1,392,486,306,137.27084287889963,2.593286067020457
1,1,392,486,307,99.70712471902408,2.593286067020457
1,1,392,486,308,333.65736798301,2.593286067020457
1,1,392,486,309,104.6135371847959,2.593286067020457
1,1,392,486,310,119.00458099064677,2.593286067020457
1,1,392,486,311,101.75503966724375,2.593286067020457
1,1,392,486,312,244.9075239611041,2.593286067020457
1,1,392,486,314,70.49196690806976,2.593286067020457
1,1,392,486,315,225.01210772404266,2.593286067020457
1,1,392,486,317,143.04987094383728,2.593286067020457
1,1,392,486,319,71.75591726164852,2.593286067020457
1,1,392,486,321,211.04345437863992,2.593286067020457
1,1,392,486,324,80.49597245977334,2.593286067020457
1,1,392,486,327,154.37642608228145,2.593286067020457
1,1,392,486,328,57.63912400033527,2.593286067020457
1,1,392,486,329,83.19465761934694,2.593286067020457
1,1,392,486,330,200.09959428861885,2.593286067020457
1,1,392,486,332,792.2013819755688,2.593286067020457
1,2,912,1074,305,288.0237787485212,2.959994838328416
1,2,912,1074,306,148.8402958572349,2.959994838328416
1,2,912,1074,307,113.25059777441683,2.959994838328416
1,2,912,1074,308,531.2093988176894,2.959994838328416
1,2,912,1074,309,115.6584623908679,2.959994838328416
1,2,912,1074,310,131.84839547118594,2.959994838328416
1,2,912,1074,311,109.93692067851349,2.959994838328416
1,2,912,1074,312,261.6713900547682,2.959994838328416
1,2,912,1074,314,64.45391571206413,2.959994838328416
1,2,912,1074,315,223.14818094792025,2.959994838328416
1,2,912,1074,317,159.70926886153683,2.959994838328416
1,2,912,1074,319,74.32819585650721,2.959994838328416
1,2,912,1074,321,208.6185939532846,2.959994838328416
1,2,912,1074,324,75.30652710577354,2.959994838328416
1,2,912,1074,327,187.52917140146255,2.959994838328416
1,2,912,1074,328,69.94048328169735,2.959994838328416
1,2,912,1074,329,83.25228554594459,2.959994838328416
1,2,912,1074,330,222.691880950286,2.959994838328416
1,2,912,1074,332,1141.7888994838413,2.959994838328416
1,3,1967,2420,305,409.408911305788,3.2938043599193367
1,3,1967,2420,306,212.1771001329507,3.2938043599193367
1,3,1967,2420,307,120.39694465889274,3.2938043599193367
1,3,1967,2420,308,696.8681289607493,3.2938043599193367
1,3,1967,2420,309,155.59554133334802,3.2938043599193367
1,3,1967,2420,310,160.19221081238044,3.2938043599193367
1,3,1967,2420,311,111.24298732657812,3.2938043599193367
1,3,1967,2420,312,363.64636573874037,3.2938043599193367
1,3,1967,2420,314,64.87912892350802,3.2938043599193367
1,3,1967,2420,315,256.40660316858003,3.2938043599193367
1,3,1967,2420,317,170.28583691918317,3.2938043599193367
1,3,1967,2420,319,88.1732264688199,3.2938043599193367
1,3,1967,2420,321,275.74856758961033,3.2938043599193367
1,3,1967,2420,324,101.07035529213444,3.2938043599193367
1,3,1967,2420,327,342.88594700015665,3.2938043599193367
1,3,1967,2420,328,127.36279056615695,3.2938043599193367
1,3,1967,2420,329,85.5628312035544,3.2938043599193367
1,3,1967,2420,330,248.59803635187845,3.2938043599193367
1,3,1967,2420,332,887.3610747000272,3.2938043599193367
1,4,3906,4532,305,652.2676644248962,3.5917322389518356
1,4,3906,4532,306,197.19810692271818,3.5917322389518356
1,4,3906,4532,307,173.64521607825193,3.5917322389518356
1,4,3906,4532,308,866.0220581863387,3.5917322389518356
1,4,3906,4532,309,225.07417647504434,3.5917322389518356
1,4,3906,4532,310,188.409098928202,3.5917322389518356
1,4,3906,4532,311,114.44709588760006,3.5917322389518356
1,4,3906,4532,312,428.88077331124316,3.5917322389518356
1,4,3906,4532,314,76.11887931616715,3.5917322389518356
1,4,3906,4532,315,244.5671125666539,3.5917322389518356
1,4,3906,4532,317,189.89774212994053,3.5917322389518356
1,4,3906,4532,319,112.98938394795748,3.5917322389518356
1,4,3906,4532,321,337.3601444259066,3.5917322389518356
1,4,3906,4532,324,126.55093907226352,3.5917322389518356
1,4,3906,4532,327,383.40997356368086,3.5917322389518356
1,4,3906,4532,328,153.003312223597,3.5917322389518356
1,4,3906,4532,329,98.67738297087902,3.5917322389518356
1,4,3906,4532,330,285.06617803958414,3.5917322389518356
1,4,3906,4532,332,1049.7135212840114,3.5917322389518356
1,5,8408,9822,305,1147.1920422838,3.924692703020186
1,5,8408,9822,306,257.3497034401638,3.924692703020186
1,5,8408,9822,307,251.53841793729345,3.924692703020186
1,5,8408,9822,308,1321.9400704333127,3.924692703020186
1,5,8408,9822,309,304.4907962168677,3.924692703020186
1,5,8408,9822,310,304.9357878597582,3.924692703020186
1,5,8408,9822,311,131.3402871628456,3.924692703020186
1,5,8408,9822,312,452.76003510915876,3.924692703020186
1,5,8408,9822,314,90.04989859895765,3.924692703020186
1,5,8408,9822,315,261.56481299873576,3.924692703020186
1,5,8408,9822,317,228.11021847143462,3.924692703020186
1,5,8408,9822,319,134.43816466424713,3.924692703020186
1,5,8408,9822,321,495.17843597119577,3.924692703020186
1,5,8408,9822,324,243.68655951103602,3.924692703020186
1,5,8408,9822,327,349.714962886733,3.924692703020186
1,5,8408,9822,328,219.60635329698198,3.924692703020186
1,5,8408,9822,329,100.19017314080794,3.924692703020186
1,5,8408,9822,330,275.66268083808916,3.924692703020186
1,5,8408,9822,332,1644.113449808461,3.924692703020186
2,0,0,0,305,129.68000091437705,-Inf
2,0,0,0,306,110.36373171515282,-Inf
2,0,0,0,307,105.74324225775257,-Inf
2,0,0,0,308,120.61462794589275,-Inf
2,0,0,0,309,113.04875941692961,-Inf
2,0,0,0,310,113.70806754537475,-Inf
2,0,0,0,311,125.56824414131258,-Inf
2,0,0,0,312,115.824348281673,-Inf
2,0,0,0,314,106.24738446581785,-Inf
2,0,0,0,315,116.34815826600902,-Inf
2,0,0,0,317,101.40709195452698,-Inf
2,0,0,0,319,112.69686889922453,-Inf
2,0,0,0,324,103.2609669363863,-Inf
2,0,0,0,327,109.87301077255327,-Inf
2,0,0,0,328,148.8359761397989,-Inf
2,0,0,0,329,84.02408875917067,-Inf
2,0,0,0,330,147.41990027555937,-Inf
2,0,0,0,332,187.81526987675926,-Inf
2,1,392,486,305,111.99099423665564,2.593286067020457
2,1,392,486,306,112.62996581623311,2.593286067020457
2,1,392,486,307,136.73169095953423,2.593286067020457
2,1,392,486,308,318.96242361829445,2.593286067020457
2,1,392,486,309,131.52778443146445,2.593286067020457
2,1,392,486,310,114.06247410716446,2.593286067020457
2,1,392,486,311,170.4743752752715,2.593286067020457
2,1,392,486,312,223.33531484418342,2.593286067020457
2,1,392,486,314,125.21395733966136,2.593286067020457
2,1,392,486,315,121.54549765561362,2.593286067020457
2,1,392,486,317,186.2028778113309,2.593286067020457
2,1,392,486,319,149.97302858024074,2.593286067020457
2,1,392,486,324,101.85858980278842,2.593286067020457
2,1,392,486,327,123.83297731100569,2.593286067020457
2,1,392,486,328,91.7043320896104,2.593286067020457
2,1,392,486,329,133.02286337201022,2.593286067020457
2,1,392,486,330,172.42699226162097,2.593286067020457
2,1,392,486,332,231.980982819484,2.593286067020457
2,2,912,1074,305,133.13899559950414,2.959994838328416
2,2,912,1074,306,128.04024194804572,2.959994838328416
2,2,912,1074,307,114.38381625336011,2.959994838328416
2,2,912,1074,308,514.1760042697778,2.959994838328416
2,2,912,1074,309,121.91967326900236,2.959994838328416
2,2,912,1074,310,118.54049392953777,2.959994838328416
2,2,912,1074,311,269.2505162233072,2.959994838328416
2,2,912,1074,312,231.5350168254386,2.959994838328416
2,2,912,1074,314,118.13743301513695,2.959994838328416
2,2,912,1074,315,207.19462413043348,2.959994838328416
2,2,912,1074,317,253.72072569024678,2.959994838328416
2,2,912,1074,319,144.06306047071968,2.959994838328416
2,2,912,1074,324,100.08853897027141,2.959994838328416
2,2,912,1074,327,149.8865458563062,2.959994838328416
2,2,912,1074,328,133.06257772597982,2.959994838328416
2,2,912,1074,329,145.41125784770242,2.959994838328416
