channel,condition,melanopic_edi,photopic_lux,participant_id,emg_response,melanopic_edi_log10
2,2,912,1074,330,247.999954139268,2.959994838328416
2,2,912,1074,332,297.21657462341153,2.959994838328416
2,3,1967,2420,305,157.3874431933907,3.2938043599193367
2,3,1967,2420,306,164.54412474148882,3.2938043599193367
2,3,1967,2420,307,216.73450038179286,3.2938043599193367
2,3,1967,2420,308,761.3982027190757,3.2938043599193367
2,3,1967,2420,309,149.8888016618589,3.2938043599193367
2,3,1967,2420,310,158.67251501453413,3.2938043599193367
2,3,1967,2420,311,425.3111227569483,3.2938043599193367
2,3,1967,2420,312,297.7566164425874,3.2938043599193367
2,3,1967,2420,314,200.6380974768944,3.2938043599193367
2,3,1967,2420,315,285.98877173963945,3.2938043599193367
2,3,1967,2420,317,354.41096376099125,3.2938043599193367
2,3,1967,2420,319,167.9206456557494,3.2938043599193367
2,3,1967,2420,324,114.54229337334763,3.2938043599193367
2,3,1967,2420,327,268.9979926640864,3.2938043599193367
2,3,1967,2420,328,446.5745701552043,3.2938043599193367
2,3,1967,2420,329,156.27065105729275,3.2938043599193367
2,3,1967,2420,330,329.6658182907813,3.2938043599193367
2,3,1967,2420,332,251.7745435329545,3.2938043599193367
2,4,3906,4532,305,204.12715767924095,3.5917322389518356
2,4,3906,4532,306,180.32838933392097,3.5917322389518356
2,4,3906,4532,307,346.4697723711559,3.5917322389518356
2,4,3906,4532,308,1133.0058535381218,3.5917322389518356
2,4,3906,4532,309,307.5907790984882,3.5917322389518356
2,4,3906,4532,310,239.43801836356442,3.5917322389518356
2,4,3906,4532,311,544.8055197125669,3.5917322389518356
2,4,3906,4532,312,436.5643644265453,3.5917322389518356
2,4,3906,4532,314,222.31509720597282,3.5917322389518356
2,4,3906,4532,315,286.87646998252376,3.5917322389518356
2,4,3906,4532,317,512.6295397976376,3.5917322389518356
2,4,3906,4532,319,195.87674344122746,3.5917322389518356
2,4,3906,4532,324,122.32148584097078,3.5917322389518356
2,4,3906,4532,327,395.18530190427026,3.5917322389518356
2,4,3906,4532,328,484.4068005400023,3.5917322389518356
2,4,3906,4532,329,175.33472642931406,3.5917322389518356
2,4,3906,4532,330,355.066400734346,3.5917322389518356
2,4,3906,4532,332,271.55768024142793,3.5917322389518356
2,5,8408,9822,305,386.03656477175485,3.924692703020186
2,5,8408,9822,306,233.98230559007368,3.924692703020186
2,5,8408,9822,307,714.1658413730188,3.924692703020186
2,5,8408,9822,308,1405.370841414688,3.924692703020186
2,5,8408,9822,309,369.27115012365687,3.924692703020186
2,5,8408,9822,310,300.2534932748265,3.924692703020186
2,5,8408,9822,311,687.0542844941392,3.924692703020186
2,5,8408,9822,312,419.761663788706,3.924692703020186
2,5,8408,9822,314,377.9107089366039,3.924692703020186
2,5,8408,9822,315,340.06546334645793,3.924692703020186
2,5,8408,9822,317,619.6575738833807,3.924692703020186
2,5,8408,9822,319,214.94318639236909,3.924692703020186
2,5,8408,9822,324,241.43238102559133,3.924692703020186
2,5,8408,9822,327,406.15117524297585,3.924692703020186
2,5,8408,9822,328,767.740112185317,3.924692703020186
2,5,8408,9822,329,202.6672870620055,3.924692703020186
2,5,8408,9822,330,625.231658684592,3.924692703020186
2,5,8408,9822,332,505.9125688828008,3.924692703020186
3,0,0,0,305,147.2445375128554,-Inf
3,0,0,0,306,113.93580809173937,-Inf
3,0,0,0,307,105.06460300718618,-Inf
3,0,0,0,308,107.15539774796004,-Inf
3,0,0,0,309,134.65681306271426,-Inf
3,0,0,0,310,105.23070501733744,-Inf
3,0,0,0,311,119.20263723724194,-Inf
3,0,0,0,314,101.19188804278481,-Inf
3,0,0,0,315,202.8941230995765,-Inf
3,0,0,0,317,128.42616093706886,-Inf
3,0,0,0,321,142.32568668606842,-Inf
3,0,0,0,324,112.90592193488887,-Inf
3,0,0,0,327,122.25833863441399,-Inf
3,0,0,0,328,152.2061152286941,-Inf
3,0,0,0,329,100.39446340611829,-Inf
3,0,0,0,330,102.51853861715463,-Inf
3,0,0,0,332,144.92240326799336,-Inf
3,1,392,486,305,104.97012085955548,2.593286067020457
3,1,392,486,306,108.6306670189509,2.593286067020457
3,1,392,486,307,113.81245863911644,2.593286067020457
3,1,392,486,308,178.89514467370137,2.593286067020457
3,1,392,486,309,152.6575277201382,2.593286067020457
3,1,392,486,310,104.25075382232552,2.593286067020457
3,1,392,486,311,154.3640138644976,2.593286067020457
3,1,392,486,314,113.63679559465079,2.593286067020457
3,1,392,486,315,128.6503818956642,2.593286067020457
3,1,392,486,317,213.48830701838966,2.593286067020457
3,1,392,486,321,133.02930506884357,2.593286067020457
3,1,392,486,324,98.96494223817638,2.593286067020457
3,1,392,486,327,106.83808479802605,2.593286067020457
3,1,392,486,328,104.31473717310703,2.593286067020457
3,1,392,486,329,101.23098777957462,2.593286067020457
3,1,392,486,330,111.45279438770038,2.593286067020457
3,1,392,486,332,270.984937957668,2.593286067020457
3,2,912,1074,305,143.71793767558648,2.959994838328416
3,2,912,1074,306,118.11867257948285,2.959994838328416
3,2,912,1074,307,126.10963876839745,2.959994838328416
3,2,912,1074,308,287.5896935158788,2.959994838328416
3,2,912,1074,309,122.07205116432716,2.959994838328416
3,2,912,1074,310,92.90661067828157,2.959994838328416
3,2,912,1074,311,217.81100268173378,2.959994838328416
3,2,912,1074,314,121.81721682666235,2.959994838328416
3,2,912,1074,315,187.21167500626413,2.959994838328416
3,2,912,1074,317,282.5827972292823,2.959994838328416
3,2,912,1074,321,127.2891863432409,2.959994838328416
3,2,912,1074,324,110.3457160351826,2.959994838328416
3,2,912,1074,327,113.32553886786658,2.959994838328416
3,2,912,1074,328,123.77164731939624,2.959994838328416
3,2,912,1074,329,110.0122243966891,2.959994838328416
3,2,912,1074,330,214.10073067294152,2.959994838328416
3,2,912,1074,332,271.088728159251,2.959994838328416
3,3,1967,2420,305,243.80772999593822,3.2938043599193367
3,3,1967,2420,306,122.31183209777595,3.2938043599193367
3,3,1967,2420,307,190.05951402362024,3.2938043599193367
3,3,1967,2420,308,379.6795528156899,3.2938043599193367
3,3,1967,2420,309,151.12760108242128,3.2938043599193367
3,3,1967,2420,310,103.89383911887556,3.2938043599193367
3,3,1967,2420,311,302.95671189592736,3.2938043599193367
3,3,1967,2420,314,143.70649989671577,3.2938043599193367
3,3,1967,2420,315,256.28853907869444,3.2938043599193367
3,3,1967,2420,317,340.0839541655414,3.2938043599193367
3,3,1967,2420,321,135.55738468434606,3.2938043599193367
3,3,1967,2420,324,133.71976897822353,3.2938043599193367
3,3,1967,2420,327,111.38329680564442,3.2938043599193367
3,3,1967,2420,328,191.29146457841728,3.2938043599193367
3,3,1967,2420,329,110.46990150521268,3.2938043599193367
3,3,1967,2420,330,263.6007770893204,3.2938043599193367
3,3,1967,2420,332,220.2776699785748,3.2938043599193367
3,4,3906,4532,305,421.9896826374444,3.5917322389518356
3,4,3906,4532,306,141.81575437438607,3.5917322389518356
3,4,3906,4532,307,252.4100655626753,3.5917322389518356
3,4,3906,4532,308,505.9569895529973,3.5917322389518356
3,4,3906,4532,309,464.64426244835494,3.5917322389518356
3,4,3906,4532,310,124.19490132433067,3.5917322389518356
3,4,3906,4532,311,281.8032455718072,3.5917322389518356
3,4,3906,4532,314,139.63085943678433,3.5917322389518356
3,4,3906,4532,315,263.95450646421256,3.5917322389518356
3,4,3906,4532,317,390.82824543008945,3.5917322389518356
3,4,3906,4532,321,136.6513554882199,3.5917322389518356
3,4,3906,4532,324,112.04303139087645,3.5917322389518356
3,4,3906,4532,327,127.79616814009856,3.5917322389518356
3,4,3906,4532,328,285.65903239916463,3.5917322389518356
3,4,3906,4532,329,111.18879222902598,3.5917322389518356
3,4,3906,4532,330,229.03152503878428,3.5917322389518356
3,4,3906,4532,332,278.39220286609645,3.5917322389518356
3,5,8408,9822,305,1036.1088062386484,3.924692703020186
3,5,8408,9822,306,200.38731711326278,3.924692703020186
3,5,8408,9822,307,351.8062623799229,3.924692703020186
3,5,8408,9822,308,542.8572523280418,3.924692703020186
3,5,8408,9822,309,518.2815676788973,3.924692703020186
3,5,8408,9822,310,149.2434597862131,3.924692703020186
3,5,8408,9822,311,315.4098624793466,3.924692703020186
3,5,8408,9822,314,188.09754854761073,3.924692703020186
3,5,8408,9822,315,338.24085783870686,3.924692703020186
3,5,8408,9822,317,556.5030651535496,3.924692703020186
3,5,8408,9822,321,153.45425771072644,3.924692703020186
3,5,8408,9822,324,142.42804782441013,3.924692703020186
3,5,8408,9822,327,156.8716225528258,3.924692703020186
3,5,8408,9822,328,351.4360628015649,3.924692703020186
3,5,8408,9822,329,113.45322635463874,3.924692703020186
3,5,8408,9822,330,286.1739385483231,3.924692703020186
3,5,8408,9822,332,531.8437336745359,3.924692703020186
4,0,0,0,306,140.68171888488908,-Inf
4,0,0,0,307,146.95361602896088,-Inf
4,0,0,0,309,165.56076663870255,-Inf
4,0,0,0,310,117.97826352795938,-Inf
4,0,0,0,311,130.3851517605669,-Inf
4,0,0,0,312,65.17930517314898,-Inf
4,0,0,0,317,115.04903677008015,-Inf
4,0,0,0,319,186.2442873290775,-Inf
4,0,0,0,321,148.15462340465652,-Inf
4,0,0,0,324,62.71934003290898,-Inf
4,0,0,0,327,137.1544097533547,-Inf
4,0,0,0,328,153.30148874259226,-Inf
4,0,0,0,329,120.23070941959826,-Inf
4,0,0,0,330,91.70821662445474,-Inf
4,1,392,486,306,122.95256713211727,2.593286067020457
4,1,392,486,307,319.05470657256774,2.593286067020457
4,1,392,486,309,143.49240660118326,2.593286067020457
4,1,392,486,310,111.70938981992107,2.593286067020457
4,1,392,486,311,207.56316764073617,2.593286067020457
4,1,392,486,312,55.05646342661244,2.593286067020457
4,1,392,486,317,102.87386225999259,2.593286067020457
4,1,392,486,319,173.0052874720396,2.593286067020457
4,1,392,486,321,173.82053086667312,2.593286067020457
4,1,392,486,324,47.28950784972284,2.593286067020457
4,1,392,486,327,92.63284952905887,2.593286067020457
4,1,392,486,328,79.59141675898059,2.593286067020457
4,1,392,486,329,743.5204939946775,2.593286067020457
4,1,392,486,330,112.23483010232954,2.593286067020457
4,2,912,1074,306,129.9098845579237,2.959994838328416
4,2,912,1074,307,353.72512487558436,2.959994838328416
4,2,912,1074,309,119.9662292188132,2.959994838328416
4,2,912,1074,310,108.55258641340303,2.959994838328416
4,2,912,1074,311,224.64428459971393,2.959994838328416
4,2,912,1074,312,54.20391794344916,2.959994838328416
4,2,912,1074,317,130.0990689371925,2.959994838328416
4,2,912,1074,319,134.89290055022153,2.959994838328416
4,2,912,1074,321,196.66884567722187,2.959994838328416
4,2,912,1074,324,86.33134953344124,2.959994838328416
4,2,912,1074,327,87.4118009054074,2.959994838328416
4,2,912,1074,328,142.21178520264067,2.959994838328416
4,2,912,1074,329,187.6355222405581,2.959994838328416
4,2,912,1074,330,125.96324424107817,2.959994838328416
4,3,1967,2420,306,103.86729639593555,3.2938043599193367
4,3,1967,2420,307,412.858211957809,3.2938043599193367
4,3,1967,2420,309,124.88822779970964,3.2938043599193367
4,3,1967,2420,310,116.17480758724032,3.2938043599193367
4,3,1967,2420,311,265.5499497617835,3.2938043599193367
4,3,1967,2420,312,55.181800572451714,3.2938043599193367
4,3,1967,2420,317,150.74365513753116,3.2938043599193367
4,3,1967,2420,319,164.6367415685886,3.2938043599193367
4,3,1967,2420,321,203.87642865355932,3.2938043599193367
4,3,1967,2420,324,105.15432145019344,3.2938043599193367
4,3,1967,2420,327,101.5365429951901,3.2938043599193367
4,3,1967,2420,328,176.39275736183149,3.2938043599193367
4,3,1967,2420,329,1365.7741809372385,3.2938043599193367
4,3,1967,2420,330,167.1631824558806,3.2938043599193367
4,4,3906,4532,306,183.59134151741966,3.5917322389518356
4,4,3906,4532,307,180.504328447337,3.5917322389518356
4,4,3906,4532,309,180.38520218203763,3.5917322389518356
4,4,3906,4532,310,124.18759882664585,3.5917322389518356
4,4,3906,4532,311,330.9385520985019,3.5917322389518356
4,4,3906,4532,312,57.391995207519415,3.5917322389518356
4,4,3906,4532,317,143.5288196533005,3.5917322389518356
4,4,3906,4532,319,200.5338547980987,3.5917322389518356
4,4,3906,4532,321,199.2139894561392,3.5917322389518356
4,4,3906,4532,324,49.4352117636572,3.5917322389518356
4,4,3906,4532,327,109.37942980883807,3.5917322389518356
4,4,3906,4532,328,226.09792499911583,3.5917322389518356
4,4,3906,4532,329,83.54451716978197,3.5917322389518356
4,4,3906,4532,330,128.58723479663726,3.5917322389518356
4,5,8408,9822,306,110.72826055941451,3.924692703020186
4,5,8408,9822,307,157.5622126293202,3.924692703020186
4,5,8408,9822,309,202.04109343258648,3.924692703020186
4,5,8408,9822,310,141.30544208535667,3.924692703020186
4,5,8408,9822,311,356.8313651890607,3.924692703020186
4,5,8408,9822,312,62.121458289139206,3.924692703020186
4,5,8408,9822,317,187.97305426589642,3.924692703020186
4,5,8408,9822,319,239.30994307774947,3.924692703020186
4,5,8408,9822,321,214.07649941675504,3.924692703020186
4,5,8408,9822,324,72.67678570579695,3.924692703020186
4,5,8408,9822,327,104.82278926254794,3.924692703020186
4,5,8408,9822,328,354.8411445757445,3.924692703020186
4,5,8408,9822,329,158.70095634787617,3.924692703020186
4,5,8408,9822,330,173.2119797818688,3.924692703020186
