driver,n_subjects,noise_scaling,response,model_name,prop_converged,prop_singular,n_fits
phot,4,8,simulated_log10,phot,1,0.523,1000
phot,4,8,simulated_log10,rho,1,0.599,1000
phot,4,10,simulated_log10,mel,1,0.658,1000
phot,4,10,simulated_log10,phot,1,0.606,1000
phot,4,10,simulated_log10,rho,1,0.645,1000
phot,5,0.5,simulated_log10,mel,1,0.023,1000
phot,5,0.5,simulated_log10,phot,1,0,1000
phot,5,0.5,simulated_log10,rho,1,0.008,1000
phot,5,1,simulated_log10,mel,1,0.015,1000
phot,5,1,simulated_log10,phot,1,0,1000
phot,5,1,simulated_log10,rho,1,0.005,1000
phot,5,2,simulated_log10,mel,1,0.125,1000
phot,5,2,simulated_log10,phot,1,0.016,1000
phot,5,2,simulated_log10,rho,1,0.093,1000
phot,5,4,simulated_log10,mel,1,0.357,1000
phot,5,4,simulated_log10,phot,1,0.166,1000
phot,5,4,simulated_log10,rho,0.999,0.313,1000
phot,5,6,simulated_log10,mel,1,0.483,1000
phot,5,6,simulated_log10,phot,1,0.327,1000
phot,5,6,simulated_log10,rho,0.999,0.449,1000
phot,5,8,simulated_log10,mel,1,0.609,1000
phot,5,8,simulated_log10,phot,1,0.503,1000
phot,5,8,simulated_log10,rho,1,0.583,1000
phot,5,10,simulated_log10,mel,1,0.645,1000
phot,5,10,simulated_log10,phot,1,0.567,1000
phot,5,10,simulated_log10,rho,1,0.634,1000
phot,6,0.5,simulated_log10,mel,1,0.005,1000
phot,6,0.5,simulated_log10,phot,1,0,1000
phot,6,0.5,simulated_log10,rho,1,0.003,1000
phot,6,1,simulated_log10,mel,1,0.012,1000
phot,6,1,simulated_log10,phot,1,0,1000
phot,6,1,simulated_log10,rho,1,0.003,1000
phot,6,2,simulated_log10,mel,1,0.067,1000
phot,6,2,simulated_log10,phot,1,0.006,1000
phot,6,2,simulated_log10,rho,1,0.041,1000
phot,6,4,simulated_log10,mel,1,0.293,1000
phot,6,4,simulated_log10,phot,1,0.103,1000
phot,6,4,simulated_log10,rho,1,0.238,1000
phot,6,6,simulated_log10,mel,1,0.435,1000
phot,6,6,simulated_log10,phot,1,0.253,1000
phot,6,6,simulated_log10,rho,1,0.394,1000
phot,6,8,simulated_log10,mel,1,0.557,1000
phot,6,8,simulated_log10,phot,1,0.43,1000
phot,6,8,simulated_log10,rho,1,0.52,1000
phot,6,10,simulated_log10,mel,1,0.608,1000
phot,6,10,simulated_log10,phot,1,0.508,1000
phot,6,10,simulated_log10,rho,1,0.584,1000
phot,7,0.5,simulated_log10,mel,1,0.002,1000
phot,7,0.5,simulated_log10,phot,1,0,1000
phot,7,0.5,simulated_log10,rho,1,0,1000
phot,7,1,simulated_log10,mel,1,0.009,1000
phot,7,1,simulated_log10,phot,1,0,1000
phot,7,1,simulated_log10,rho,1,0.004,1000
phot,7,2,simulated_log10,mel,1,0.043,1000
phot,7,2,simulated_log10,phot,1,0.001,1000
phot,7,2,simulated_log10,rho,1,0.026,1000
phot,7,4,simulated_log10,mel,1,0.22,1000
phot,7,4,simulated_log10,phot,1,0.075,1000
phot,7,4,simulated_log10,rho,1,0.18,1000
phot,7,6,simulated_log10,mel,1,0.388,1000
phot,7,6,simulated_log10,phot,1,0.229,1000
phot,7,6,simulated_log10,rho,1,0.338,1000
phot,7,8,simulated_log10,mel,1,0.509,1000
phot,7,8,simulated_log10,phot,1,0.36,1000
phot,7,8,simulated_log10,rho,1,0.475,1000
phot,7,10,simulated_log10,mel,1,0.59,1000
phot,7,10,simulated_log10,phot,1,0.493,1000
phot,7,10,simulated_log10,rho,1,0.572,1000
phot,8,0.5,simulated_log10,mel,1,0,1000
phot,8,0.5,simulated_log10,phot,1,0,1000
phot,8,0.5,simulated_log10,rho,1,0,1000
phot,8,1,simulated_log10,mel,1,0.006,1000
phot,8,1,simulated_log10,phot,1,0,1000
phot,8,1,simulated_log10,rho,1,0.002,1000
phot,8,2,simulated_log10,mel,1,0.024,1000
phot,8,2,simulated_log10,phot,1,0.001,1000
phot,8,2,simulated_log10,rho,1,0.014,1000
phot,8,4,simulated_log10,mel,1,0.221,1000
phot,8,4,simulated_log10,phot,1,0.061,1000
phot,8,4,simulated_log10,rho,1,0.178,1000
phot,8,6,simulated_log10,mel,1,0.399,1000
phot,8,6,simulated_log10,phot,1,0.199,1000
phot,8,6,simulated_log10,rho,1,0.342,1000
phot,8,8,simulated_log10,mel,1,0.472,1000
phot,8,8,simulated_log10,phot,1,0.331,1000
phot,8,8,simulated_log10,rho,1,0.441,1000
phot,8,10,simulated_log10,mel,1,0.546,1000
phot,8,10,simulated_log10,phot,1,0.437,1000
phot,8,10,simulated_log10,rho,1,0.524,1000
phot,9,0.5,simulated_log10,mel,1,0,1000
phot,9,0.5,simulated_log10,phot,1,0,1000
phot,9,0.5,simulated_log10,rho,1,0,1000
phot,9,1,simulated_log10,mel,1,0.001,1000
phot,9,1,simulated_log10,phot,1,0,1000
phot,9,1,simulated_log10,rho,1,0.001,1000
phot,9,2,simulated_log10,mel,1,0.024,1000
phot,9,2,simulated_log10,phot,1,0.001,1000
phot,9,2,simulated_log10,rho,1,0.013,1000
phot,9,4,simulated_log10,mel,1,0.169,1000
phot,9,4,simulated_log10,phot,1,0.033,1000
phot,9,4,simulated_log10,rho,1,0.125,1000
phot,9,6,simulated_log10,mel,1,0.325,1000
phot,9,6,simulated_log10,phot,1,0.162,1000
phot,9,6,simulated_log10,rho,1,0.28,1000
phot,9,8,simulated_log10,mel,1,0.459,1000
phot,9,8,simulated_log10,phot,1,0.304,1000
phot,9,8,simulated_log10,rho,1,0.425,1000
phot,9,10,simulated_log10,mel,1,0.52,1000
phot,9,10,simulated_log10,phot,1,0.395,1000
phot,9,10,simulated_log10,rho,1,0.496,1000
phot,10,0.5,simulated_log10,mel,1,0,1000
phot,10,0.5,simulated_log10,phot,1,0,1000
phot,10,0.5,simulated_log10,rho,1,0,1000
phot,10,1,simulated_log10,mel,1,0,1000
phot,10,1,simulated_log10,phot,1,0,1000
phot,10,1,simulated_log10,rho,1,0,1000
phot,10,2,simulated_log10,mel,1,0.021,1000
phot,10,2,simulated_log10,phot,1,0,1000
phot,10,2,simulated_log10,rho,1,0.01,1000
phot,10,4,simulated_log10,mel,1,0.127,1000
phot,10,4,simulated_log10,phot,1,0.023,1000
phot,10,4,simulated_log10,rho,1,0.088,1000
phot,10,6,simulated_log10,mel,1,0.287,1000
phot,10,6,simulated_log10,phot,1,0.138,1000
phot,10,6,simulated_log10,rho,1,0.241,1000
phot,10,8,simulated_log10,mel,1,0.409,1000
phot,10,8,simulated_log10,phot,1,0.269,1000
phot,10,8,simulated_log10,rho,1,0.383,1000
phot,10,10,simulated_log10,mel,1,0.522,1000
phot,10,10,simulated_log10,phot,1,0.402,1000
phot,10,10,simulated_log10,rho,1,0.486,1000
phot,11,0.5,simulated_log10,mel,1,0,1000
phot,11,0.5,simulated_log10,phot,1,0,1000
phot,11,0.5,simulated_log10,rho,1,0,1000
phot,11,1,simulated_log10,mel,1,0.001,1000
phot,11,1,simulated_log10,phot,1,0,1000
phot,11,1,simulated_log10,rho,1,0,1000
phot,11,2,simulated_log10,mel,1,0.009,1000
phot,11,2,simulated_log10,phot,1,0,1000
phot,11,2,simulated_log10,rho,1,0.005,1000
phot,11,4,simulated_log10,mel,1,0.101,1000
phot,11,4,simulated_log10,phot,1,0.01,1000
phot,11,4,simulated_log10,rho,1,0.063,1000
phot,11,6,simulated_log10,mel,1,0.268,1000
phot,11,6,simulated_log10,phot,1,0.112,1000
phot,11,6,simulated_log10,rho,1,0.233,1000
phot,11,8,simulated_log10,mel,1,0.404,1000
phot,11,8,simulated_log10,phot,1,0.234,1000
phot,11,8,simulated_log10,rho,1,0.364,1000
phot,11,10,simulated_log10,mel,1,0.468,1000
phot,11,10,simulated_log10,phot,1,0.355,1000
phot,11,10,simulated_log10,rho,1,0.436,1000
phot,12,0.5,simulated_log10,mel,1,0,1000
phot,12,0.5,simulated_log10,phot,1,0,1000
phot,12,0.5,simulated_log10,rho,1,0,1000
phot,12,1,simulated_log10,mel,1,0,1000
phot,12,1,simulated_log10,phot,1,0,1000
phot,12,1,simulated_log10,rho,1,0,1000
phot,12,2,simulated_log10,mel,1,0.009,1000
phot,12,2,simulated_log10,phot,1,0,1000
phot,12,2,simulated_log10,rho,1,0.006,1000
phot,12,4,simulated_log10,mel,1,0.1,1000
phot,12,4,simulated_log10,phot,1,0.009,1000
phot,12,4,simulated_log10,rho,1,0.066,1000
phot,12,6,simulated_log10,mel,1,0.247,1000
phot,12,6,simulated_log10,phot,1,0.079,1000
phot,12,6,simulated_log10,rho,1,0.212,1000
phot,12,8,simulated_log10,mel,1,0.398,1000
phot,12,8,simulated_log10,phot,1,0.242,1000
phot,12,8,simulated_log10,rho,1,0.355,1000
phot,12,10,simulated_log10,mel,1,0.48,1000
phot,12,10,simulated_log10,phot,1,0.322,1000
phot,12,10,simulated_log10,rho,1,0.435,1000
phot,13,0.5,simulated_log10,mel,1,0,1000
phot,13,0.5,simulated_log10,phot,1,0,1000
phot,13,0.5,simulated_log10,rho,1,0,1000
phot,13,1,simulated_log10,mel,1,0,1000
phot,13,1,simulated_log10,phot,1,0,1000
phot,13,1,simulated_log10,rho,1,0,1000
phot,13,2,simulated_log10,mel,1,0.003,1000
phot,13,2,simulated_log10,phot,1,0,1000
phot,13,2,simulated_log10,rho,1,0.001,1000
phot,13,4,simulated_log10,mel,1,0.077,1000
phot,13,4,simulated_log10,phot,1,0.007,1000
phot,13,4,simulated_log10,rho,1,0.052,1000
phot,13,6,simulated_log10,mel,1,0.235,1000
phot,13,6,simulated_log10,phot,1,0.076,1000
phot,13,6,simulated_log10,rho,1,0.193,1000
phot,13,8,simulated_log10,mel,1,0.362,1000
phot,13,8,simulated_log10,phot,1,0.194,1000
phot,13,8,simulated_log10,rho,1,0.32,1000
phot,13,10,simulated_log10,mel,1,0.48,1000
phot,13,10,simulated_log10,phot,1,0.326,1000
phot,13,10,simulated_log10,rho,1,0.449,1000
phot,14,0.5,simulated_log10,mel,1,0,1000
phot,14,0.5,simulated_log10,phot,1,0,1000
phot,14,0.5,simulated_log10,rho,1,0,1000
phot,14,1,simulated_log10,mel,1,0,1000
phot,14,1,simulated_log10,phot,1,0,1000
phot,14,1,simulated_log10,rho,1,0,1000
phot,14,2,simulated_log10,mel,1,0.001,1000
phot,14,2,simulated_log10,phot,1,0,1000
phot,14,2,simulated_log10,rho,1,0.001,1000
phot,14,4,simulated_log10,mel,1,0.071,1000
phot,14,4,simulated_log10,phot,1,0.005,1000
phot,14,4,simulated_log10,rho,1,0.049,1000
phot,14,6,simulated_log10,mel,1,0.203,1000
phot,14,6,simulated_log10,phot,1,0.054,1000
phot,14,6,simulated_log10,rho,1,0.152,1000
phot,14,8,simulated_log10,mel,1,0.321,1000
phot,14,8,simulated_log10,phot,1,0.166,1000
phot,14,8,simulated_log10,rho,1,0.282,1000
phot,14,10,simulated_log10,mel,1,0.437,1000
phot,14,10,simulated_log10,phot,1,0.311,1000
phot,14,10,simulated_log10,rho,1,0.407,1000
phot,15,0.5,simulated_log10,mel,1,0,1000
phot,15,0.5,simulated_log10,phot,1,0,1000
phot,15,0.5,simulated_log10,rho,1,0,1000
phot,15,1,simulated_log10,mel,1,0,1000
phot,15,1,simulated_log10,phot,1,0,1000
phot,15,1,simulated_log10,rho,1,0,1000
phot,15,2,simulated_log10,mel,1,0,1000
phot,15,2,simulated_log10,phot,1,0,1000
phot,15,2,simulated_log10,rho,1,0,1000
phot,15,4,simulated_log10,mel,1,0.067,1000
phot,15,4,simulated_log10,phot,1,0.002,1000
phot,15,4,simulated_log10,rho,1,0.042,1000
phot,15,6,simulated_log10,mel,1,0.192,1000
phot,15,6,simulated_log10,phot,1,0.049,1000
phot,15,6,simulated_log10,rho,1,0.15,1000
phot,15,8,simulated_log10,mel,1,0.353,1000
phot,15,8,simulated_log10,phot,1,0.181,1000
phot,15,8,simulated_log10,rho,1,0.307,1000
phot,15,10,simulated_log10,mel,1,0.443,1000
phot,15,10,simulated_log10,phot,1,0.299,1000
phot,15,10,simulated_log10,rho,1,0.4,1000
phot,16,0.5,simulated_log10,mel,1,0,1000
phot,16,0.5,simulated_log10,phot,1,0,1000
phot,16,0.5,simulated_log10,rho,1,0,1000
phot,16,1,simulated_log10,mel,1,0,1000
phot,16,1,simulated_log10,phot,1,0,1000
phot,16,1,simulated_log10,rho,1,0,1000
phot,16,2,simulated_log10,mel,1,0.004,1000
phot,16,2,simulated_log10,phot,1,0,1000
phot,16,2,simulated_log10,rho,1,0.001,1000
phot,16,4,simulated_log10,mel,1,0.043,1000
phot,16,4,simulated_log10,phot,1,0.002,1000
phot,16,4,simulated_log10,rho,1,0.022,1000
phot,16,6,simulated_log10,mel,1,0.201,1000
phot,16,6,simulated_log10,phot,1,0.046,1000
phot,16,6,simulated_log10,rho,1,0.157,1000
phot,16,8,simulated_log10,mel,1,0.322,1000
phot,16,8,simulated_log10,phot,1,0.165,1000
phot,16,8,simulated_log10,rho,1,0.281,1000
phot,16,10,simulated_log10,mel,1,0.414,1000
phot,16,10,simulated_log10,phot,1,0.278,1000
phot,16,10,simulated_log10,rho,1,0.378,1000
phot,17,0.5,simulated_log10,mel,1,0,1000
phot,17,0.5,simulated_log10,phot,1,0,1000
phot,17,0.5,simulated_log10,rho,1,0,1000
phot,17,1,simulated_log10,mel,1,0,1000
phot,17,1,simulated_log10,phot,1,0,1000
phot,17,1,simulated_log10,rho,1,0,1000
phot,17,2,simulated_log10,mel,1,0,1000
phot,17,2,simulated_log10,phot,1,0,1000
phot,17,2,simulated_log10,rho,1,0,1000
phot,17,4,simulated_log10,mel,1,0.045,1000
phot,17,4,simulated_log10,phot,1,0.008,1000
phot,17,4,simulated_log10,rho,1,0.032,1000
phot,17,6,simulated_log10,mel,1,0.178,1000
phot,17,6,simulated_log10,phot,1,0.034,1000
phot,17,6,simulated_log10,rho,1,0.134,1000
phot,17,8,simulated_log10,mel,1,0.318,1000
phot,17,8,simulated_log10,phot,1,0.142,1000
phot,17,8,simulated_log10,rho,1,0.27,1000
phot,17,10,simulated_log10,mel,1,0.42,1000
phot,17,10,simulated_log10,phot,1,0.261,1000
phot,17,10,simulated_log10,rho,1,0.377,1000
phot,18,0.5,simulated_log10,mel,1,0,1000
phot,18,0.5,simulated_log10,phot,1,0,1000
phot,18,0.5,simulated_log10,rho,1,0,1000
phot,18,1,simulated_log10,mel,1,0,1000
phot,18,1,simulated_log10,phot,1,0,1000
phot,18,1,simulated_log10,rho,1,0,1000
phot,18,2,simulated_log10,mel,1,0.001,1000
phot,18,2,simulated_log10,phot,1,0,1000
phot,18,2,simulated_log10,rho,1,0,1000
phot,18,4,simulated_log10,mel,1,0.037,1000
phot,18,4,simulated_log10,phot,1,0.001,1000
phot,18,4,simulated_log10,rho,1,0.018,1000
phot,18,6,simulated_log10,mel,1,0.165,1000
phot,18,6,simulated_log10,phot,1,0.043,1000
phot,18,6,simulated_log10,rho,1,0.125,1000
phot,18,8,simulated_log10,mel,1,0.293,1000
phot,18,8,simulated_log10,phot,1,0.142,1000
phot,18,8,simulated_log10,rho,1,0.248,1000
phot,18,10,simulated_log10,mel,1,0.393,1000
phot,18,10,simulated_log10,phot,1,0.247,1000
phot,18,10,simulated_log10,rho,1,0.36,1000
phot,19,0.5,simulated_log10,mel,1,0,1000
phot,19,0.5,simulated_log10,phot,1,0,1000
phot,19,0.5,simulated_log10,rho,1,0,1000
phot,19,1,simulated_log10,mel,1,0,1000
phot,19,1,simulated_log10,phot,1,0,1000
phot,19,1,simulated_log10,rho,1,0,1000
phot,19,2,simulated_log10,mel,1,0,1000
phot,19,2,simulated_log10,phot,1,0,1000
phot,19,2,simulated_log10,rho,1,0,1000
phot,19,4,simulated_log10,mel,1,0.04,1000
phot,19,4,simulated_log10,phot,1,0.001,1000
phot,19,4,simulated_log10,rho,1,0.024,1000
phot,19,6,simulated_log10,mel,1,0.161,1000
phot,19,6,simulated_log10,phot,1,0.03,1000
phot,19,6,simulated_log10,rho,1,0.116,1000
phot,19,8,simulated_log10,mel,1,0.254,1000
phot,19,8,simulated_log10,phot,1,0.115,1000
phot,19,8,simulated_log10,rho,1,0.218,1000
phot,19,10,simulated_log10,mel,1,0.383,1000
phot,19,10,simulated_log10,phot,1,0.225,1000
phot,19,10,simulated_log10,rho,1,0.343,1000
phot,20,0.5,simulated_log10,mel,1,0,1000
phot,20,0.5,simulated_log10,phot,1,0,1000
phot,20,0.5,simulated_log10,rho,1,0,1000
phot,20,1,simulated_log10,mel,1,0,1000
phot,20,1,simulated_log10,phot,1,0,1000
phot,20,1,simulated_log10,rho,1,0,1000
phot,20,2,simulated_log10,mel,1,0,1000
phot,20,2,simulated_log10,phot,1,0,1000
phot,20,2,simulated_log10,rho,1,0,1000
phot,20,4,simulated_log10,mel,1,0.023,1000
phot,20,4,simulated_log10,phot,1,0,1000
phot,20,4,simulated_log10,rho,1,0.012,1000
phot,20,6,simulated_log10,mel,1,0.135,1000
phot,20,6,simulated_log10,phot,1,0.018,1000
phot,20,6,simulated_log10,rho,1,0.09,1000
phot,20,8,simulated_log10,mel,1,0.248,1000
phot,20,8,simulated_log10,phot,1,0.105,1000
phot,20,8,simulated_log10,rho,1,0.21,1000
phot,20,10,simulated_log10,mel,1,0.378,1000
phot,20,10,simulated_log10,phot,1,0.225,1000
phot,20,10,simulated_log10,rho,1,0.336,1000
phot,21,0.5,simulated_log10,mel,1,0,1000
phot,21,0.5,simulated_log10,phot,1,0,1000
phot,21,0.5,simulated_log10,rho,1,0,1000
phot,21,1,simulated_log10,mel,1,0,1000
phot,21,1,simulated_log10,phot,1,0,1000
phot,21,1,simulated_log10,rho,1,0,1000
phot,21,2,simulated_log10,mel,1,0,1000
phot,21,2,simulated_log10,phot,1,0,1000
phot,21,2,simulated_log10,rho,1,0,1000
phot,21,4,simulated_log10,mel,1,0.029,1000
phot,21,4,simulated_log10,phot,1,0,1000
phot,21,4,simulated_log10,rho,1,0.015,1000
phot,21,6,simulated_log10,mel,1,0.123,1000
phot,21,6,simulated_log10,phot,1,0.016,1000
phot,21,6,simulated_log10,rho,1,0.084,1000
phot,21,8,simulated_log10,mel,1,0.258,1000
phot,21,8,simulated_log10,phot,1,0.087,1000
phot,21,8,simulated_log10,rho,1,0.21,1000
phot,21,10,simulated_log10,mel,1,0.36,1000
phot,21,10,simulated_log10,phot,1,0.195,1000
phot,21,10,simulated_log10,rho,1,0.325,1000
phot,22,0.5,simulated_log10,mel,1,0,1000
phot,22,0.5,simulated_log10,phot,1,0,1000
phot,22,0.5,simulated_log10,rho,1,0,1000
phot,22,1,simulated_log10,mel,1,0,1000
phot,22,1,simulated_log10,phot,1,0,1000
phot,22,1,simulated_log10,rho,1,0,1000
phot,22,2,simulated_log10,mel,1,0.001,1000
phot,22,2,simulated_log10,phot,1,0,1000
phot,22,2,simulated_log10,rho,1,0,1000
phot,22,4,simulated_log10,mel,1,0.022,1000
phot,22,4,simulated_log10,phot,1,0.001,1000
phot,22,4,simulated_log10,rho,1,0.012,1000
phot,22,6,simulated_log10,mel,1,0.122,1000
phot,22,6,simulated_log10,phot,1,0.017,1000
phot,22,6,simulated_log10,rho,1,0.086,1000
phot,22,8,simulated_log10,mel,1,0.263,1000
phot,22,8,simulated_log10,phot,1,0.105,1000
phot,22,8,simulated_log10,rho,1,0.217,1000
phot,22,10,simulated_log10,mel,1,0.395,1000
phot,22,10,simulated_log10,phot,1,0.21,1000
phot,22,10,simulated_log10,rho,1,0.35,1000
phot,23,0.5,simulated_log10,mel,1,0,1000
phot,23,0.5,simulated_log10,phot,1,0,1000
phot,23,0.5,simulated_log10,rho,1,0,1000
phot,23,1,simulated_log10,mel,1,0,1000
phot,23,1,simulated_log10,phot,1,0,1000
phot,23,1,simulated_log10,rho,1,0,1000
phot,23,2,simulated_log10,mel,1,0,1000
phot,23,2,simulated_log10,phot,1,0,1000
phot,23,2,simulated_log10,rho,1,0,1000
phot,23,4,simulated_log10,mel,1,0.018,1000
phot,23,4,simulated_log10,phot,1,0,1000
phot,23,4,simulated_log10,rho,1,0.007,1000
phot,23,6,simulated_log10,mel,1,0.116,1000
phot,23,6,simulated_log10,phot,1,0.016,1000
phot,23,6,simulated_log10,rho,1,0.078,1000
phot,23,8,simulated_log10,mel,1,0.215,1000
phot,23,8,simulated_log10,phot,1,0.068,1000
phot,23,8,simulated_log10,rho,1,0.17,1000
phot,23,10,simulated_log10,mel,1,0.33,1000
phot,23,10,simulated_log10,phot,1,0.166,1000
phot,23,10,simulated_log10,rho,1,0.285,1000
phot,24,0.5,simulated_log10,mel,1,0,1000
phot,24,0.5,simulated_log10,phot,1,0,1000
phot,24,0.5,simulated_log10,rho,1,0,1000
phot,24,1,simulated_log10,mel,1,0,1000
phot,24,1,simulated_log10,phot,1,0,1000
phot,24,1,simulated_log10,rho,1,0,1000
phot,24,2,simulated_log10,mel,1,0,1000
phot,24,2,simulated_log10,phot,1,0,1000
phot,24,2,simulated_log10,rho,1,0,1000
phot,24,4,simulated_log10,mel,1,0.012,1000
phot,24,4,simulated_log10,phot,1,0,1000
phot,24,4,simulated_log10,rho,1,0.008,1000
phot,24,6,simulated_log10,mel,0.999,0.116,1000
phot,24,6,simulated_log10,phot,1,0.01,1000
phot,24,6,simulated_log10,rho,1,0.072,1000
phot,24,8,simulated_log10,mel,1,0.207,1000
phot,24,8,simulated_log10,phot,1,0.068,1000
phot,24,8,simulated_log10,rho,1,0.17,1000
phot,24,10,simulated_log10,mel,1,0.354,1000
phot,24,10,simulated_log10,phot,1,0.19,1000
phot,24,10,simulated_log10,rho,1,0.306,1000
phot,25,0.5,simulated_log10,mel,1,0,1000
phot,25,0.5,simulated_log10,phot,1,0,1000
phot,25,0.5,simulated_log10,rho,1,0,1000
phot,25,1,simulated_log10,mel,1,0,1000
phot,25,1,simulated_log10,phot,1,0,1000
phot,25,1,simulated_log10,rho,1,0,1000
phot,25,2,simulated_log10,mel,1,0,1000
phot,25,2,simulated_log10,phot,1,0,1000
phot,25,2,simulated_log10,rho,1,0,1000
phot,25,4,simulated_log10,mel,1,0.011,1000
phot,25,4,simulated_log10,phot,1,0,1000
phot,25,4,simulated_log10,rho,1,0.006,1000
phot,25,6,simulated_log10,mel,1,0.104,1000
phot,25,6,simulated_log10,phot,1,0.014,1000
phot,25,6,simulated_log10,rho,0.999,0.072,1000
phot,25,8,simulated_log10,mel,1,0.242,1000
phot,25,8,simulated_log10,phot,1,0.083,1000
phot,25,8,simulated_log10,rho,1,0.196,1000
phot,25,10,simulated_log10,mel,1,0.341,1000
phot,25,10,simulated_log10,phot,1,0.187,1000
phot,25,10,simulated_log10,rho,1,0.291,1000
phot,26,0.5,simulated_log10,mel,1,0,1000
phot,26,0.5,simulated_log10,phot,1,0,1000
phot,26,0.5,simulated_log10,rho,1,0,1000
phot,26,1,simulated_log10,mel,1,0,1000
phot,26,1,simulated_log10,phot,1,0,1000
phot,26,1,simulated_log10,rho,1,0,1000
phot,26,2,simulated_log10,mel,1,0,1000
phot,26,2,simulated_log10,phot,1,0,1000
phot,26,2,simulated_log10,rho,1,0,1000
phot,26,4,simulated_log10,mel,1,0.022,1000
phot,26,4,simulated_log10,phot,1,0,1000
phot,26,4,simulated_log10,rho,1,0.012,1000
phot,26,6,simulated_log10,mel,1,0.097,1000
phot,26,6,simulated_log10,phot,1,0.01,1000
phot,26,6,simulated_log10,rho,1,0.058,1000
phot,26,8,simulated_log10,mel,1,0.228,1000
phot,26,8,simulated_log10,phot,1,0.065,1000
phot,26,8,simulated_log10,rho,1,0.179,1000
phot,26,10,simulated_log10,mel,1,0.322,1000
phot,26,10,simulated_log10,phot,1,0.168,1000
phot,26,10,simulated_log10,rho,1,0.281,1000
phot,27,0.5,simulated_log10,mel,1,0,1000
phot,27,0.5,simulated_log10,phot,1,0,1000
phot,27,0.5,simulated_log10,rho,1,0,1000
phot,27,1,simulated_log10,mel,1,0,1000
phot,27,1,simulated_log10,phot,1,0,1000
phot,27,1,simulated_log10,rho,1,0,1000
phot,27,2,simulated_log10,mel,1,0,1000
phot,27,2,simulated_log10,phot,1,0,1000
phot,27,2,simulated_log10,rho,1,0,1000
phot,27,4,simulated_log10,mel,1,0.014,1000
phot,27,4,simulated_log10,phot,1,0,1000
phot,27,4,simulated_log10,rho,1,0.006,1000
phot,27,6,simulated_log10,mel,1,0.109,1000
phot,27,6,simulated_log10,phot,1,0.012,1000
phot,27,6,simulated_log10,rho,1,0.065,1000
phot,27,8,simulated_log10,mel,1,0.186,1000
phot,27,8,simulated_log10,phot,1,0.039,1000
phot,27,8,simulated_log10,rho,1,0.141,1000
phot,27,10,simulated_log10,mel,1,0.31,1000
phot,27,10,simulated_log10,phot,1,0.148,1000
phot,27,10,simulated_log10,rho,1,0.271,1000
phot,28,0.5,simulated_log10,mel,1,0,1000
phot,28,0.5,simulated_log10,phot,1,0,1000
phot,28,0.5,simulated_log10,rho,1,0,1000
phot,28,1,simulated_log10,mel,1,0,1000
phot,28,1,simulated_log10,phot,1,0,1000
phot,28,1,simulated_log10,rho,1,0,1000
phot,28,2,simulated_log10,mel,1,0,1000
phot,28,2,simulated_log10,phot,1,0,1000
phot,28,2,simulated_log10,rho,1,0,1000
phot,28,4,simulated_log10,mel,1,0.008,1000
phot,28,4,simulated_log10,phot,1,0,1000
phot,28,4,simulated_log10,rho,1,0.004,1000
phot,28,6,simulated_log10,mel,1,0.088,1000
phot,28,6,simulated_log10,phot,1,0.006,1000
phot,28,6,simulated_log10,rho,1,0.06,1000
phot,28,8,simulated_log10,mel,1,0.196,1000
phot,28,8,simulated_log10,phot,1,0.058,1000
phot,28,8,simulated_log10,rho,1,0.155,1000
phot,28,10,simulated_log10,mel,1,0.311,1000
phot,28,10,simulated_log10,phot,1,0.136,1000
phot,28,10,simulated_log10,rho,1,0.261,1000
phot,29,0.5,simulated_log10,mel,1,0,1000
phot,29,0.5,simulated_log10,phot,1,0,1000
phot,29,0.5,simulated_log10,rho,1,0,1000
phot,29,1,simulated_log10,mel,1,0,1000
phot,29,1,simulated_log10,phot,1,0,1000
phot,29,1,simulated_log10,rho,1,0,1000
phot,29,2,simulated_log10,mel,1,0,1000
phot,29,2,simulated_log10,phot,1,0,1000
phot,29,2,simulated_log10,rho,1,0,1000
phot,29,4,simulated_log10,mel,1,0.006,1000
phot,29,4,simulated_log10,phot,1,0,1000
phot,29,4,simulated_log10,rho,1,0.002,1000
phot,29,6,simulated_log10,mel,1,0.077,1000
phot,29,6,simulated_log10,phot,1,0.008,1000
phot,29,6,simulated_log10,rho,1,0.041,1000
phot,29,8,simulated_log10,mel,1,0.195,1000
phot,29,8,simulated_log10,phot,1,0.049,1000
phot,29,8,simulated_log10,rho,1,0.161,1000
phot,29,10,simulated_log10,mel,1,0.278,1000
phot,29,10,simulated_log10,phot,1,0.13,1000
phot,29,10,simulated_log10,rho,1,0.238,1000
phot,30,0.5,simulated_log10,mel,1,0,1000
phot,30,0.5,simulated_log10,phot,1,0,1000
phot,30,0.5,simulated_log10,rho,1,0,1000
phot,30,1,simulated_log10,mel,1,0,1000
phot,30,1,simulated_log10,phot,1,0,1000
phot,30,1,simulated_log10,rho,1,0,1000
phot,30,2,simulated_log10,mel,1,0,1000
phot,30,2,simulated_log10,phot,1,0,1000
phot,30,2,simulated_log10,rho,1,0,1000
phot,30,4,simulated_log10,mel,1,0.007,1000
phot,30,4,simulated_log10,phot,1,0,1000
phot,30,4,simulated_log10,rho,1,0.003,1000
phot,30,6,simulated_log10,mel,1,0.072,1000
phot,30,6,simulated_log10,phot,1,0.007,1000
phot,30,6,simulated_log10,rho,1,0.044,1000
