driver,n_subjects,noise_scaling,response,model_name,prop_converged,prop_singular,n_fits
mel,27,2,simulated_log10,mel,1,0,1000
mel,27,2,simulated_log10,phot,1,0,1000
mel,27,2,simulated_log10,rho,1,0,1000
mel,27,4,simulated_log10,mel,1,0,1000
mel,27,4,simulated_log10,phot,1,0,1000
mel,27,4,simulated_log10,rho,1,0,1000
mel,27,6,simulated_log10,mel,1,0.003,1000
mel,27,6,simulated_log10,phot,1,0.007,1000
mel,27,6,simulated_log10,rho,1,0.003,1000
mel,27,8,simulated_log10,mel,1,0.006,1000
mel,27,8,simulated_log10,phot,0.999,0.041,1000
mel,27,8,simulated_log10,rho,1,0.005,1000
mel,27,10,simulated_log10,mel,1,0.031,1000
mel,27,10,simulated_log10,phot,1,0.108,1000
mel,27,10,simulated_log10,rho,1,0.031,1000
mel,28,0.5,simulated_log10,mel,1,0,1000
mel,28,0.5,simulated_log10,phot,1,0,1000
mel,28,0.5,simulated_log10,rho,1,0,1000
mel,28,1,simulated_log10,mel,1,0,1000
mel,28,1,simulated_log10,phot,1,0,1000
mel,28,1,simulated_log10,rho,1,0,1000
mel,28,2,simulated_log10,mel,1,0,1000
mel,28,2,simulated_log10,phot,1,0,1000
mel,28,2,simulated_log10,rho,1,0,1000
mel,28,4,simulated_log10,mel,1,0,1000
mel,28,4,simulated_log10,phot,1,0,1000
mel,28,4,simulated_log10,rho,1,0,1000
mel,28,6,simulated_log10,mel,1,0,1000
mel,28,6,simulated_log10,phot,1,0.003,1000
mel,28,6,simulated_log10,rho,1,0,1000
mel,28,8,simulated_log10,mel,1,0.001,1000
mel,28,8,simulated_log10,phot,1,0.03,1000
mel,28,8,simulated_log10,rho,1,0.003,1000
mel,28,10,simulated_log10,mel,1,0.026,1000
mel,28,10,simulated_log10,phot,1,0.104,1000
mel,28,10,simulated_log10,rho,1,0.033,1000
mel,29,0.5,simulated_log10,mel,1,0,1000
mel,29,0.5,simulated_log10,phot,1,0,1000
mel,29,0.5,simulated_log10,rho,1,0,1000
mel,29,1,simulated_log10,mel,1,0,1000
mel,29,1,simulated_log10,phot,1,0,1000
mel,29,1,simulated_log10,rho,1,0,1000
mel,29,2,simulated_log10,mel,1,0,1000
mel,29,2,simulated_log10,phot,1,0,1000
mel,29,2,simulated_log10,rho,1,0,1000
mel,29,4,simulated_log10,mel,1,0,1000
mel,29,4,simulated_log10,phot,1,0,1000
mel,29,4,simulated_log10,rho,1,0,1000
mel,29,6,simulated_log10,mel,1,0,1000
mel,29,6,simulated_log10,phot,1,0.003,1000
mel,29,6,simulated_log10,rho,1,0,1000
mel,29,8,simulated_log10,mel,1,0.006,1000
mel,29,8,simulated_log10,phot,1,0.027,1000
mel,29,8,simulated_log10,rho,1,0.007,1000
mel,29,10,simulated_log10,mel,1,0.027,1000
mel,29,10,simulated_log10,phot,1,0.093,1000
mel,29,10,simulated_log10,rho,1,0.031,1000
mel,30,0.5,simulated_log10,mel,1,0,1000
mel,30,0.5,simulated_log10,phot,1,0,1000
mel,30,0.5,simulated_log10,rho,1,0,1000
mel,30,1,simulated_log10,mel,1,0,1000
mel,30,1,simulated_log10,phot,1,0,1000
mel,30,1,simulated_log10,rho,1,0,1000
mel,30,2,simulated_log10,mel,1,0,1000
mel,30,2,simulated_log10,phot,1,0,1000
mel,30,2,simulated_log10,rho,1,0,1000
mel,30,4,simulated_log10,mel,1,0,1000
mel,30,4,simulated_log10,phot,1,0,1000
mel,30,4,simulated_log10,rho,1,0,1000
mel,30,6,simulated_log10,mel,1,0,1000
mel,30,6,simulated_log10,phot,1,0.004,1000
mel,30,6,simulated_log10,rho,1,0,1000
mel,30,8,simulated_log10,mel,1,0.002,1000
mel,30,8,simulated_log10,phot,1,0.039,1000
mel,30,8,simulated_log10,rho,1,0.002,1000
mel,30,10,simulated_log10,mel,1,0.026,1000
mel,30,10,simulated_log10,phot,1,0.094,1000
mel,30,10,simulated_log10,rho,1,0.029,1000
mel,31,0.5,simulated_log10,mel,1,0,1000
mel,31,0.5,simulated_log10,phot,1,0,1000
mel,31,0.5,simulated_log10,rho,1,0,1000
mel,31,1,simulated_log10,mel,1,0,1000
mel,31,1,simulated_log10,phot,1,0,1000
mel,31,1,simulated_log10,rho,1,0,1000
mel,31,2,simulated_log10,mel,1,0,1000
mel,31,2,simulated_log10,phot,1,0,1000
mel,31,2,simulated_log10,rho,1,0,1000
mel,31,4,simulated_log10,mel,1,0,1000
mel,31,4,simulated_log10,phot,1,0,1000
mel,31,4,simulated_log10,rho,1,0,1000
mel,31,6,simulated_log10,mel,1,0,1000
mel,31,6,simulated_log10,phot,1,0.003,1000
mel,31,6,simulated_log10,rho,1,0,1000
mel,31,8,simulated_log10,mel,0.999,0.004,1000
mel,31,8,simulated_log10,phot,1,0.017,1000
mel,31,8,simulated_log10,rho,1,0.003,1000
mel,31,10,simulated_log10,mel,1,0.023,1000
mel,31,10,simulated_log10,phot,1,0.088,1000
mel,31,10,simulated_log10,rho,1,0.027,1000
mel,32,0.5,simulated_log10,mel,1,0,1000
mel,32,0.5,simulated_log10,phot,1,0,1000
mel,32,0.5,simulated_log10,rho,1,0,1000
mel,32,1,simulated_log10,mel,1,0,1000
mel,32,1,simulated_log10,phot,1,0,1000
mel,32,1,simulated_log10,rho,1,0,1000
mel,32,2,simulated_log10,mel,1,0,1000
mel,32,2,simulated_log10,phot,1,0,1000
mel,32,2,simulated_log10,rho,1,0,1000
mel,32,4,simulated_log10,mel,1,0,1000
mel,32,4,simulated_log10,phot,1,0,1000
mel,32,4,simulated_log10,rho,1,0,1000
mel,32,6,simulated_log10,mel,1,0,1000
mel,32,6,simulated_log10,phot,1,0.004,1000
mel,32,6,simulated_log10,rho,1,0,1000
mel,32,8,simulated_log10,mel,1,0.004,1000
mel,32,8,simulated_log10,phot,1,0.029,1000
mel,32,8,simulated_log10,rho,1,0.005,1000
mel,32,10,simulated_log10,mel,1,0.019,1000
mel,32,10,simulated_log10,phot,1,0.076,1000
mel,32,10,simulated_log10,rho,1,0.022,1000
mel,33,0.5,simulated_log10,mel,1,0,1000
mel,33,0.5,simulated_log10,phot,1,0,1000
mel,33,0.5,simulated_log10,rho,1,0,1000
mel,33,1,simulated_log10,mel,1,0,1000
mel,33,1,simulated_log10,phot,1,0,1000
mel,33,1,simulated_log10,rho,1,0,1000
mel,33,2,simulated_log10,mel,1,0,1000
mel,33,2,simulated_log10,phot,1,0,1000
mel,33,2,simulated_log10,rho,1,0,1000
mel,33,4,simulated_log10,mel,1,0,1000
mel,33,4,simulated_log10,phot,1,0,1000
mel,33,4,simulated_log10,rho,1,0,1000
mel,33,6,simulated_log10,mel,1,0,1000
mel,33,6,simulated_log10,phot,1,0.003,1000
mel,33,6,simulated_log10,rho,1,0,1000
mel,33,8,simulated_log10,mel,1,0.003,1000
mel,33,8,simulated_log10,phot,1,0.023,1000
mel,33,8,simulated_log10,rho,1,0.003,1000
mel,33,10,simulated_log10,mel,1,0.023,1000
mel,33,10,simulated_log10,phot,1,0.072,1000
mel,33,10,simulated_log10,rho,1,0.024,1000
mel,34,0.5,simulated_log10,mel,1,0,1000
mel,34,0.5,simulated_log10,phot,1,0,1000
mel,34,0.5,simulated_log10,rho,1,0,1000
mel,34,1,simulated_log10,mel,1,0,1000
mel,34,1,simulated_log10,phot,1,0,1000
mel,34,1,simulated_log10,rho,1,0,1000
mel,34,2,simulated_log10,mel,1,0,1000
mel,34,2,simulated_log10,phot,1,0,1000
mel,34,2,simulated_log10,rho,1,0,1000
mel,34,4,simulated_log10,mel,1,0,1000
mel,34,4,simulated_log10,phot,1,0,1000
mel,34,4,simulated_log10,rho,1,0,1000
mel,34,6,simulated_log10,mel,1,0,1000
mel,34,6,simulated_log10,phot,1,0.001,1000
mel,34,6,simulated_log10,rho,1,0,1000
mel,34,8,simulated_log10,mel,1,0.005,1000
mel,34,8,simulated_log10,phot,1,0.024,1000
mel,34,8,simulated_log10,rho,1,0.005,1000
mel,34,10,simulated_log10,mel,1,0.024,1000
mel,34,10,simulated_log10,phot,1,0.085,1000
mel,34,10,simulated_log10,rho,1,0.029,1000
mel,35,0.5,simulated_log10,mel,1,0,1000
mel,35,0.5,simulated_log10,phot,1,0,1000
mel,35,0.5,simulated_log10,rho,1,0,1000
mel,35,1,simulated_log10,mel,1,0,1000
mel,35,1,simulated_log10,phot,1,0,1000
mel,35,1,simulated_log10,rho,1,0,1000
mel,35,2,simulated_log10,mel,1,0,1000
mel,35,2,simulated_log10,phot,1,0,1000
mel,35,2,simulated_log10,rho,1,0,1000
mel,35,4,simulated_log10,mel,1,0,1000
mel,35,4,simulated_log10,phot,1,0,1000
mel,35,4,simulated_log10,rho,1,0,1000
mel,35,6,simulated_log10,mel,1,0,1000
mel,35,6,simulated_log10,phot,1,0.002,1000
mel,35,6,simulated_log10,rho,1,0,1000
mel,35,8,simulated_log10,mel,1,0,1000
mel,35,8,simulated_log10,phot,1,0.013,1000
mel,35,8,simulated_log10,rho,1,0,1000
mel,35,10,simulated_log10,mel,1,0.018,1000
mel,35,10,simulated_log10,phot,1,0.063,1000
mel,35,10,simulated_log10,rho,1,0.019,1000
mel,36,0.5,simulated_log10,mel,1,0,1000
mel,36,0.5,simulated_log10,phot,1,0,1000
mel,36,0.5,simulated_log10,rho,1,0,1000
mel,36,1,simulated_log10,mel,1,0,1000
mel,36,1,simulated_log10,phot,1,0,1000
mel,36,1,simulated_log10,rho,1,0,1000
mel,36,2,simulated_log10,mel,1,0,1000
mel,36,2,simulated_log10,phot,1,0,1000
mel,36,2,simulated_log10,rho,1,0,1000
mel,36,4,simulated_log10,mel,1,0,1000
mel,36,4,simulated_log10,phot,1,0,1000
mel,36,4,simulated_log10,rho,1,0,1000
mel,36,6,simulated_log10,mel,1,0,1000
mel,36,6,simulated_log10,phot,1,0,1000
mel,36,6,simulated_log10,rho,1,0,1000
mel,36,8,simulated_log10,mel,1,0.001,1000
mel,36,8,simulated_log10,phot,1,0.031,1000
mel,36,8,simulated_log10,rho,1,0.001,1000
mel,36,10,simulated_log10,mel,1,0.012,1000
mel,36,10,simulated_log10,phot,1,0.068,1000
mel,36,10,simulated_log10,rho,1,0.015,1000
mel,37,0.5,simulated_log10,mel,1,0,1000
mel,37,0.5,simulated_log10,phot,1,0,1000
mel,37,0.5,simulated_log10,rho,1,0,1000
mel,37,1,simulated_log10,mel,1,0,1000
mel,37,1,simulated_log10,phot,1,0,1000
mel,37,1,simulated_log10,rho,1,0,1000
mel,37,2,simulated_log10,mel,1,0,1000
mel,37,2,simulated_log10,phot,1,0,1000
mel,37,2,simulated_log10,rho,1,0,1000
mel,37,4,simulated_log10,mel,1,0,1000
mel,37,4,simulated_log10,phot,1,0,1000
mel,37,4,simulated_log10,rho,1,0,1000
mel,37,6,simulated_log10,mel,1,0,1000
mel,37,6,simulated_log10,phot,1,0,1000
mel,37,6,simulated_log10,rho,1,0,1000
mel,37,8,simulated_log10,mel,1,0.002,1000
mel,37,8,simulated_log10,phot,1,0.025,1000
mel,37,8,simulated_log10,rho,1,0.001,1000
mel,37,10,simulated_log10,mel,1,0.011,1000
mel,37,10,simulated_log10,phot,1,0.071,1000
mel,37,10,simulated_log10,rho,1,0.013,1000
mel,38,0.5,simulated_log10,mel,1,0,1000
mel,38,0.5,simulated_log10,phot,1,0,1000
mel,38,0.5,simulated_log10,rho,1,0,1000
mel,38,1,simulated_log10,mel,1,0,1000
mel,38,1,simulated_log10,phot,1,0,1000
mel,38,1,simulated_log10,rho,1,0,1000
mel,38,2,simulated_log10,mel,1,0,1000
mel,38,2,simulated_log10,phot,1,0,1000
mel,38,2,simulated_log10,rho,1,0,1000
mel,38,4,simulated_log10,mel,1,0,1000
mel,38,4,simulated_log10,phot,1,0,1000
mel,38,4,simulated_log10,rho,1,0,1000
mel,38,6,simulated_log10,mel,1,0,1000
mel,38,6,simulated_log10,phot,1,0,1000
mel,38,6,simulated_log10,rho,1,0,1000
mel,38,8,simulated_log10,mel,1,0.001,1000
mel,38,8,simulated_log10,phot,1,0.009,1000
mel,38,8,simulated_log10,rho,1,0.001,1000
mel,38,10,simulated_log10,mel,1,0.016,1000
mel,38,10,simulated_log10,phot,1,0.069,1000
mel,38,10,simulated_log10,rho,1,0.015,1000
mel,39,0.5,simulated_log10,mel,1,0,1000
mel,39,0.5,simulated_log10,phot,1,0,1000
mel,39,0.5,simulated_log10,rho,1,0,1000
mel,39,1,simulated_log10,mel,1,0,1000
mel,39,1,simulated_log10,phot,1,0,1000
mel,39,1,simulated_log10,rho,1,0,1000
mel,39,2,simulated_log10,mel,1,0,1000
mel,39,2,simulated_log10,phot,1,0,1000
mel,39,2,simulated_log10,rho,1,0,1000
mel,39,4,simulated_log10,mel,1,0,1000
mel,39,4,simulated_log10,phot,1,0,1000
mel,39,4,simulated_log10,rho,1,0,1000
mel,39,6,simulated_log10,mel,1,0,1000
mel,39,6,simulated_log10,phot,1,0,1000
mel,39,6,simulated_log10,rho,1,0,1000
mel,39,8,simulated_log10,mel,1,0,1000
mel,39,8,simulated_log10,phot,1,0.012,1000
mel,39,8,simulated_log10,rho,1,0,1000
mel,39,10,simulated_log10,mel,1,0.01,1000
mel,39,10,simulated_log10,phot,1,0.063,1000
mel,39,10,simulated_log10,rho,1,0.011,1000
mel,40,0.5,simulated_log10,mel,1,0,1000
mel,40,0.5,simulated_log10,phot,1,0,1000
mel,40,0.5,simulated_log10,rho,1,0,1000
mel,40,1,simulated_log10,mel,1,0,1000
mel,40,1,simulated_log10,phot,1,0,1000
mel,40,1,simulated_log10,rho,1,0,1000
mel,40,2,simulated_log10,mel,1,0,1000
mel,40,2,simulated_log10,phot,1,0,1000
mel,40,2,simulated_log10,rho,1,0,1000
mel,40,4,simulated_log10,mel,1,0,1000
mel,40,4,simulated_log10,phot,1,0,1000
mel,40,4,simulated_log10,rho,1,0,1000
mel,40,6,simulated_log10,mel,1,0,1000
mel,40,6,simulated_log10,phot,1,0,1000
mel,40,6,simulated_log10,rho,1,0,1000
mel,40,8,simulated_log10,mel,1,0,1000
mel,40,8,simulated_log10,phot,1,0.01,1000
mel,40,8,simulated_log10,rho,1,0,1000
mel,40,10,simulated_log10,mel,1,0.008,1000
mel,40,10,simulated_log10,phot,1,0.041,1000
mel,40,10,simulated_log10,rho,1,0.011,1000
mel,41,0.5,simulated_log10,mel,1,0,1000
mel,41,0.5,simulated_log10,phot,1,0,1000
mel,41,0.5,simulated_log10,rho,1,0,1000
mel,41,1,simulated_log10,mel,1,0,1000
mel,41,1,simulated_log10,phot,1,0,1000
mel,41,1,simulated_log10,rho,1,0,1000
mel,41,2,simulated_log10,mel,1,0,1000
mel,41,2,simulated_log10,phot,1,0,1000
mel,41,2,simulated_log10,rho,1,0,1000
mel,41,4,simulated_log10,mel,1,0,1000
mel,41,4,simulated_log10,phot,1,0,1000
mel,41,4,simulated_log10,rho,1,0,1000
mel,41,6,simulated_log10,mel,1,0,1000
mel,41,6,simulated_log10,phot,1,0.001,1000
mel,41,6,simulated_log10,rho,1,0,1000
mel,41,8,simulated_log10,mel,1,0,1000
mel,41,8,simulated_log10,phot,1,0.017,1000
mel,41,8,simulated_log10,rho,1,0.002,1000
mel,41,10,simulated_log10,mel,1,0.012,1000
mel,41,10,simulated_log10,phot,1,0.057,1000
mel,41,10,simulated_log10,rho,1,0.014,1000
mel,42,0.5,simulated_log10,mel,1,0,1000
mel,42,0.5,simulated_log10,phot,1,0,1000
mel,42,0.5,simulated_log10,rho,1,0,1000
mel,42,1,simulated_log10,mel,1,0,1000
mel,42,1,simulated_log10,phot,1,0,1000
mel,42,1,simulated_log10,rho,1,0,1000
mel,42,2,simulated_log10,mel,1,0,1000
mel,42,2,simulated_log10,phot,1,0,1000
mel,42,2,simulated_log10,rho,1,0,1000
mel,42,4,simulated_log10,mel,1,0,1000
mel,42,4,simulated_log10,phot,1,0,1000
mel,42,4,simulated_log10,rho,1,0,1000
mel,42,6,simulated_log10,mel,1,0,1000
mel,42,6,simulated_log10,phot,1,0.001,1000
mel,42,6,simulated_log10,rho,1,0,1000
mel,42,8,simulated_log10,mel,1,0,1000
mel,42,8,simulated_log10,phot,1,0.013,1000
mel,42,8,simulated_log10,rho,1,0,1000
mel,42,10,simulated_log10,mel,1,0.005,1000
mel,42,10,simulated_log10,phot,1,0.036,1000
mel,42,10,simulated_log10,rho,1,0.006,1000
mel,43,0.5,simulated_log10,mel,1,0,1000
mel,43,0.5,simulated_log10,phot,1,0,1000
mel,43,0.5,simulated_log10,rho,1,0,1000
mel,43,1,simulated_log10,mel,1,0,1000
mel,43,1,simulated_log10,phot,1,0,1000
mel,43,1,simulated_log10,rho,1,0,1000
mel,43,2,simulated_log10,mel,1,0,1000
mel,43,2,simulated_log10,phot,1,0,1000
mel,43,2,simulated_log10,rho,1,0,1000
mel,43,4,simulated_log10,mel,1,0,1000
mel,43,4,simulated_log10,phot,1,0,1000
mel,43,4,simulated_log10,rho,1,0,1000
mel,43,6,simulated_log10,mel,1,0,1000
mel,43,6,simulated_log10,phot,1,0,1000
mel,43,6,simulated_log10,rho,1,0,1000
mel,43,8,simulated_log10,mel,1,0.002,1000
mel,43,8,simulated_log10,phot,1,0.013,1000
mel,43,8,simulated_log10,rho,1,0.002,1000
mel,43,10,simulated_log10,mel,1,0.011,1000
mel,43,10,simulated_log10,phot,1,0.053,1000
mel,43,10,simulated_log10,rho,1,0.011,1000
mel,44,0.5,simulated_log10,mel,1,0,1000
mel,44,0.5,simulated_log10,phot,1,0,1000
mel,44,0.5,simulated_log10,rho,1,0,1000
mel,44,1,simulated_log10,mel,1,0,1000
mel,44,1,simulated_log10,phot,1,0,1000
mel,44,1,simulated_log10,rho,1,0,1000
mel,44,2,simulated_log10,mel,1,0,1000
mel,44,2,simulated_log10,phot,1,0,1000
mel,44,2,simulated_log10,rho,1,0,1000
mel,44,4,simulated_log10,mel,1,0,1000
mel,44,4,simulated_log10,phot,1,0,1000
mel,44,4,simulated_log10,rho,1,0,1000
mel,44,6,simulated_log10,mel,1,0,1000
mel,44,6,simulated_log10,phot,1,0.001,1000
mel,44,6,simulated_log10,rho,1,0,1000
mel,44,8,simulated_log10,mel,1,0.001,1000
mel,44,8,simulated_log10,phot,1,0.007,1000
mel,44,8,simulated_log10,rho,1,0.001,1000
mel,44,10,simulated_log10,mel,1,0.007,1000
mel,44,10,simulated_log10,phot,1,0.039,1000
mel,44,10,simulated_log10,rho,1,0.01,1000
mel,45,0.5,simulated_log10,mel,1,0,1000
mel,45,0.5,simulated_log10,phot,1,0,1000
mel,45,0.5,simulated_log10,rho,1,0,1000
mel,45,1,simulated_log10,mel,1,0,1000
mel,45,1,simulated_log10,phot,1,0,1000
mel,45,1,simulated_log10,rho,1,0,1000
mel,45,2,simulated_log10,mel,1,0,1000
mel,45,2,simulated_log10,phot,1,0,1000
mel,45,2,simulated_log10,rho,1,0,1000
mel,45,4,simulated_log10,mel,1,0,1000
mel,45,4,simulated_log10,phot,1,0,1000
mel,45,4,simulated_log10,rho,1,0,1000
mel,45,6,simulated_log10,mel,1,0,1000
mel,45,6,simulated_log10,phot,1,0,1000
mel,45,6,simulated_log10,rho,1,0,1000
mel,45,8,simulated_log10,mel,1,0.001,1000
mel,45,8,simulated_log10,phot,1,0.007,1000
mel,45,8,simulated_log10,rho,1,0.001,1000
mel,45,10,simulated_log10,mel,1,0.005,1000
mel,45,10,simulated_log10,phot,1,0.04,1000
mel,45,10,simulated_log10,rho,1,0.006,1000
mel,46,0.5,simulated_log10,mel,1,0,1000
mel,46,0.5,simulated_log10,phot,1,0,1000
mel,46,0.5,simulated_log10,rho,1,0,1000
mel,46,1,simulated_log10,mel,1,0,1000
mel,46,1,simulated_log10,phot,1,0,1000
mel,46,1,simulated_log10,rho,1,0,1000
mel,46,2,simulated_log10,mel,1,0,1000
mel,46,2,simulated_log10,phot,1,0,1000
mel,46,2,simulated_log10,rho,1,0,1000
mel,46,4,simulated_log10,mel,1,0,1000
mel,46,4,simulated_log10,phot,1,0,1000
mel,46,4,simulated_log10,rho,1,0,1000
mel,46,6,simulated_log10,mel,1,0,1000
mel,46,6,simulated_log10,phot,1,0.001,1000
mel,46,6,simulated_log10,rho,1,0,1000
mel,46,8,simulated_log10,mel,1,0,1000
mel,46,8,simulated_log10,phot,1,0.005,1000
mel,46,8,simulated_log10,rho,1,0,1000
mel,46,10,simulated_log10,mel,1,0.007,1000
mel,46,10,simulated_log10,phot,1,0.032,1000
mel,46,10,simulated_log10,rho,1,0.008,1000
mel,47,0.5,simulated_log10,mel,1,0,1000
mel,47,0.5,simulated_log10,phot,1,0,1000
mel,47,0.5,simulated_log10,rho,1,0,1000
mel,47,1,simulated_log10,mel,1,0,1000
mel,47,1,simulated_log10,phot,1,0,1000
mel,47,1,simulated_log10,rho,1,0,1000
mel,47,2,simulated_log10,mel,1,0,1000
mel,47,2,simulated_log10,phot,1,0,1000
mel,47,2,simulated_log10,rho,1,0,1000
mel,47,4,simulated_log10,mel,1,0,1000
mel,47,4,simulated_log10,phot,1,0,1000
mel,47,4,simulated_log10,rho,1,0,1000
mel,47,6,simulated_log10,mel,1,0,1000
mel,47,6,simulated_log10,phot,1,0,1000
mel,47,6,simulated_log10,rho,1,0,1000
mel,47,8,simulated_log10,mel,1,0.001,1000
mel,47,8,simulated_log10,phot,1,0.005,1000
mel,47,8,simulated_log10,rho,1,0.001,1000
mel,47,10,simulated_log10,mel,1,0.005,1000
mel,47,10,simulated_log10,phot,1,0.039,1000
mel,47,10,simulated_log10,rho,1,0.003,1000
mel,48,0.5,simulated_log10,mel,1,0,1000
mel,48,0.5,simulated_log10,phot,1,0,1000
mel,48,0.5,simulated_log10,rho,1,0,1000
mel,48,1,simulated_log10,mel,1,0,1000
mel,48,1,simulated_log10,phot,1,0,1000
mel,48,1,simulated_log10,rho,1,0,1000
mel,48,2,simulated_log10,mel,1,0,1000
mel,48,2,simulated_log10,phot,1,0,1000
mel,48,2,simulated_log10,rho,1,0,1000
mel,48,4,simulated_log10,mel,1,0,1000
mel,48,4,simulated_log10,phot,1,0,1000
mel,48,4,simulated_log10,rho,1,0,1000
mel,48,6,simulated_log10,mel,1,0,1000
mel,48,6,simulated_log10,phot,1,0,1000
mel,48,6,simulated_log10,rho,1,0,1000
mel,48,8,simulated_log10,mel,1,0,1000
mel,48,8,simulated_log10,phot,1,0.001,1000
mel,48,8,simulated_log10,rho,1,0,1000
mel,48,10,simulated_log10,mel,1,0.01,1000
mel,48,10,simulated_log10,phot,1,0.037,1000
mel,48,10,simulated_log10,rho,1,0.01,1000
mel,49,0.5,simulated_log10,mel,1,0,1000
mel,49,0.5,simulated_log10,phot,1,0,1000
mel,49,0.5,simulated_log10,rho,1,0,1000
mel,49,1,simulated_log10,mel,1,0,1000
mel,49,1,simulated_log10,phot,1,0,1000
mel,49,1,simulated_log10,rho,1,0,1000
mel,49,2,simulated_log10,mel,1,0,1000
mel,49,2,simulated_log10,phot,1,0,1000
mel,49,2,simulated_log10,rho,1,0,1000
mel,49,4,simulated_log10,mel,1,0,1000
mel,49,4,simulated_log10,phot,1,0,1000
mel,49,4,simulated_log10,rho,1,0,1000
mel,49,6,simulated_log10,mel,1,0,1000
mel,49,6,simulated_log10,phot,1,0,1000
mel,49,6,simulated_log10,rho,1,0,1000
mel,49,8,simulated_log10,mel,1,0,1000
mel,49,8,simulated_log10,phot,1,0.004,1000
mel,49,8,simulated_log10,rho,1,0,1000
mel,49,10,simulated_log10,mel,1,0.003,1000
mel,49,10,simulated_log10,phot,1,0.035,1000
mel,49,10,simulated_log10,rho,0.999,0.006,1000
mel,50,0.5,simulated_log10,mel,1,0,1000
mel,50,0.5,simulated_log10,phot,1,0,1000
mel,50,0.5,simulated_log10,rho,1,0,1000
mel,50,1,simulated_log10,mel,1,0,1000
mel,50,1,simulated_log10,phot,1,0,1000
mel,50,1,simulated_log10,rho,1,0,1000
mel,50,2,simulated_log10,mel,1,0,1000
mel,50,2,simulated_log10,phot,1,0,1000
mel,50,2,simulated_log10,rho,1,0,1000
mel,50,4,simulated_log10,mel,1,0,1000
mel,50,4,simulated_log10,phot,1,0,1000
mel,50,4,simulated_log10,rho,1,0,1000
mel,50,6,simulated_log10,mel,1,0,1000
mel,50,6,simulated_log10,phot,1,0,1000
mel,50,6,simulated_log10,rho,1,0,1000
mel,50,8,simulated_log10,mel,1,0,1000
mel,50,8,simulated_log10,phot,1,0.003,1000
mel,50,8,simulated_log10,rho,1,0,1000
mel,50,10,simulated_log10,mel,1,0.006,1000
mel,50,10,simulated_log10,phot,1,0.026,1000
mel,50,10,simulated_log10,rho,1,0.008,1000
phot,2,0.5,simulated_log10,mel,0.998,0.299,1000
phot,2,0.5,simulated_log10,phot,0.999,0.11,1000
phot,2,0.5,simulated_log10,rho,0.999,0.255,1000
phot,2,1,simulated_log10,mel,1,0.369,1000
phot,2,1,simulated_log10,phot,1,0.182,1000
phot,2,1,simulated_log10,rho,1,0.321,1000
phot,2,2,simulated_log10,mel,1,0.526,1000
phot,2,2,simulated_log10,phot,1,0.32,1000
phot,2,2,simulated_log10,rho,1,0.478,1000
phot,2,4,simulated_log10,mel,1,0.7,1000
phot,2,4,simulated_log10,phot,0.999,0.561,1000
phot,2,4,simulated_log10,rho,1,0.67,1000
phot,2,6,simulated_log10,mel,1,0.767,1000
phot,2,6,simulated_log10,phot,1,0.689,1000
phot,2,6,simulated_log10,rho,1,0.75,1000
phot,2,8,simulated_log10,mel,0.999,0.813,1000
phot,2,8,simulated_log10,phot,0.998,0.773,1000
phot,2,8,simulated_log10,rho,0.999,0.807,1000
phot,2,10,simulated_log10,mel,0.999,0.8168168168168168,1000
phot,2,10,simulated_log10,phot,0.998,0.7767767767767768,1000
phot,2,10,simulated_log10,rho,0.999,0.8078078078078078,1000
phot,3,0.5,simulated_log10,mel,1,0.08,1000
phot,3,0.5,simulated_log10,phot,1,0.006,1000
phot,3,0.5,simulated_log10,rho,1,0.054,1000
phot,3,1,simulated_log10,mel,1,0.129,1000
phot,3,1,simulated_log10,phot,1,0.029,1000
phot,3,1,simulated_log10,rho,1,0.098,1000
phot,3,2,simulated_log10,mel,1,0.288,1000
phot,3,2,simulated_log10,phot,1,0.106,1000
phot,3,2,simulated_log10,rho,0.999,0.25,1000
phot,3,4,simulated_log10,mel,1,0.529,1000
phot,3,4,simulated_log10,phot,1,0.34,1000
phot,3,4,simulated_log10,rho,1,0.482,1000
phot,3,6,simulated_log10,mel,1,0.666,1000
phot,3,6,simulated_log10,phot,1,0.532,1000
phot,3,6,simulated_log10,rho,1,0.63,1000
phot,3,8,simulated_log10,mel,1,0.73,1000
phot,3,8,simulated_log10,phot,1,0.643,1000
phot,3,8,simulated_log10,rho,1,0.708,1000
phot,3,10,simulated_log10,mel,1,0.731,1000
phot,3,10,simulated_log10,phot,1,0.686,1000
phot,3,10,simulated_log10,rho,1,0.714,1000
phot,4,0.5,simulated_log10,mel,1,0.031,1000
phot,4,0.5,simulated_log10,phot,1,0.004,1000
phot,4,0.5,simulated_log10,rho,1,0.017,1000
phot,4,1,simulated_log10,mel,1,0.071,1000
phot,4,1,simulated_log10,phot,1,0.005,1000
phot,4,1,simulated_log10,rho,1,0.053,1000
phot,4,2,simulated_log10,mel,1,0.18,1000
phot,4,2,simulated_log10,phot,1,0.049,1000
phot,4,2,simulated_log10,rho,1,0.143,1000
phot,4,4,simulated_log10,mel,1,0.417,1000
phot,4,4,simulated_log10,phot,1,0.231,1000
phot,4,4,simulated_log10,rho,1,0.369,1000
phot,4,6,simulated_log10,mel,1,0.557,1000
phot,4,6,simulated_log10,phot,1,0.41,1000
phot,4,6,simulated_log10,rho,1,0.528,1000
phot,4,8,simulated_log10,mel,1,0.618,1000
