driver,n_subjects,noise_scaling,response,mean_prop_floored,sd_prop_floored,median_prop_floored,min_prop_floored,max_prop_floored,mean_n_rows_before_discard,mean_n_rows_floored,mean_n_rows_after_discard
mel,30,0.5,simulated_log10,0.5093854166666667,0.02823145546845253,0.5087962962962963,0.41759259259259257,0.6023148148148149,4320,2200.545,2119.455
mel,30,1,simulated_log10,0.509282175925926,0.027283923722878505,0.5084490740740741,0.42453703703703705,0.5979166666666667,4320,2200.099,2119.901
mel,30,2,simulated_log10,0.5088398148148148,0.02938293475466982,0.5087962962962963,0.42569444444444443,0.6145833333333334,4320,2198.188,2121.812
mel,30,4,simulated_log10,0.5091002314814815,0.027070806071578492,0.5085648148148149,0.43310185185185185,0.6048611111111111,4320,2199.313,2120.687
mel,30,6,simulated_log10,0.509900462962963,0.028284975757400566,0.5101851851851852,0.42060185185185184,0.593287037037037,4320,2202.77,2117.23
mel,30,8,simulated_log10,0.5098141203703703,0.028887372344708957,0.5101851851851852,0.41898148148148145,0.606712962962963,4320,2202.397,2117.603
mel,30,10,simulated_log10,0.5101777777777777,0.02983556500894615,0.5103009259259259,0.4287037037037037,0.61875,4320,2203.968,2116.032
mel,31,0.5,simulated_log10,0.51202979390681,0.028750736580039262,0.5123207885304659,0.43100358422939067,0.6068548387096774,4464,2285.701,2178.299
mel,31,1,simulated_log10,0.5089014336917562,0.027564110476612773,0.5095206093189963,0.41397849462365593,0.5902777777777778,4464,2271.736,2192.264
mel,31,2,simulated_log10,0.5091498655913979,0.027796613738547592,0.5079525089605734,0.4298835125448029,0.597894265232975,4464,2272.845,2191.155
mel,31,4,simulated_log10,0.5105925179211469,0.027621497566414365,0.5106406810035842,0.42473118279569894,0.6005824372759857,4464,2279.285,2184.715
mel,31,6,simulated_log10,0.5088915770609319,0.026136367837767027,0.5096326164874552,0.4220430107526882,0.5981182795698925,4464,2271.692,2192.308
mel,31,8,simulated_log10,0.5102522401433692,0.028530469659194205,0.5099686379928315,0.41868279569892475,0.6073028673835126,4464,2277.766,2186.234
mel,31,10,simulated_log10,0.5079708781362007,0.027459072576241222,0.5078405017921147,0.4249551971326165,0.619399641577061,4464,2267.582,2196.418
mel,32,0.5,simulated_log10,0.5096358506944444,0.026976024266962526,0.5094401041666667,0.4292534722222222,0.6072048611111112,4608,2348.402,2259.598
mel,32,1,simulated_log10,0.5090785590277778,0.027736019723965888,0.5087890625,0.4223090277777778,0.5837673611111112,4608,2345.834,2262.166
mel,32,2,simulated_log10,0.5094283854166667,0.028259103145678317,0.5088975694444444,0.4273003472222222,0.6013454861111112,4608,2347.446,2260.554
mel,32,4,simulated_log10,0.509587890625,0.027173734831439953,0.5094401041666667,0.4286024305555556,0.6115451388888888,4608,2348.181,2259.819
mel,32,6,simulated_log10,0.5089344618055556,0.026900880076089474,0.5084635416666666,0.41796875,0.59765625,4608,2345.17,2262.83
mel,32,8,simulated_log10,0.5103391927083333,0.026604031894027637,0.5101996527777778,0.4288194444444444,0.5930989583333334,4608,2351.643,2256.357
mel,32,10,simulated_log10,0.5093311631944445,0.0281417283215372,0.5087890625,0.4314236111111111,0.6178385416666666,4608,2346.998,2261.002
mel,33,0.5,simulated_log10,0.5100343013468014,0.026446631111352883,0.51010101010101,0.413510101010101,0.5955387205387206,4752,2423.683,2328.317
mel,33,1,simulated_log10,0.5093756313131313,0.02627767810067873,0.5098905723905723,0.42445286195286197,0.601010101010101,4752,2420.553,2331.447
mel,33,2,simulated_log10,0.5102624158249158,0.028106817157691106,0.5110479797979798,0.41603535353535354,0.5955387205387206,4752,2424.767,2327.233
mel,33,4,simulated_log10,0.5104069865319866,0.026772086211961053,0.51010101010101,0.4292929292929293,0.6056397306397306,4752,2425.454,2326.546
mel,33,6,simulated_log10,0.5091117424242424,0.027204820591085276,0.5098905723905723,0.42234848484848486,0.601010101010101,4752,2419.299,2332.701
mel,33,8,simulated_log10,0.5085986952861953,0.02723564667727137,0.507996632996633,0.4053030303030303,0.6172138047138047,4752,2416.861,2335.139
mel,33,10,simulated_log10,0.5095850168350168,0.028241247215220287,0.5085227272727273,0.42992424242424243,0.5974326599326599,4752,2421.548,2330.452
mel,34,0.5,simulated_log10,0.511436683006536,0.026405246852111684,0.5113357843137254,0.44424019607843135,0.6235702614379085,4896,2503.994,2392.006
mel,34,1,simulated_log10,0.5094264705882353,0.027938729158819682,0.5091911764705882,0.41891339869281047,0.5955882352941176,4896,2494.152,2401.848
mel,34,2,simulated_log10,0.5084319852941176,0.026369524874228764,0.5084763071895424,0.4293300653594771,0.6008986928104575,4896,2489.283,2406.717
mel,34,4,simulated_log10,0.5099983660130719,0.025888471325660755,0.5100081699346405,0.44056372549019607,0.5888480392156863,4896,2496.952,2399.048
mel,34,6,simulated_log10,0.5110753676470589,0.02673135562558251,0.510110294117647,0.4170751633986928,0.5947712418300654,4896,2502.225,2393.775
mel,34,8,simulated_log10,0.5097951388888889,0.025859182471208542,0.5093954248366013,0.40727124183006536,0.6029411764705882,4896,2495.957,2400.043
mel,34,10,simulated_log10,0.5095555555555555,0.02645389664421049,0.510110294117647,0.43300653594771243,0.5927287581699346,4896,2494.784,2401.216
mel,35,0.5,simulated_log10,0.5091791666666666,0.026043542922489563,0.5097222222222222,0.4125,0.5873015873015873,5040,2566.263,2473.737
mel,35,1,simulated_log10,0.5095412698412698,0.025940235865424613,0.5097222222222222,0.4240079365079365,0.5948412698412698,5040,2568.088,2471.912
mel,35,2,simulated_log10,0.5087001984126984,0.025689082490761583,0.5093253968253968,0.4367063492063492,0.5863095238095238,5040,2563.849,2476.151
mel,35,4,simulated_log10,0.5105273809523809,0.026507671589452442,0.5089285714285714,0.43273809523809526,0.5863095238095238,5040,2573.058,2466.942
mel,35,6,simulated_log10,0.5091444444444444,0.025765833461511727,0.5094246031746031,0.42956349206349204,0.5988095238095238,5040,2566.088,2473.912
mel,35,8,simulated_log10,0.5094281746031746,0.026800660895263586,0.5097222222222222,0.3984126984126984,0.5882936507936508,5040,2567.518,2472.482
mel,35,10,simulated_log10,0.5107601190476191,0.025731201802351687,0.5106150793650793,0.4170634920634921,0.6,5040,2574.231,2465.769
mel,36,0.5,simulated_log10,0.5110360725308642,0.025874323730225694,0.5100308641975309,0.42573302469135804,0.5879629629629629,5184,2649.211,2534.789
mel,36,1,simulated_log10,0.5102197145061729,0.02687618652362877,0.5110918209876543,0.43074845679012347,0.5864197530864198,5184,2644.979,2539.021
mel,36,2,simulated_log10,0.5102222222222222,0.02657109125639266,0.5092592592592593,0.4390432098765432,0.6140046296296297,5184,2644.992,2539.008
mel,36,4,simulated_log10,0.5105864197530864,0.02590470916559055,0.5108024691358025,0.41300154320987653,0.605516975308642,5184,2646.88,2537.12
mel,36,6,simulated_log10,0.5100289351851852,0.02572805605671183,0.5099344135802468,0.43364197530864196,0.5966435185185185,5184,2643.99,2540.01
mel,36,8,simulated_log10,0.5106765046296297,0.025193071966486867,0.5102237654320988,0.4315200617283951,0.5945216049382716,5184,2647.347,2536.653
mel,36,10,simulated_log10,0.5094255401234568,0.025887452582833724,0.5082947530864198,0.4367283950617284,0.6101466049382716,5184,2640.862,2543.138
mel,37,0.5,simulated_log10,0.5108406531531532,0.025433789938719323,0.510792042042042,0.4427552552552553,0.6007882882882883,5328,2721.759,2606.241
mel,37,1,simulated_log10,0.5102387387387387,0.025267932619523998,0.5088213213213213,0.43843843843843844,0.5908408408408409,5328,2718.552,2609.448
mel,37,2,simulated_log10,0.5099551426426426,0.025295047015488417,0.5086336336336337,0.44144144144144143,0.6056681681681682,5328,2717.041,2610.959
mel,37,4,simulated_log10,0.5095275900900901,0.025620782237917136,0.5089151651651651,0.4361861861861862,0.6002252252252253,5328,2714.763,2613.237
mel,37,6,simulated_log10,0.5108691816816817,0.02574368042730905,0.5111674174174174,0.4127252252252252,0.5987237237237237,5328,2721.911,2606.089
mel,37,8,simulated_log10,0.5098838213213214,0.02501020999503062,0.5093843843843844,0.4375,0.6021021021021021,5328,2716.661,2611.339
mel,37,10,simulated_log10,0.5103340840840841,0.026505786793556838,0.5101351351351351,0.4329954954954955,0.5910285285285285,5328,2719.06,2608.94
mel,38,0.5,simulated_log10,0.5095555555555555,0.024500623651660516,0.5098684210526315,0.43256578947368424,0.5889985380116959,5472,2788.288,2683.712
mel,38,1,simulated_log10,0.5084784356725146,0.02543562591811096,0.5080409356725146,0.42123538011695905,0.6010599415204678,5472,2782.394,2689.606
mel,38,2,simulated_log10,0.5098077485380117,0.02513874322522832,0.5096856725146199,0.43567251461988304,0.5963084795321637,5472,2789.668,2682.332
mel,38,4,simulated_log10,0.5100592105263158,0.024627102522162502,0.5085891812865497,0.42178362573099415,0.6301169590643275,5472,2791.044,2680.956
mel,38,6,simulated_log10,0.510436403508772,0.024758730589546363,0.5105994152046783,0.43640350877192985,0.5849780701754386,5472,2793.108,2678.892
mel,38,8,simulated_log10,0.5079656432748538,0.02522800869088404,0.5063048245614035,0.4247076023391813,0.5864400584795322,5472,2779.588,2692.412
mel,38,10,simulated_log10,0.5100131578947369,0.02608787522977796,0.5093201754385965,0.42160087719298245,0.5884502923976608,5472,2790.792,2681.208
mel,39,0.5,simulated_log10,0.5096832264957265,0.02463758286288421,0.5097934472934473,0.4268162393162393,0.5933048433048433,5616,2862.381,2753.619
mel,39,1,simulated_log10,0.509386396011396,0.025417047090678057,0.5090811965811965,0.4230769230769231,0.5990028490028491,5616,2860.714,2755.286
mel,39,2,simulated_log10,0.5098196225071225,0.02481417339028353,0.5097934472934473,0.4334045584045584,0.573005698005698,5616,2863.147,2752.853
mel,39,4,simulated_log10,0.509943198005698,0.024930866446657735,0.5094373219373219,0.41043447293447294,0.5877849002849003,5616,2863.841,2752.159
mel,39,6,simulated_log10,0.5095694444444444,0.02474436172252019,0.5085470085470085,0.43803418803418803,0.594551282051282,5616,2861.742,2754.258
mel,39,8,simulated_log10,0.5091406695156695,0.02494203408278645,0.5097934472934473,0.4342948717948718,0.5842236467236467,5616,2859.334,2756.666
mel,39,10,simulated_log10,0.5103855056980057,0.02380091820411351,0.50997150997151,0.4305555555555556,0.6107549857549858,5616,2866.325,2749.675
mel,40,0.5,simulated_log10,0.5094416666666667,0.02485749485043258,0.5101562500000001,0.4329861111111111,0.5930555555555556,5760,2934.384,2825.616
mel,40,1,simulated_log10,0.5102480902777777,0.025907665191026465,0.5100694444444445,0.4296875,0.6038194444444445,5760,2939.029,2820.971
mel,40,2,simulated_log10,0.5093461805555556,0.024026027938735893,0.5095486111111112,0.4317708333333333,0.6114583333333333,5760,2933.834,2826.166
mel,40,4,simulated_log10,0.5101404513888889,0.0247990779222205,0.509375,0.4322916666666667,0.5987847222222222,5760,2938.409,2821.591
mel,40,6,simulated_log10,0.5101970486111111,0.025232054711026162,0.5094618055555555,0.4284722222222222,0.6048611111111111,5760,2938.735,2821.265
mel,40,8,simulated_log10,0.5106048611111111,0.02488730532644359,0.5103298611111111,0.4409722222222222,0.6020833333333333,5760,2941.084,2818.916
mel,40,10,simulated_log10,0.5089993055555555,0.024568246275942947,0.5088541666666666,0.4440972222222222,0.5991319444444444,5760,2931.836,2828.164
mel,41,0.5,simulated_log10,0.5094092140921409,0.02367617614515178,0.5088922764227642,0.4349593495934959,0.5828252032520326,5904,3007.552,2896.448
mel,41,1,simulated_log10,0.5090790989159891,0.02533628461904614,0.50829945799458,0.4400406504065041,0.5899390243902439,5904,3005.603,2898.397
mel,41,2,simulated_log10,0.5114684959349594,0.025119646786088908,0.5113482384823849,0.43597560975609756,0.603150406504065,5904,3019.71,2884.29
mel,41,4,simulated_log10,0.5116864837398374,0.024507412676700337,0.5125338753387534,0.4339430894308943,0.5872289972899729,5904,3020.997,2883.003
mel,41,6,simulated_log10,0.5086270325203252,0.024129048474820954,0.5096544715447154,0.4000677506775068,0.5833333333333334,5904,3002.934,2901.066
mel,41,8,simulated_log10,0.5103716124661246,0.024003513161055742,0.5099932249322493,0.43902439024390244,0.5855352303523035,5904,3013.234,2890.766
mel,41,10,simulated_log10,0.510721714092141,0.024461637532688995,0.5099932249322493,0.43546747967479676,0.5757113821138211,5904,3015.301,2888.699
mel,42,0.5,simulated_log10,0.5103050595238096,0.02475866411524362,0.5102513227513228,0.4307208994708995,0.5992063492063492,6048,3086.325,2961.675
mel,42,1,simulated_log10,0.5107354497354497,0.02402764584275981,0.5104166666666666,0.44758597883597884,0.5932539682539683,6048,3088.928,2959.072
mel,42,2,simulated_log10,0.5114032738095238,0.023219396652671663,0.511656746031746,0.42939814814814814,0.5954034391534392,6048,3092.967,2955.033
mel,42,4,simulated_log10,0.5103521825396825,0.02382338228254789,0.5110780423280423,0.44130291005291006,0.5985449735449735,6048,3086.61,2961.39
mel,42,6,simulated_log10,0.5108445767195767,0.023218338464711375,0.5105820105820106,0.4436177248677249,0.5846560846560847,6048,3089.588,2958.412
mel,42,8,simulated_log10,0.509307208994709,0.022846098203995156,0.5087632275132276,0.43253968253968256,0.58994708994709,6048,3080.29,2967.71
mel,42,10,simulated_log10,0.510000992063492,0.02361606987168425,0.5099206349206349,0.43816137566137564,0.5753968253968254,6048,3084.486,2963.514
mel,43,0.5,simulated_log10,0.5098150839793282,0.02413285081852598,0.5094476744186047,0.4326550387596899,0.5818798449612403,6192,3156.775,3035.225
mel,43,1,simulated_log10,0.5095450581395349,0.024081818292858572,0.5103359173126615,0.42958656330749356,0.5909237726098191,6192,3155.103,3036.897
mel,43,2,simulated_log10,0.5104467054263566,0.022089768327226107,0.5109819121447028,0.43992248062015504,0.5718669250645995,6192,3160.686,3031.314
mel,43,4,simulated_log10,0.509937177002584,0.02393756852831951,0.5104974160206718,0.43879198966408267,0.5943152454780362,6192,3157.531,3034.469
mel,43,6,simulated_log10,0.5091765180878552,0.023104619619819203,0.5085594315245479,0.4339470284237726,0.5935077519379846,6192,3152.821,3039.179
mel,43,8,simulated_log10,0.5108955103359173,0.023436497665137144,0.5106589147286822,0.4310400516795866,0.5925387596899225,6192,3163.465,3028.535
mel,43,10,simulated_log10,0.5093385012919897,0.024485974162440208,0.5094476744186047,0.40891472868217055,0.5968992248062015,6192,3153.824,3038.176
mel,44,0.5,simulated_log10,0.5086669823232324,0.02360806142221602,0.5078125,0.4354482323232323,0.5815972222222222,6336,3222.914,3113.086
mel,44,1,simulated_log10,0.5089187184343434,0.022370031598199423,0.5085227272727273,0.4411300505050505,0.5784406565656566,6336,3224.509,3111.491
mel,44,2,simulated_log10,0.5084125631313131,0.022730449124245242,0.5090751262626263,0.4427083333333333,0.5894886363636364,6336,3221.302,3114.698
mel,44,4,simulated_log10,0.5106226325757576,0.02400595623336155,0.5097064393939394,0.43892045454545453,0.5965909090909091,6336,3235.305,3100.695
mel,44,6,simulated_log10,0.5100902777777778,0.023146806685209766,0.5097853535353535,0.4166666666666667,0.5912247474747475,6336,3231.932,3104.068
mel,44,8,simulated_log10,0.5080967487373738,0.023626192377599945,0.5081281565656566,0.4384469696969697,0.5890151515151515,6336,3219.301,3116.699
mel,44,10,simulated_log10,0.5107929292929293,0.02278644304607072,0.5109690656565656,0.43876262626262624,0.5804924242424242,6336,3236.384,3099.616
mel,45,0.5,simulated_log10,0.5105552469135802,0.02411134292878521,0.5104938271604939,0.43842592592592594,0.582716049382716,6480,3308.398,3171.602
mel,45,1,simulated_log10,0.5105699074074074,0.023221124700578157,0.511496913580247,0.4447530864197531,0.582253086419753,6480,3308.493,3171.507
mel,45,2,simulated_log10,0.5102993827160494,0.022921088633292678,0.5104166666666667,0.43657407407407406,0.5959876543209877,6480,3306.74,3173.26
mel,45,4,simulated_log10,0.5114780864197531,0.02339090380670194,0.5100308641975309,0.44367283950617287,0.5929012345679012,6480,3314.378,3165.622
mel,45,6,simulated_log10,0.5098918209876543,0.023412636268668578,0.5097222222222222,0.4367283950617284,0.5842592592592593,6480,3304.099,3175.901
mel,45,8,simulated_log10,0.5099197530864198,0.023628529417500335,0.5091820987654321,0.42299382716049383,0.5836419753086419,6480,3304.28,3175.72
mel,45,10,simulated_log10,0.5099432098765432,0.021925166855500437,0.5100308641975309,0.44799382716049385,0.5859567901234568,6480,3304.432,3175.568
mel,46,0.5,simulated_log10,0.5101536835748792,0.02202734589932144,0.5089070048309179,0.4186292270531401,0.5780495169082126,6624,3379.258,3244.742
mel,46,1,simulated_log10,0.5087374698067633,0.02334994243709559,0.5080012077294686,0.42995169082125606,0.5960144927536232,6624,3369.877,3254.123
mel,46,2,simulated_log10,0.5100353260869566,0.02178298646831825,0.5097373188405797,0.4361413043478261,0.5783514492753623,6624,3378.474,3245.526
mel,46,4,simulated_log10,0.5095149456521739,0.02211072763891431,0.5088315217391304,0.4251207729468599,0.5954106280193237,6624,3375.027,3248.973
mel,46,6,simulated_log10,0.5093686594202899,0.023697873904992672,0.5090579710144928,0.44580314009661837,0.6068840579710145,6624,3374.058,3249.942
mel,46,8,simulated_log10,0.5097149758454106,0.022769397313797738,0.5095863526570048,0.4258756038647343,0.5958635265700483,6624,3376.352,3247.648
mel,46,10,simulated_log10,0.5100907306763285,0.023239499505297384,0.5093599033816425,0.44308574879227053,0.5905797101449275,6624,3378.841,3245.159
mel,47,0.5,simulated_log10,0.509163268321513,0.022410609913111175,0.5094562647754137,0.43469267139479906,0.5825945626477541,6768,3446.017,3321.983
mel,47,1,simulated_log10,0.5091648936170213,0.023092750392690608,0.5085697399527187,0.4375,0.586436170212766,6768,3446.028,3321.972
mel,47,2,simulated_log10,0.5092473404255319,0.022610134161153744,0.5082003546099291,0.43690898345153667,0.5923463356973995,6768,3446.586,3321.414
mel,47,4,simulated_log10,0.5095174349881797,0.023031561350377944,0.5093823877068557,0.4450354609929078,0.5834810874704491,6768,3448.414,3319.586
mel,47,6,simulated_log10,0.5104456264775413,0.022750752204656107,0.5098995271867612,0.43690898345153667,0.5809692671394799,6768,3454.696,3313.304
mel,47,8,simulated_log10,0.5095401891252955,0.022198208373052752,0.5095301418439717,0.4360224586288416,0.5784574468085106,6768,3448.568,3319.432
mel,47,10,simulated_log10,0.5108017139479906,0.022339319273570718,0.5104905437352246,0.43439716312056736,0.5985520094562647,6768,3457.106,3310.894
mel,48,0.5,simulated_log10,0.5096799768518518,0.022421933840429578,0.5093315972222223,0.4453125,0.5931712962962963,6912,3522.908,3389.092
mel,48,1,simulated_log10,0.5111458333333333,0.022782578944920157,0.5111400462962963,0.4444444444444444,0.5856481481481481,6912,3533.04,3378.96
mel,48,2,simulated_log10,0.5096401909722222,0.022685226078075434,0.5094762731481481,0.44632523148148145,0.5896990740740741,6912,3522.633,3389.367
mel,48,4,simulated_log10,0.5092591145833333,0.0221740604854819,0.5088252314814815,0.43677662037037035,0.5946180555555556,6912,3519.999,3392.001
mel,48,6,simulated_log10,0.5093793402777778,0.023407634085823498,0.5094762731481481,0.4427083333333333,0.5801504629629629,6912,3520.83,3391.17
mel,48,8,simulated_log10,0.5088499710648148,0.02225825992874579,0.5090422453703705,0.4379340277777778,0.5776909722222222,6912,3517.171,3394.829
mel,48,10,simulated_log10,0.5099024884259259,0.023120584606747898,0.5096209490740742,0.4405381944444444,0.5928819444444444,6912,3524.446,3387.554
mel,49,0.5,simulated_log10,0.5094353741496599,0.022068530804691306,0.5097789115646258,0.4420351473922903,0.5722789115646258,7056,3594.576,3461.424
mel,49,1,simulated_log10,0.5089044784580499,0.02215297373266106,0.5080073696145124,0.44501133786848074,0.5834750566893424,7056,3590.83,3465.17
mel,49,2,simulated_log10,0.5087729591836735,0.02182077300147611,0.5082908163265306,0.4488378684807256,0.5751133786848073,7056,3589.902,3466.098
mel,49,4,simulated_log10,0.5109111394557823,0.02278320185138344,0.510062358276644,0.44727891156462585,0.5891439909297053,7056,3604.989,3451.011
mel,49,6,simulated_log10,0.510952806122449,0.022041873075499648,0.5102040816326531,0.4413265306122449,0.5904195011337868,7056,3605.283,3450.717
mel,49,8,simulated_log10,0.5106153628117914,0.022562679536705,0.5104166666666666,0.43679138321995464,0.5837585034013606,7056,3602.902,3453.098
mel,49,10,simulated_log10,0.5088860544217687,0.022395780041513148,0.5088577097505669,0.43480725623582767,0.5800736961451247,7056,3590.7,3465.3
mel,50,0.5,simulated_log10,0.5093705555555555,0.021646071378192692,0.5095833333333334,0.43916666666666665,0.5797222222222222,7200,3667.468,3532.532
mel,50,1,simulated_log10,0.5106440277777777,0.022749576322058672,0.5102777777777778,0.4452777777777778,0.5858333333333333,7200,3676.637,3523.363
mel,50,2,simulated_log10,0.5104080555555556,0.022063033427739253,0.5108333333333334,0.4426388888888889,0.5968055555555556,7200,3674.938,3525.062
mel,50,4,simulated_log10,0.5106513888888888,0.02259586231822983,0.5110416666666666,0.43680555555555556,0.6034722222222222,7200,3676.69,3523.31
mel,50,6,simulated_log10,0.5095204166666667,0.021598318342805806,0.5097222222222222,0.44472222222222224,0.58125,7200,3668.547,3531.453
mel,50,8,simulated_log10,0.5100344444444445,0.021532029592216517,0.51,0.45069444444444445,0.5781944444444445,7200,3672.248,3527.752
mel,50,10,simulated_log10,0.5099497222222222,0.022127203323932892,0.5096527777777777,0.43166666666666664,0.5823611111111111,7200,3671.638,3528.362
phot,2,0.5,simulated_log10,0.6611423611111111,0.10164984692152033,0.6597222222222222,0.3854166666666667,0.9930555555555556,288,190.409,97.591
phot,2,1,simulated_log10,0.6653993055555556,0.10105866062405088,0.6597222222222222,0.3923611111111111,0.9409722222222222,288,191.635,96.365
phot,2,2,simulated_log10,0.6649965277777777,0.10007389638641737,0.6631944444444444,0.3680555555555556,0.9340277777777778,288,191.519,96.481
phot,2,4,simulated_log10,0.6596319444444444,0.10503862219885733,0.6597222222222222,0.3020833333333333,0.9722222222222222,288,189.974,98.026
phot,2,6,simulated_log10,0.6646527777777778,0.10447737093750659,0.6597222222222222,0.2847222222222222,0.9444444444444444,288,191.42,96.58
phot,2,8,simulated_log10,0.6638368055555556,0.10641633613599094,0.6597222222222222,0.3611111111111111,0.9965277777777778,288,191.185,96.815
phot,2,10,simulated_log10,0.6698541666666666,0.10727794780604942,0.6701388888888888,0.3402777777777778,1,288,192.918,95.082
phot,3,0.5,simulated_log10,0.6636458333333334,0.08348458122707646,0.6620370370370371,0.39351851851851855,0.8981481481481481,432,286.695,145.305
phot,3,1,simulated_log10,0.667212962962963,0.08056778428997702,0.6689814814814815,0.4351851851851852,0.8958333333333334,432,288.236,143.764
phot,3,2,simulated_log10,0.6688958333333334,0.0856703969582607,0.6712962962962963,0.38657407407407407,0.8888888888888888,432,288.963,143.037
phot,3,4,simulated_log10,0.6637916666666667,0.0838148529322922,0.6597222222222222,0.40046296296296297,0.9050925925925926,432,286.758,145.242
phot,3,6,simulated_log10,0.6672523148148148,0.08499245729357742,0.6643518518518519,0.41435185185185186,0.9236111111111112,432,288.253,143.747
phot,3,8,simulated_log10,0.6678726851851852,0.08416947090403613,0.6643518518518519,0.42824074074074076,0.9189814814814815,432,288.521,143.479
phot,3,10,simulated_log10,0.6648842592592593,0.08247020834488211,0.6666666666666666,0.42824074074074076,0.9097222222222222,432,287.23,144.77
phot,4,0.5,simulated_log10,0.6692222222222223,0.06935926401963073,0.6666666666666666,0.4756944444444444,0.8923611111111112,576,385.472,190.528
phot,4,1,simulated_log10,0.6636180555555555,0.07208082141138535,0.6597222222222222,0.4670138888888889,0.8854166666666666,576,382.244,193.756
phot,4,2,simulated_log10,0.6605590277777778,0.07147999450774326,0.6597222222222222,0.4548611111111111,0.9305555555555556,576,380.482,195.518
phot,4,4,simulated_log10,0.6578663194444444,0.07217280192293116,0.65625,0.4131944444444444,0.8784722222222222,576,378.931,197.069
phot,4,6,simulated_log10,0.6699184027777778,0.07353144318262116,0.6701388888888888,0.4635416666666667,0.9548611111111112,576,385.873,190.127
phot,4,8,simulated_log10,0.6643055555555556,0.07061168853128588,0.6623263888888888,0.4496527777777778,0.9270833333333334,576,382.64,193.36
phot,4,10,simulated_log10,0.6658055555555555,0.07222265133595987,0.6649305555555556,0.4652777777777778,0.9201388888888888,576,383.504,192.496
phot,5,0.5,simulated_log10,0.6618069444444444,0.06569746138383924,0.6625,0.48333333333333334,0.8625,720,476.501,243.499
phot,5,1,simulated_log10,0.6624930555555556,0.0625157850128089,0.6625,0.46111111111111114,0.8666666666666667,720,476.995,243.005
phot,5,2,simulated_log10,0.6672263888888889,0.06604627289855444,0.6652777777777777,0.4625,0.8638888888888889,720,480.403,239.597
phot,5,4,simulated_log10,0.6657375,0.06408467024425774,0.6652777777777777,0.49583333333333335,0.8958333333333334,720,479.331,240.669
phot,5,6,simulated_log10,0.6626638888888889,0.06759199376051686,0.6569444444444444,0.4708333333333333,0.9041666666666667,720,477.118,242.882
phot,5,8,simulated_log10,0.6614847222222222,0.06709763080218305,0.6625,0.4652777777777778,0.9277777777777778,720,476.269,243.731
phot,5,10,simulated_log10,0.6636875,0.06530816420471629,0.6638888888888889,0.4708333333333333,0.8472222222222222,720,477.855,242.145
phot,6,0.5,simulated_log10,0.6623877314814814,0.05914692384491582,0.6620370370370371,0.46064814814814814,0.8379629629629629,864,572.303,291.697
phot,6,1,simulated_log10,0.6651724537037037,0.05978944048533511,0.6655092592592593,0.5046296296296297,0.84375,864,574.709,289.291
phot,6,2,simulated_log10,0.6622511574074074,0.058204979037809426,0.6631944444444444,0.4965277777777778,0.8935185185185185,864,572.185,291.815
phot,6,4,simulated_log10,0.6648425925925926,0.060333835274085854,0.6631944444444444,0.49074074074074076,0.8657407407407407,864,574.424,289.576
phot,6,6,simulated_log10,0.6641909722222222,0.05820524286967285,0.6637731481481481,0.44675925925925924,0.8402777777777778,864,573.861,290.139
phot,6,8,simulated_log10,0.6634560185185185,0.0583667139756476,0.6631944444444444,0.48726851851851855,0.84375,864,573.226,290.774
phot,6,10,simulated_log10,0.6647071759259259,0.06078812568002636,0.6620370370370371,0.44212962962962965,0.8587962962962963,864,574.307,289.693
phot,7,0.5,simulated_log10,0.6627688492063492,0.05495175857339702,0.6636904761904762,0.4751984126984127,0.8492063492063492,1008,668.071,339.929
phot,7,1,simulated_log10,0.6643085317460318,0.056267019158915375,0.6646825396825397,0.45535714285714285,0.8184523809523809,1008,669.623,338.377
phot,7,2,simulated_log10,0.6637400793650794,0.053070122690604536,0.6646825396825397,0.4623015873015873,0.8115079365079365,1008,669.05,338.95
phot,7,4,simulated_log10,0.6677728174603175,0.05623667592031983,0.6686507936507936,0.5168650793650794,0.8432539682539683,1008,673.115,334.885
phot,7,6,simulated_log10,0.6628988095238095,0.05285665410256973,0.6626984126984127,0.5009920634920635,0.8263888888888888,1008,668.202,339.798
phot,7,8,simulated_log10,0.6635267857142857,0.05585346974127046,0.6636904761904762,0.49702380952380953,0.8740079365079365,1008,668.835,339.165
phot,7,10,simulated_log10,0.6661984126984127,0.052607876958643454,0.6656746031746031,0.5079365079365079,0.8412698412698413,1008,671.528,336.472
phot,8,0.5,simulated_log10,0.6645824652777778,0.05083704180068215,0.6666666666666666,0.4522569444444444,0.8107638888888888,1152,765.599,386.401
phot,8,1,simulated_log10,0.6651840277777777,0.05239824071132526,0.6623263888888888,0.5,0.828125,1152,766.292,385.708
phot,8,2,simulated_log10,0.6628324652777778,0.050830356590755695,0.6605902777777778,0.5121527777777778,0.8064236111111112,1152,763.583,388.417
phot,8,4,simulated_log10,0.6675998263888889,0.05166478049822044,0.6657986111111112,0.5034722222222222,0.8654513888888888,1152,769.075,382.925
phot,8,6,simulated_log10,0.6612092013888888,0.05016336841506939,0.6605902777777778,0.5260416666666666,0.828125,1152,761.713,390.287
phot,8,8,simulated_log10,0.666625,0.051348467533609506,0.6649305555555556,0.4965277777777778,0.8559027777777778,1152,767.952,384.048
phot,8,10,simulated_log10,0.6629791666666667,0.05147447079960456,0.6631944444444444,0.5182291666666666,0.8350694444444444,1152,763.752,388.248
