driver,n_subjects,noise_scaling,response,mean_prop_floored,sd_prop_floored,median_prop_floored,min_prop_floored,max_prop_floored,mean_n_rows_before_discard,mean_n_rows_floored,mean_n_rows_after_discard
mel,5,4,simulated_log10,0.5113444444444445,0.06999861985847097,0.5111111111111111,0.275,0.7416666666666667,720,368.168,351.832
mel,5,6,simulated_log10,0.5104055555555556,0.06998344842477972,0.5069444444444444,0.31805555555555554,0.775,720,367.492,352.508
mel,5,8,simulated_log10,0.5106319444444445,0.07102657717158423,0.5076388888888889,0.3263888888888889,0.775,720,367.655,352.345
mel,5,10,simulated_log10,0.5112611111111112,0.07063557405864417,0.5083333333333333,0.2902777777777778,0.7791666666666667,720,368.108,351.892
mel,6,0.5,simulated_log10,0.5091574074074074,0.06368252496512525,0.5081018518518519,0.33796296296296297,0.6990740740740741,864,439.912,424.088
mel,6,1,simulated_log10,0.5092777777777778,0.06615490831151084,0.5057870370370371,0.3402777777777778,0.7256944444444444,864,440.016,423.984
mel,6,2,simulated_log10,0.5065590277777777,0.06415178690425669,0.5046296296296297,0.30787037037037035,0.7106481481481481,864,437.667,426.333
mel,6,4,simulated_log10,0.5105509259259259,0.0633372334476815,0.5081018518518519,0.3298611111111111,0.7291666666666666,864,441.116,422.884
mel,6,6,simulated_log10,0.5089548611111111,0.06154562678784622,0.5057870370370371,0.27314814814814814,0.7534722222222222,864,439.737,424.263
mel,6,8,simulated_log10,0.5090439814814814,0.06371114644065536,0.5069444444444444,0.3148148148148148,0.7372685185185185,864,439.814,424.186
mel,6,10,simulated_log10,0.5082372685185185,0.06627982907683898,0.5034722222222222,0.27314814814814814,0.7337962962962963,864,439.117,424.883
mel,7,0.5,simulated_log10,0.5087113095238095,0.06052013844227681,0.5089285714285714,0.30158730158730157,0.6994047619047619,1008,512.781,495.219
mel,7,1,simulated_log10,0.50925,0.059643625537711076,0.5074404761904762,0.3392857142857143,0.7162698412698413,1008,513.324,494.676
mel,7,2,simulated_log10,0.507563492063492,0.058808437789638256,0.5029761904761905,0.34523809523809523,0.7271825396825397,1008,511.624,496.376
mel,7,4,simulated_log10,0.5112708333333333,0.05683650241715503,0.5079365079365079,0.3601190476190476,0.6934523809523809,1008,515.361,492.639
mel,7,6,simulated_log10,0.512610119047619,0.05821376465680726,0.5109126984126984,0.35119047619047616,0.7490079365079365,1008,516.711,491.289
mel,7,8,simulated_log10,0.5138323412698412,0.05920847117275633,0.5109126984126984,0.3402777777777778,0.7063492063492064,1008,517.943,490.057
mel,7,10,simulated_log10,0.5075843253968254,0.05933566705553911,0.5049603174603174,0.3343253968253968,0.7003968253968254,1008,511.645,496.355
mel,8,0.5,simulated_log10,0.5086779513888889,0.05529094198124758,0.5069444444444444,0.3706597222222222,0.7196180555555556,1152,585.997,566.003
mel,8,1,simulated_log10,0.5133194444444444,0.05368279139893653,0.5104166666666666,0.3524305555555556,0.6857638888888888,1152,591.344,560.656
mel,8,2,simulated_log10,0.5100842013888889,0.05462311555922178,0.5095486111111112,0.328125,0.703125,1152,587.617,564.383
mel,8,4,simulated_log10,0.5102152777777778,0.0535478521726006,0.5112847222222222,0.3211805555555556,0.6831597222222222,1152,587.768,564.232
mel,8,6,simulated_log10,0.5077291666666667,0.0536267784565982,0.5078125,0.3402777777777778,0.6796875,1152,584.904,567.096
mel,8,8,simulated_log10,0.5110633680555555,0.05416392151288904,0.5078125,0.3368055555555556,0.7161458333333334,1152,588.745,563.255
mel,8,10,simulated_log10,0.5111597222222222,0.056632569906789526,0.5112847222222222,0.3472222222222222,0.7152777777777778,1152,588.856,563.144
mel,9,0.5,simulated_log10,0.5108811728395062,0.052060556644460354,0.5108024691358025,0.3441358024691358,0.7083333333333334,1296,662.102,633.898
mel,9,1,simulated_log10,0.5113518518518518,0.05309549270480462,0.5096450617283951,0.3595679012345679,0.6820987654320988,1296,662.712,633.288
mel,9,2,simulated_log10,0.510496913580247,0.05165396070634701,0.5108024691358025,0.3557098765432099,0.6689814814814815,1296,661.604,634.396
mel,9,4,simulated_log10,0.5061905864197531,0.05047639883303749,0.5061728395061729,0.3425925925925926,0.6574074074074074,1296,656.023,639.977
mel,9,6,simulated_log10,0.5103302469135802,0.053342141587134205,0.5077160493827161,0.36496913580246915,0.7052469135802469,1296,661.388,634.612
mel,9,8,simulated_log10,0.5067006172839507,0.05225193298718999,0.5054012345679012,0.33641975308641975,0.6898148148148148,1296,656.684,639.316
mel,9,10,simulated_log10,0.5090570987654321,0.05287676107050496,0.5061728395061729,0.345679012345679,0.6759259259259259,1296,659.738,636.262
mel,10,0.5,simulated_log10,0.5135083333333333,0.04904269273196327,0.5083333333333333,0.38263888888888886,0.65625,1440,739.452,700.548
mel,10,1,simulated_log10,0.5081111111111111,0.04904133388247285,0.5083333333333333,0.35,0.68125,1440,731.68,708.32
mel,10,2,simulated_log10,0.5088347222222223,0.04960412803594558,0.50625,0.3840277777777778,0.6861111111111111,1440,732.722,707.278
mel,10,4,simulated_log10,0.5094430555555556,0.04932903489370791,0.5083333333333333,0.3541666666666667,0.6909722222222222,1440,733.598,706.402
mel,10,6,simulated_log10,0.5092680555555555,0.05060686349647497,0.5090277777777777,0.3819444444444444,0.6763888888888889,1440,733.346,706.654
mel,10,8,simulated_log10,0.5097256944444445,0.04868180988952157,0.5097222222222222,0.3763888888888889,0.6736111111111112,1440,734.005,705.995
mel,10,10,simulated_log10,0.5070736111111112,0.04907436624824097,0.5069444444444444,0.36180555555555555,0.6791666666666667,1440,730.186,709.814
mel,11,0.5,simulated_log10,0.510352904040404,0.04874715333002891,0.5082070707070707,0.3611111111111111,0.6414141414141414,1584,808.399,775.601
mel,11,1,simulated_log10,0.5076066919191919,0.04563169169089781,0.5063131313131313,0.3693181818181818,0.6483585858585859,1584,804.049,779.951
mel,11,2,simulated_log10,0.5094987373737374,0.04636200879081379,0.5082070707070707,0.3712121212121212,0.6755050505050505,1584,807.046,776.954
mel,11,4,simulated_log10,0.5082449494949495,0.04743552647675504,0.5059974747474747,0.380050505050505,0.6597222222222222,1584,805.06,778.94
mel,11,6,simulated_log10,0.5109261363636364,0.046490705650836094,0.5107323232323232,0.3661616161616162,0.6521464646464646,1584,809.307,774.693
mel,11,8,simulated_log10,0.5119551767676768,0.04663509633873748,0.5107323232323232,0.3712121212121212,0.6925505050505051,1584,810.937,773.063
mel,11,10,simulated_log10,0.5116982323232323,0.0471566763856394,0.51010101010101,0.3661616161616162,0.6698232323232324,1584,810.53,773.47
mel,12,0.5,simulated_log10,0.5083327546296297,0.04646593193130674,0.5063657407407407,0.3744212962962963,0.6591435185185185,1728,878.399,849.601
mel,12,1,simulated_log10,0.5089664351851851,0.045885192989756796,0.5086805555555556,0.3715277777777778,0.6597222222222222,1728,879.494,848.506
mel,12,2,simulated_log10,0.5090196759259259,0.04196573677873278,0.5075231481481481,0.3923611111111111,0.6348379629629629,1728,879.586,848.414
mel,12,4,simulated_log10,0.5091498842592592,0.04399011377635169,0.5083912037037037,0.37037037037037035,0.6498842592592593,1728,879.811,848.189
mel,12,6,simulated_log10,0.5109606481481481,0.04374164618697459,0.5112847222222222,0.38136574074074076,0.6475694444444444,1728,882.94,845.06
mel,12,8,simulated_log10,0.507847800925926,0.045219531318930056,0.5081018518518519,0.34780092592592593,0.6660879629629629,1728,877.561,850.439
mel,12,10,simulated_log10,0.5097314814814815,0.04529586210574925,0.5066550925925926,0.36689814814814814,0.7309027777777778,1728,880.816,847.184
mel,13,0.5,simulated_log10,0.5116276709401709,0.04450170692644526,0.5112179487179487,0.38835470085470086,0.6538461538461539,1872,957.767,914.233
mel,13,1,simulated_log10,0.5104978632478633,0.04390121247140429,0.5101495726495726,0.3840811965811966,0.6837606837606838,1872,955.652,916.348
mel,13,2,simulated_log10,0.5101495726495726,0.04353262503654962,0.5085470085470085,0.38514957264957267,0.6960470085470085,1872,955,917
mel,13,4,simulated_log10,0.5110646367521368,0.042492420807297926,0.5101495726495726,0.36485042735042733,0.6602564102564102,1872,956.713,915.287
mel,13,6,simulated_log10,0.5091169871794872,0.04523979365448408,0.5072115384615384,0.36752136752136755,0.6378205128205128,1872,953.067,918.933
mel,13,8,simulated_log10,0.5093733974358974,0.04378360281370571,0.5085470085470085,0.3840811965811966,0.6485042735042735,1872,953.547,918.453
mel,13,10,simulated_log10,0.5068840811965812,0.04234460337332415,0.5064102564102564,0.37927350427350426,0.6447649572649573,1872,948.887,923.113
mel,14,0.5,simulated_log10,0.5076547619047619,0.0428911976490428,0.5054563492063492,0.3819444444444444,0.6567460317460317,2016,1023.432,992.568
mel,14,1,simulated_log10,0.5108764880952381,0.041872635534653646,0.5124007936507936,0.36408730158730157,0.6493055555555556,2016,1029.927,986.073
mel,14,2,simulated_log10,0.5102306547619048,0.04187677242903384,0.5109126984126984,0.39087301587301587,0.6661706349206349,2016,1028.625,987.375
mel,14,4,simulated_log10,0.5094742063492064,0.041532559636733905,0.5096726190476191,0.3784722222222222,0.6190476190476191,2016,1027.1,988.9
mel,14,6,simulated_log10,0.5101835317460317,0.041685084681621715,0.5094246031746031,0.38244047619047616,0.6587301587301587,2016,1028.53,987.47
mel,14,8,simulated_log10,0.5099970238095238,0.04284809992783801,0.5086805555555556,0.38095238095238093,0.6403769841269841,2016,1028.154,987.846
mel,14,10,simulated_log10,0.5087733134920635,0.04253811409455503,0.5079365079365079,0.37549603174603174,0.6299603174603174,2016,1025.687,990.313
mel,15,0.5,simulated_log10,0.50875,0.04010948739991929,0.5083333333333333,0.3972222222222222,0.649074074074074,2160,1098.9,1061.1
mel,15,1,simulated_log10,0.5087921296296296,0.03932201201427427,0.5074074074074074,0.37175925925925923,0.674537037037037,2160,1098.991,1061.009
mel,15,2,simulated_log10,0.508875,0.04009507195413959,0.5083333333333333,0.36666666666666664,0.649074074074074,2160,1099.17,1060.83
mel,15,4,simulated_log10,0.5124791666666667,0.04138851393428995,0.5106481481481482,0.38472222222222224,0.6467592592592593,2160,1106.955,1053.045
mel,15,6,simulated_log10,0.5108768518518518,0.03989704725706539,0.5097222222222222,0.3819444444444444,0.6439814814814815,2160,1103.494,1056.506
mel,15,8,simulated_log10,0.5095893518518518,0.040743380687391084,0.5078703703703704,0.3976851851851852,0.6398148148148148,2160,1100.713,1059.287
mel,15,10,simulated_log10,0.5116074074074074,0.03983913408293758,0.5097222222222222,0.39861111111111114,0.649074074074074,2160,1105.072,1054.928
mel,16,0.5,simulated_log10,0.5091948784722222,0.0370959805381876,0.5091145833333334,0.39453125,0.62109375,2304,1173.185,1130.815
mel,16,1,simulated_log10,0.5102725694444444,0.03929279520889851,0.5110677083333333,0.4001736111111111,0.6388888888888888,2304,1175.668,1128.332
mel,16,2,simulated_log10,0.5118129340277777,0.039624769801862414,0.5112847222222222,0.4040798611111111,0.6697048611111112,2304,1179.217,1124.783
mel,16,4,simulated_log10,0.5088272569444444,0.04038790851496274,0.5078125,0.3993055555555556,0.6293402777777778,2304,1172.338,1131.662
mel,16,6,simulated_log10,0.5126341145833333,0.03765385331213399,0.5130208333333334,0.3993055555555556,0.6510416666666666,2304,1181.109,1122.891
mel,16,8,simulated_log10,0.5100594618055555,0.0374632806009828,0.5095486111111112,0.4040798611111111,0.6341145833333334,2304,1175.177,1128.823
mel,16,10,simulated_log10,0.5093854166666667,0.038695018509833826,0.5069444444444444,0.3836805555555556,0.6436631944444444,2304,1173.624,1130.376
mel,17,0.5,simulated_log10,0.5099432189542483,0.03776953259531459,0.508578431372549,0.39828431372549017,0.6237745098039216,2448,1248.341,1199.659
mel,17,1,simulated_log10,0.5127316176470588,0.03751218134050806,0.5126633986928104,0.3868464052287582,0.6331699346405228,2448,1255.167,1192.833
mel,17,2,simulated_log10,0.5096384803921569,0.03848775482510359,0.5093954248366013,0.38439542483660133,0.6384803921568627,2448,1247.595,1200.405
mel,17,4,simulated_log10,0.5084272875816993,0.03697061095682124,0.5081699346405228,0.375,0.6495098039215687,2448,1244.63,1203.37
mel,17,6,simulated_log10,0.510250408496732,0.03810064965425667,0.5089869281045751,0.3897058823529412,0.6331699346405228,2448,1249.093,1198.907
mel,17,8,simulated_log10,0.5080588235294118,0.035741562627883625,0.505718954248366,0.39338235294117646,0.6213235294117647,2448,1243.728,1204.272
mel,17,10,simulated_log10,0.5101809640522876,0.03608847921231941,0.5098039215686274,0.40236928104575165,0.6311274509803921,2448,1248.923,1199.077
mel,18,0.5,simulated_log10,0.5097307098765432,0.03619987425296938,0.5088734567901234,0.39891975308641975,0.6207561728395061,2592,1321.222,1270.778
mel,18,1,simulated_log10,0.51178125,0.036943079306440266,0.5127314814814815,0.40316358024691357,0.6385030864197531,2592,1326.537,1265.463
mel,18,2,simulated_log10,0.510889274691358,0.036006385751162134,0.5113811728395061,0.41280864197530864,0.6392746913580247,2592,1324.225,1267.775
mel,18,4,simulated_log10,0.5108263888888889,0.0378161052329933,0.5094521604938271,0.41010802469135804,0.6419753086419753,2592,1324.062,1267.938
mel,18,6,simulated_log10,0.5098279320987654,0.03607635036519713,0.5088734567901234,0.3915895061728395,0.6246141975308642,2592,1321.474,1270.526
mel,18,8,simulated_log10,0.5094918981481481,0.036457384484060516,0.5084876543209876,0.38657407407407407,0.652391975308642,2592,1320.603,1271.397
mel,18,10,simulated_log10,0.5095625,0.03772507811182369,0.509837962962963,0.3966049382716049,0.6273148148148148,2592,1320.786,1271.214
mel,19,0.5,simulated_log10,0.5072317251461989,0.03626416709145637,0.506578947368421,0.4024122807017544,0.6191520467836257,2736,1387.786,1348.214
mel,19,1,simulated_log10,0.5088698830409357,0.036067565711227455,0.5074926900584795,0.40899122807017546,0.633406432748538,2736,1392.268,1343.732
mel,19,2,simulated_log10,0.510046783625731,0.033114600870133654,0.5091374269005848,0.402046783625731,0.6483918128654971,2736,1395.488,1340.512
mel,19,4,simulated_log10,0.5096754385964912,0.03581586336914023,0.5096856725146199,0.40058479532163743,0.643640350877193,2736,1394.472,1341.528
mel,19,6,simulated_log10,0.5094078947368421,0.036967394539371125,0.5085891812865497,0.39766081871345027,0.6122076023391813,2736,1393.74,1342.26
mel,19,8,simulated_log10,0.5096209795321638,0.03444822990963073,0.5109649122807017,0.4155701754385965,0.6118421052631579,2736,1394.323,1341.677
mel,19,10,simulated_log10,0.5125793128654971,0.035253200491813734,0.5131578947368421,0.4064327485380117,0.6242690058479532,2736,1402.417,1333.583
mel,20,0.5,simulated_log10,0.5093951388888889,0.034375985883375995,0.509375,0.4111111111111111,0.6322916666666667,2880,1467.058,1412.942
mel,20,1,simulated_log10,0.5095107638888889,0.034107996880534536,0.509375,0.38263888888888886,0.6413194444444444,2880,1467.391,1412.609
mel,20,2,simulated_log10,0.5105045138888888,0.035118259496367155,0.5100694444444445,0.37395833333333334,0.6357638888888889,2880,1470.253,1409.747
mel,20,4,simulated_log10,0.5086541666666666,0.03363799835220606,0.5097222222222222,0.41041666666666665,0.6111111111111112,2880,1464.924,1415.076
mel,20,6,simulated_log10,0.509665625,0.035661017921607106,0.509375,0.38993055555555556,0.6267361111111112,2880,1467.837,1412.163
mel,20,8,simulated_log10,0.5108326388888889,0.03450744593105995,0.5100694444444445,0.41631944444444446,0.634375,2880,1471.198,1408.802
mel,20,10,simulated_log10,0.5101451388888889,0.034587717173814876,0.5097222222222222,0.41388888888888886,0.6125,2880,1469.218,1410.782
mel,21,0.5,simulated_log10,0.5086378968253968,0.033437443327889727,0.5079365079365079,0.4011243386243386,0.6296296296296297,3024,1538.121,1485.879
mel,21,1,simulated_log10,0.5118435846560847,0.03313711548644164,0.5122354497354498,0.40906084656084657,0.6193783068783069,3024,1547.815,1476.185
mel,21,2,simulated_log10,0.509844246031746,0.033115462904753624,0.5076058201058201,0.4150132275132275,0.626984126984127,3024,1541.769,1482.231
mel,21,4,simulated_log10,0.5106316137566138,0.03484729940094471,0.5084325396825398,0.4107142857142857,0.6395502645502645,3024,1544.15,1479.85
mel,21,6,simulated_log10,0.5100529100529101,0.034935147457739214,0.5114087301587302,0.4021164021164021,0.6292989417989417,3024,1542.4,1481.6
mel,21,8,simulated_log10,0.5077208994708995,0.03275634282626937,0.507771164021164,0.4166666666666667,0.6283068783068783,3024,1535.348,1488.652
mel,21,10,simulated_log10,0.5098095238095238,0.033616383735329616,0.5090939153439153,0.42162698412698413,0.6286375661375662,3024,1541.664,1482.336
mel,22,0.5,simulated_log10,0.5096764520202021,0.03333596533901187,0.5104166666666666,0.4154040404040404,0.6199494949494949,3168,1614.655,1553.345
mel,22,1,simulated_log10,0.5085183080808081,0.03206546069508036,0.5078914141414141,0.41571969696969696,0.6306818181818182,3168,1610.986,1557.014
mel,22,2,simulated_log10,0.5097720959595959,0.03263327759600578,0.5099431818181818,0.4131944444444444,0.6145833333333334,3168,1614.958,1553.042
mel,22,4,simulated_log10,0.5105091540404041,0.032814144799493836,0.5091540404040404,0.41382575757575757,0.6190025252525253,3168,1617.293,1550.707
mel,22,6,simulated_log10,0.5110069444444445,0.03328757935919043,0.5113636363636364,0.3888888888888889,0.6133207070707071,3168,1618.87,1549.13
mel,22,8,simulated_log10,0.5097159090909091,0.03502902559910148,0.5099431818181818,0.3980429292929293,0.6338383838383839,3168,1614.78,1553.22
mel,22,10,simulated_log10,0.5104573863636364,0.0341997522395662,0.509469696969697,0.39299242424242425,0.6174242424242424,3168,1617.129,1550.871
mel,23,0.5,simulated_log10,0.5103541666666667,0.032542362058890856,0.5096618357487923,0.41878019323671495,0.6246980676328503,3312,1690.293,1621.707
mel,23,1,simulated_log10,0.5091911231884058,0.0313884304178028,0.5093599033816425,0.42089371980676327,0.6292270531400966,3312,1686.441,1625.559
mel,23,2,simulated_log10,0.5112910628019324,0.0312837961324462,0.5108695652173914,0.4205917874396135,0.6316425120772947,3312,1693.396,1618.604
mel,23,4,simulated_log10,0.5102838164251208,0.03337264248444159,0.509963768115942,0.4214975845410628,0.6138285024154589,3312,1690.06,1621.94
mel,23,6,simulated_log10,0.5108357487922706,0.033244732042529035,0.5116243961352658,0.3952294685990338,0.6207729468599034,3312,1691.888,1620.112
mel,23,8,simulated_log10,0.5100658212560386,0.031748449649384905,0.5095108695652174,0.3973429951690821,0.6168478260869565,3312,1689.338,1622.662
mel,23,10,simulated_log10,0.5082617753623189,0.03305447709682649,0.5067934782608696,0.40096618357487923,0.6102053140096618,3312,1683.363,1628.637
mel,24,0.5,simulated_log10,0.5099644097222222,0.0319511839206263,0.5104166666666666,0.4163773148148148,0.6287615740740741,3456,1762.437,1693.563
mel,24,1,simulated_log10,0.5117934027777777,0.03098771703126452,0.5109953703703703,0.3995949074074074,0.6070601851851852,3456,1768.758,1687.242
mel,24,2,simulated_log10,0.5096391782407408,0.0304817537523645,0.5095486111111112,0.42939814814814814,0.6409143518518519,3456,1761.313,1694.687
mel,24,4,simulated_log10,0.5108304398148148,0.03274821868843163,0.5092592592592593,0.4131944444444444,0.6322337962962963,3456,1765.43,1690.57
mel,24,6,simulated_log10,0.5107670717592593,0.030506847965290643,0.5101273148148148,0.41695601851851855,0.6006944444444444,3456,1765.211,1690.789
mel,24,8,simulated_log10,0.5112120949074074,0.032486530350980286,0.5107060185185185,0.42332175925925924,0.6310763888888888,3456,1766.749,1689.251
mel,24,10,simulated_log10,0.5091961805555556,0.031562155501055615,0.5075231481481481,0.3990162037037037,0.6079282407407407,3456,1759.782,1696.218
mel,25,0.5,simulated_log10,0.5085738888888889,0.03199858686105237,0.5072222222222222,0.42,0.6127777777777778,3600,1830.866,1769.134
mel,25,1,simulated_log10,0.5090266666666666,0.030127467514989823,0.5091666666666667,0.4261111111111111,0.6111111111111112,3600,1832.496,1767.504
mel,25,2,simulated_log10,0.5111166666666667,0.031379220161231916,0.5102777777777778,0.3947222222222222,0.6141666666666666,3600,1840.02,1759.98
mel,25,4,simulated_log10,0.5111063888888889,0.030433455794144814,0.5088888888888888,0.4241666666666667,0.6111111111111112,3600,1839.983,1760.017
mel,25,6,simulated_log10,0.5093608333333334,0.030746024686229403,0.5086111111111111,0.4222222222222222,0.6125,3600,1833.699,1766.301
mel,25,8,simulated_log10,0.5098805555555556,0.030437097987640285,0.5075,0.4186111111111111,0.5961111111111111,3600,1835.57,1764.43
mel,25,10,simulated_log10,0.5086355555555555,0.03092123307297945,0.5070833333333333,0.42027777777777775,0.6088888888888889,3600,1831.088,1768.912
mel,26,0.5,simulated_log10,0.508943376068376,0.03139976880069579,0.5077457264957265,0.40838675213675213,0.6095085470085471,3744,1905.484,1838.516
mel,26,1,simulated_log10,0.5108555021367521,0.03146062967832634,0.5102831196581197,0.4075854700854701,0.6047008547008547,3744,1912.643,1831.357
mel,26,2,simulated_log10,0.5097486645299145,0.029953729963102874,0.5098824786324786,0.4113247863247863,0.6159188034188035,3744,1908.499,1835.501
mel,26,4,simulated_log10,0.5090235042735043,0.03056402009137979,0.5077457264957265,0.4129273504273504,0.6306089743589743,3744,1905.784,1838.216
mel,26,6,simulated_log10,0.5099957264957264,0.030912826706443446,0.5088141025641025,0.4252136752136752,0.6001602564102564,3744,1909.424,1834.576
mel,26,8,simulated_log10,0.510275641025641,0.031250077941457476,0.51001602564102555,0.41346153846153844,0.6076388888888888,3744,1910.472,1833.528
mel,26,10,simulated_log10,0.5094537927350428,0.031317836133711155,0.5080128205128205,0.3993055555555556,0.6129807692307693,3744,1907.395,1836.605
mel,27,0.5,simulated_log10,0.5091003086419753,0.03028340854269469,0.5083590534979423,0.40149176954732513,0.6075102880658436,3888,1979.382,1908.618
mel,27,1,simulated_log10,0.5097939814814815,0.029704831819383198,0.5090020576131687,0.4161522633744856,0.6082818930041153,3888,1982.079,1905.921
mel,27,2,simulated_log10,0.5099742798353909,0.03136797313733366,0.5090020576131687,0.42155349794238683,0.6118827160493827,3888,1982.78,1905.22
mel,27,4,simulated_log10,0.5105529835390946,0.029235122513153227,0.5087448559670782,0.42592592592592593,0.6033950617283951,3888,1985.03,1902.97
mel,27,6,simulated_log10,0.5080913065843622,0.03073498544534929,0.5063014403292181,0.422582304526749,0.6126543209876543,3888,1975.459,1912.541
mel,27,8,simulated_log10,0.5108315329218107,0.02941198947831713,0.5109310699588477,0.41975308641975306,0.613940329218107,3888,1986.113,1901.887
mel,27,10,simulated_log10,0.5104097222222223,0.028828767038670492,0.5100308641975309,0.4097222222222222,0.5933641975308642,3888,1984.473,1903.527
mel,28,0.5,simulated_log10,0.5097274305555556,0.028563681334116065,0.509796626984127,0.4184027777777778,0.5935019841269841,4032,2055.221,1976.779
mel,28,1,simulated_log10,0.5077175099206349,0.028938163468465943,0.5074404761904762,0.4193948412698413,0.6066468253968254,4032,2047.117,1984.883
mel,28,2,simulated_log10,0.5095820932539683,0.029370264707897432,0.5104166666666666,0.4193948412698413,0.6123511904761905,4032,2054.635,1977.365
mel,28,4,simulated_log10,0.5093385416666667,0.030181521781001364,0.5096726190476191,0.41716269841269843,0.6145833333333334,4032,2053.653,1978.347
mel,28,6,simulated_log10,0.5086609623015873,0.029447979149519514,0.5076884920634921,0.4117063492063492,0.5964781746031746,4032,2050.921,1981.079
mel,28,8,simulated_log10,0.5084322916666667,0.029690089434464217,0.5084325396825397,0.42063492063492064,0.6202876984126984,4032,2049.999,1982.001
mel,28,10,simulated_log10,0.5112854662698413,0.02877807132331545,0.5111607142857143,0.4290674603174603,0.6059027777777778,4032,2061.503,1970.497
mel,29,0.5,simulated_log10,0.510629070881226,0.02866921477257541,0.5106561302681992,0.4329501915708812,0.6020114942528736,4176,2132.387,2043.613
mel,29,1,simulated_log10,0.5098651819923372,0.028868627610116073,0.5107758620689655,0.41977969348659006,0.5871647509578544,4176,2129.197,2046.803
mel,29,2,simulated_log10,0.5107564655172414,0.028008940104000943,0.5100574712643678,0.4272030651340996,0.5850095785440613,4176,2132.919,2043.081
mel,29,4,simulated_log10,0.5102741858237548,0.027433559453651536,0.5100574712643678,0.42409003831417624,0.6278735632183908,4176,2130.905,2045.095
mel,29,6,simulated_log10,0.5097954980842911,0.02889693640015531,0.508022030651341,0.42648467432950193,0.6008141762452107,4176,2128.906,2047.094
mel,29,8,simulated_log10,0.5098323754789272,0.02918458541982958,0.5093390804597702,0.41139846743295017,0.6261973180076629,4176,2129.06,2046.94
mel,29,10,simulated_log10,0.5103295019157088,0.02864588244579327,0.5107758620689655,0.42863984674329503,0.5988984674329502,4176,2131.136,2044.864
