driver,noise_scaling,n_subjects,evidence,n,prop
mel,4,37,Favours mel model,955,0.955
mel,4,37,Favours phot model,0,0
mel,4,37,Favours rho model,12,0.012
mel,4,37,No clear preference,33,0.033
mel,4,38,Favours mel model,953,0.953
mel,4,38,Favours phot model,0,0
mel,4,38,Favours rho model,14,0.014
mel,4,38,No clear preference,33,0.033
mel,4,39,Favours mel model,961,0.961
mel,4,39,Favours phot model,0,0
mel,4,39,Favours rho model,13,0.013
mel,4,39,No clear preference,26,0.026
mel,4,40,Favours mel model,953,0.953
mel,4,40,Favours phot model,0,0
mel,4,40,Favours rho model,12,0.012
mel,4,40,No clear preference,35,0.035
mel,4,41,Favours mel model,957,0.957
mel,4,41,Favours phot model,0,0
mel,4,41,Favours rho model,19,0.019
mel,4,41,No clear preference,24,0.024
mel,4,42,Favours mel model,955,0.955
mel,4,42,Favours phot model,0,0
mel,4,42,Favours rho model,14,0.014
mel,4,42,No clear preference,31,0.031
mel,4,43,Favours mel model,961,0.961
mel,4,43,Favours phot model,0,0
mel,4,43,Favours rho model,13,0.013
mel,4,43,No clear preference,26,0.026
mel,4,44,Favours mel model,951,0.951
mel,4,44,Favours phot model,0,0
mel,4,44,Favours rho model,17,0.017
mel,4,44,No clear preference,32,0.032
mel,4,45,Favours mel model,966,0.966
mel,4,45,Favours phot model,0,0
mel,4,45,Favours rho model,13,0.013
mel,4,45,No clear preference,21,0.021
mel,4,46,Favours mel model,976,0.976
mel,4,46,Favours phot model,0,0
mel,4,46,Favours rho model,7,0.007
mel,4,46,No clear preference,17,0.017
mel,4,47,Favours mel model,966,0.966
mel,4,47,Favours phot model,0,0
mel,4,47,Favours rho model,11,0.011
mel,4,47,No clear preference,23,0.023
mel,4,48,Favours mel model,970,0.97
mel,4,48,Favours phot model,0,0
mel,4,48,Favours rho model,9,0.009
mel,4,48,No clear preference,21,0.021
mel,4,49,Favours mel model,977,0.977
mel,4,49,Favours phot model,0,0
mel,4,49,Favours rho model,9,0.009
mel,4,49,No clear preference,14,0.014
mel,4,50,Favours mel model,972,0.972
mel,4,50,Favours phot model,0,0
mel,4,50,Favours rho model,9,0.009
mel,4,50,No clear preference,19,0.019
mel,6,2,Favours mel model,82,0.082
mel,6,2,Favours phot model,25,0.025
mel,6,2,Favours rho model,17,0.017
mel,6,2,No clear preference,876,0.876
mel,6,3,Favours mel model,129,0.129
mel,6,3,Favours phot model,15,0.015
mel,6,3,Favours rho model,15,0.015
mel,6,3,No clear preference,841,0.841
mel,6,4,Favours mel model,160,0.16
mel,6,4,Favours phot model,15,0.015
mel,6,4,Favours rho model,20,0.02
mel,6,4,No clear preference,805,0.805
mel,6,5,Favours mel model,234,0.234
mel,6,5,Favours phot model,5,0.005
mel,6,5,Favours rho model,32,0.032
mel,6,5,No clear preference,729,0.729
mel,6,6,Favours mel model,270,0.2702702702702703
mel,6,6,Favours phot model,3,0.003003003003003003
mel,6,6,Favours rho model,40,0.04004004004004004
mel,6,6,No clear preference,686,0.6866866866866866
mel,6,7,Favours mel model,294,0.294
mel,6,7,Favours phot model,2,0.002
mel,6,7,Favours rho model,51,0.051
mel,6,7,No clear preference,653,0.653
mel,6,8,Favours mel model,358,0.358
mel,6,8,Favours phot model,4,0.004
mel,6,8,Favours rho model,51,0.051
mel,6,8,No clear preference,587,0.587
mel,6,9,Favours mel model,364,0.364
mel,6,9,Favours phot model,0,0
mel,6,9,Favours rho model,58,0.058
mel,6,9,No clear preference,578,0.578
mel,6,10,Favours mel model,410,0.41
mel,6,10,Favours phot model,0,0
mel,6,10,Favours rho model,54,0.054
mel,6,10,No clear preference,536,0.536
mel,6,11,Favours mel model,417,0.417
mel,6,11,Favours phot model,1,0.001
mel,6,11,Favours rho model,58,0.058
mel,6,11,No clear preference,524,0.524
mel,6,12,Favours mel model,431,0.431
mel,6,12,Favours phot model,0,0
mel,6,12,Favours rho model,75,0.075
mel,6,12,No clear preference,494,0.494
mel,6,13,Favours mel model,508,0.508
mel,6,13,Favours phot model,0,0
mel,6,13,Favours rho model,66,0.066
mel,6,13,No clear preference,426,0.426
mel,6,14,Favours mel model,516,0.516
mel,6,14,Favours phot model,0,0
mel,6,14,Favours rho model,79,0.079
mel,6,14,No clear preference,405,0.405
mel,6,15,Favours mel model,550,0.55
mel,6,15,Favours phot model,0,0
mel,6,15,Favours rho model,53,0.053
mel,6,15,No clear preference,397,0.397
mel,6,16,Favours mel model,564,0.564
mel,6,16,Favours phot model,0,0
mel,6,16,Favours rho model,73,0.073
mel,6,16,No clear preference,363,0.363
mel,6,17,Favours mel model,574,0.574
mel,6,17,Favours phot model,0,0
mel,6,17,Favours rho model,74,0.074
mel,6,17,No clear preference,352,0.352
mel,6,18,Favours mel model,618,0.618
mel,6,18,Favours phot model,0,0
mel,6,18,Favours rho model,74,0.074
mel,6,18,No clear preference,308,0.308
mel,6,19,Favours mel model,604,0.604
mel,6,19,Favours phot model,0,0
mel,6,19,Favours rho model,80,0.08
mel,6,19,No clear preference,316,0.316
mel,6,20,Favours mel model,601,0.601
mel,6,20,Favours phot model,0,0
mel,6,20,Favours rho model,65,0.065
mel,6,20,No clear preference,334,0.334
mel,6,21,Favours mel model,627,0.627
mel,6,21,Favours phot model,0,0
mel,6,21,Favours rho model,80,0.08
mel,6,21,No clear preference,293,0.293
mel,6,22,Favours mel model,648,0.648
mel,6,22,Favours phot model,0,0
mel,6,22,Favours rho model,58,0.058
mel,6,22,No clear preference,294,0.294
mel,6,23,Favours mel model,645,0.645
mel,6,23,Favours phot model,0,0
mel,6,23,Favours rho model,61,0.061
mel,6,23,No clear preference,294,0.294
mel,6,24,Favours mel model,667,0.6676676676676677
mel,6,24,Favours phot model,0,0
mel,6,24,Favours rho model,72,0.07207207207207207
mel,6,24,No clear preference,260,0.2602602602602603
mel,6,25,Favours mel model,689,0.689
mel,6,25,Favours phot model,0,0
mel,6,25,Favours rho model,52,0.052
mel,6,25,No clear preference,259,0.259
mel,6,26,Favours mel model,704,0.704
mel,6,26,Favours phot model,0,0
mel,6,26,Favours rho model,59,0.059
mel,6,26,No clear preference,237,0.237
mel,6,27,Favours mel model,703,0.703
mel,6,27,Favours phot model,0,0
mel,6,27,Favours rho model,51,0.051
mel,6,27,No clear preference,246,0.246
mel,6,28,Favours mel model,728,0.728
mel,6,28,Favours phot model,0,0
mel,6,28,Favours rho model,56,0.056
mel,6,28,No clear preference,216,0.216
mel,6,29,Favours mel model,731,0.731
mel,6,29,Favours phot model,0,0
mel,6,29,Favours rho model,54,0.054
mel,6,29,No clear preference,215,0.215
mel,6,30,Favours mel model,724,0.724
mel,6,30,Favours phot model,0,0
mel,6,30,Favours rho model,57,0.057
mel,6,30,No clear preference,219,0.219
mel,6,31,Favours mel model,717,0.717
mel,6,31,Favours phot model,0,0
mel,6,31,Favours rho model,61,0.061
mel,6,31,No clear preference,222,0.222
mel,6,32,Favours mel model,719,0.719
mel,6,32,Favours phot model,0,0
mel,6,32,Favours rho model,75,0.075
mel,6,32,No clear preference,206,0.206
mel,6,33,Favours mel model,786,0.786
mel,6,33,Favours phot model,0,0
mel,6,33,Favours rho model,41,0.041
mel,6,33,No clear preference,173,0.173
mel,6,34,Favours mel model,776,0.776
mel,6,34,Favours phot model,0,0
mel,6,34,Favours rho model,49,0.049
mel,6,34,No clear preference,175,0.175
mel,6,35,Favours mel model,784,0.784
mel,6,35,Favours phot model,0,0
mel,6,35,Favours rho model,45,0.045
mel,6,35,No clear preference,171,0.171
mel,6,36,Favours mel model,781,0.781
mel,6,36,Favours phot model,0,0
mel,6,36,Favours rho model,49,0.049
mel,6,36,No clear preference,170,0.17
mel,6,37,Favours mel model,788,0.788
mel,6,37,Favours phot model,0,0
mel,6,37,Favours rho model,44,0.044
mel,6,37,No clear preference,168,0.168
mel,6,38,Favours mel model,775,0.775
mel,6,38,Favours phot model,0,0
mel,6,38,Favours rho model,47,0.047
mel,6,38,No clear preference,178,0.178
mel,6,39,Favours mel model,806,0.806
mel,6,39,Favours phot model,0,0
mel,6,39,Favours rho model,43,0.043
mel,6,39,No clear preference,151,0.151
mel,6,40,Favours mel model,793,0.793
mel,6,40,Favours phot model,0,0
mel,6,40,Favours rho model,42,0.042
mel,6,40,No clear preference,165,0.165
mel,6,41,Favours mel model,777,0.777
mel,6,41,Favours phot model,0,0
mel,6,41,Favours rho model,58,0.058
mel,6,41,No clear preference,165,0.165
mel,6,42,Favours mel model,829,0.829
mel,6,42,Favours phot model,0,0
mel,6,42,Favours rho model,38,0.038
mel,6,42,No clear preference,133,0.133
mel,6,43,Favours mel model,826,0.826
mel,6,43,Favours phot model,0,0
mel,6,43,Favours rho model,38,0.038
mel,6,43,No clear preference,136,0.136
mel,6,44,Favours mel model,831,0.831
mel,6,44,Favours phot model,0,0
mel,6,44,Favours rho model,47,0.047
mel,6,44,No clear preference,122,0.122
mel,6,45,Favours mel model,829,0.829
mel,6,45,Favours phot model,0,0
mel,6,45,Favours rho model,39,0.039
mel,6,45,No clear preference,132,0.132
mel,6,46,Favours mel model,839,0.839
mel,6,46,Favours phot model,0,0
mel,6,46,Favours rho model,42,0.042
mel,6,46,No clear preference,119,0.119
mel,6,47,Favours mel model,853,0.853
mel,6,47,Favours phot model,0,0
mel,6,47,Favours rho model,36,0.036
mel,6,47,No clear preference,111,0.111
mel,6,48,Favours mel model,843,0.843
mel,6,48,Favours phot model,0,0
mel,6,48,Favours rho model,41,0.041
mel,6,48,No clear preference,116,0.116
mel,6,49,Favours mel model,838,0.838
mel,6,49,Favours phot model,0,0
mel,6,49,Favours rho model,44,0.044
mel,6,49,No clear preference,118,0.118
mel,6,50,Favours mel model,861,0.861
mel,6,50,Favours phot model,0,0
mel,6,50,Favours rho model,32,0.032
mel,6,50,No clear preference,107,0.107
mel,8,2,Favours mel model,54,0.05405405405405406
mel,8,2,Favours phot model,28,0.028028028028028028
mel,8,2,Favours rho model,5,0.005005005005005005
mel,8,2,No clear preference,912,0.9129129129129129
mel,8,3,Favours mel model,64,0.06406406406406406
mel,8,3,Favours phot model,26,0.026026026026026026
mel,8,3,Favours rho model,1,0.001001001001001001
mel,8,3,No clear preference,908,0.908908908908909
mel,8,4,Favours mel model,80,0.08
mel,8,4,Favours phot model,15,0.015
mel,8,4,Favours rho model,6,0.006
mel,8,4,No clear preference,899,0.899
mel,8,5,Favours mel model,127,0.12712712712712712
mel,8,5,Favours phot model,14,0.014014014014014014
mel,8,5,Favours rho model,17,0.01701701701701702
mel,8,5,No clear preference,841,0.8418418418418419
mel,8,6,Favours mel model,147,0.14714714714714713
mel,8,6,Favours phot model,10,0.01001001001001001
mel,8,6,Favours rho model,18,0.018018018018018018
mel,8,6,No clear preference,824,0.8248248248248248
mel,8,7,Favours mel model,166,0.166
mel,8,7,Favours phot model,11,0.011
mel,8,7,Favours rho model,19,0.019
mel,8,7,No clear preference,804,0.804
mel,8,8,Favours mel model,181,0.181
mel,8,8,Favours phot model,11,0.011
mel,8,8,Favours rho model,27,0.027
mel,8,8,No clear preference,781,0.781
mel,8,9,Favours mel model,207,0.207
mel,8,9,Favours phot model,4,0.004
mel,8,9,Favours rho model,31,0.031
mel,8,9,No clear preference,758,0.758
mel,8,10,Favours mel model,243,0.243
mel,8,10,Favours phot model,13,0.013
mel,8,10,Favours rho model,32,0.032
mel,8,10,No clear preference,712,0.712
mel,8,11,Favours mel model,242,0.242
mel,8,11,Favours phot model,5,0.005
mel,8,11,Favours rho model,40,0.04
mel,8,11,No clear preference,713,0.713
mel,8,12,Favours mel model,273,0.273
mel,8,12,Favours phot model,7,0.007
mel,8,12,Favours rho model,42,0.042
mel,8,12,No clear preference,678,0.678
mel,8,13,Favours mel model,312,0.312
mel,8,13,Favours phot model,4,0.004
mel,8,13,Favours rho model,54,0.054
mel,8,13,No clear preference,630,0.63
mel,8,14,Favours mel model,328,0.328
mel,8,14,Favours phot model,3,0.003
mel,8,14,Favours rho model,43,0.043
mel,8,14,No clear preference,626,0.626
mel,8,15,Favours mel model,355,0.355
mel,8,15,Favours phot model,2,0.002
mel,8,15,Favours rho model,49,0.049
mel,8,15,No clear preference,594,0.594
mel,8,16,Favours mel model,350,0.35
mel,8,16,Favours phot model,2,0.002
mel,8,16,Favours rho model,66,0.066
mel,8,16,No clear preference,582,0.582
mel,8,17,Favours mel model,409,0.409
mel,8,17,Favours phot model,0,0
mel,8,17,Favours rho model,55,0.055
mel,8,17,No clear preference,536,0.536
mel,8,18,Favours mel model,380,0.38
mel,8,18,Favours phot model,0,0
mel,8,18,Favours rho model,55,0.055
mel,8,18,No clear preference,565,0.565
mel,8,19,Favours mel model,409,0.409
mel,8,19,Favours phot model,1,0.001
mel,8,19,Favours rho model,59,0.059
mel,8,19,No clear preference,531,0.531
mel,8,20,Favours mel model,424,0.424
mel,8,20,Favours phot model,1,0.001
mel,8,20,Favours rho model,71,0.071
mel,8,20,No clear preference,504,0.504
mel,8,21,Favours mel model,478,0.478
mel,8,21,Favours phot model,2,0.002
mel,8,21,Favours rho model,59,0.059
mel,8,21,No clear preference,461,0.461
mel,8,22,Favours mel model,454,0.454
mel,8,22,Favours phot model,2,0.002
mel,8,22,Favours rho model,62,0.062
mel,8,22,No clear preference,482,0.482
mel,8,23,Favours mel model,449,0.449
mel,8,23,Favours phot model,0,0
mel,8,23,Favours rho model,69,0.069
mel,8,23,No clear preference,482,0.482
mel,8,24,Favours mel model,479,0.479
mel,8,24,Favours phot model,1,0.001
mel,8,24,Favours rho model,61,0.061
mel,8,24,No clear preference,459,0.459
mel,8,25,Favours mel model,476,0.476
mel,8,25,Favours phot model,0,0
mel,8,25,Favours rho model,62,0.062
mel,8,25,No clear preference,462,0.462
mel,8,26,Favours mel model,490,0.49
mel,8,26,Favours phot model,0,0
mel,8,26,Favours rho model,69,0.069
mel,8,26,No clear preference,441,0.441
mel,8,27,Favours mel model,524,0.5245245245245245
mel,8,27,Favours phot model,0,0
mel,8,27,Favours rho model,65,0.06506506506506507
mel,8,27,No clear preference,410,0.41041041041041043
mel,8,28,Favours mel model,528,0.528
mel,8,28,Favours phot model,0,0
mel,8,28,Favours rho model,65,0.065
mel,8,28,No clear preference,407,0.407
mel,8,29,Favours mel model,531,0.531
mel,8,29,Favours phot model,0,0
mel,8,29,Favours rho model,74,0.074
mel,8,29,No clear preference,395,0.395
mel,8,30,Favours mel model,553,0.553
mel,8,30,Favours phot model,0,0
mel,8,30,Favours rho model,71,0.071
mel,8,30,No clear preference,376,0.376
mel,8,31,Favours mel model,593,0.5935935935935935
mel,8,31,Favours phot model,0,0
mel,8,31,Favours rho model,57,0.057057057057057055
mel,8,31,No clear preference,349,0.34934934934934936
mel,8,32,Favours mel model,625,0.625
mel,8,32,Favours phot model,0,0
mel,8,32,Favours rho model,51,0.051
mel,8,32,No clear preference,324,0.324
mel,8,33,Favours mel model,592,0.592
mel,8,33,Favours phot model,0,0
mel,8,33,Favours rho model,64,0.064
mel,8,33,No clear preference,344,0.344
mel,8,34,Favours mel model,616,0.616
mel,8,34,Favours phot model,0,0
mel,8,34,Favours rho model,60,0.06
mel,8,34,No clear preference,324,0.324
mel,8,35,Favours mel model,583,0.583
mel,8,35,Favours phot model,0,0
mel,8,35,Favours rho model,81,0.081
mel,8,35,No clear preference,336,0.336
mel,8,36,Favours mel model,567,0.567
mel,8,36,Favours phot model,0,0
mel,8,36,Favours rho model,74,0.074
mel,8,36,No clear preference,359,0.359
mel,8,37,Favours mel model,627,0.627
mel,8,37,Favours phot model,0,0
mel,8,37,Favours rho model,66,0.066
mel,8,37,No clear preference,307,0.307
mel,8,38,Favours mel model,584,0.584
mel,8,38,Favours phot model,0,0
mel,8,38,Favours rho model,73,0.073
mel,8,38,No clear preference,343,0.343
mel,8,39,Favours mel model,628,0.628
mel,8,39,Favours phot model,0,0
mel,8,39,Favours rho model,68,0.068
mel,8,39,No clear preference,304,0.304
mel,8,40,Favours mel model,632,0.632
mel,8,40,Favours phot model,0,0
mel,8,40,Favours rho model,68,0.068
mel,8,40,No clear preference,300,0.3
mel,8,41,Favours mel model,627,0.627
mel,8,41,Favours phot model,0,0
mel,8,41,Favours rho model,64,0.064
mel,8,41,No clear preference,309,0.309
mel,8,42,Favours mel model,644,0.644
mel,8,42,Favours phot model,0,0
mel,8,42,Favours rho model,79,0.079
mel,8,42,No clear preference,277,0.277
mel,8,43,Favours mel model,630,0.63
mel,8,43,Favours phot model,0,0
mel,8,43,Favours rho model,67,0.067
mel,8,43,No clear preference,303,0.303
mel,8,44,Favours mel model,670,0.67
mel,8,44,Favours phot model,0,0
mel,8,44,Favours rho model,76,0.076
mel,8,44,No clear preference,254,0.254
mel,8,45,Favours mel model,667,0.667
mel,8,45,Favours phot model,0,0
mel,8,45,Favours rho model,64,0.064
mel,8,45,No clear preference,269,0.269
mel,8,46,Favours mel model,644,0.644
mel,8,46,Favours phot model,0,0
mel,8,46,Favours rho model,77,0.077
mel,8,46,No clear preference,279,0.279
mel,8,47,Favours mel model,699,0.699
mel,8,47,Favours phot model,0,0
mel,8,47,Favours rho model,51,0.051
mel,8,47,No clear preference,250,0.25
mel,8,48,Favours mel model,697,0.697
mel,8,48,Favours phot model,0,0
mel,8,48,Favours rho model,62,0.062
mel,8,48,No clear preference,241,0.241
mel,8,49,Favours mel model,703,0.703
mel,8,49,Favours phot model,0,0
mel,8,49,Favours rho model,56,0.056
mel,8,49,No clear preference,241,0.241
mel,8,50,Favours mel model,675,0.675
mel,8,50,Favours phot model,0,0
mel,8,50,Favours rho model,78,0.078
mel,8,50,No clear preference,247,0.247
mel,10,2,Favours mel model,25,0.025
mel,10,2,Favours phot model,23,0.023
mel,10,2,Favours rho model,1,0.001
mel,10,2,No clear preference,951,0.951
mel,10,3,Favours mel model,33,0.033
mel,10,3,Favours phot model,25,0.025
mel,10,3,Favours rho model,2,0.002
mel,10,3,No clear preference,940,0.94
mel,10,4,Favours mel model,75,0.075
mel,10,4,Favours phot model,27,0.027
mel,10,4,Favours rho model,6,0.006
mel,10,4,No clear preference,892,0.892
mel,10,5,Favours mel model,67,0.067
mel,10,5,Favours phot model,23,0.023
mel,10,5,Favours rho model,2,0.002
mel,10,5,No clear preference,908,0.908
mel,10,6,Favours mel model,83,0.083
mel,10,6,Favours phot model,20,0.02
mel,10,6,Favours rho model,5,0.005
mel,10,6,No clear preference,892,0.892
mel,10,7,Favours mel model,115,0.115
mel,10,7,Favours phot model,21,0.021
mel,10,7,Favours rho model,7,0.007
mel,10,7,No clear preference,857,0.857
mel,10,8,Favours mel model,117,0.117
mel,10,8,Favours phot model,17,0.017
mel,10,8,Favours rho model,18,0.018
mel,10,8,No clear preference,848,0.848
mel,10,9,Favours mel model,131,0.131
mel,10,9,Favours phot model,17,0.017
mel,10,9,Favours rho model,18,0.018
mel,10,9,No clear preference,834,0.834
mel,10,10,Favours mel model,146,0.146
mel,10,10,Favours phot model,14,0.014
mel,10,10,Favours rho model,12,0.012
mel,10,10,No clear preference,828,0.828
mel,10,11,Favours mel model,138,0.138
mel,10,11,Favours phot model,20,0.02
mel,10,11,Favours rho model,11,0.011
mel,10,11,No clear preference,831,0.831
mel,10,12,Favours mel model,157,0.157
mel,10,12,Favours phot model,13,0.013
mel,10,12,Favours rho model,18,0.018
mel,10,12,No clear preference,812,0.812
mel,10,13,Favours mel model,182,0.182
mel,10,13,Favours phot model,13,0.013
mel,10,13,Favours rho model,21,0.021
mel,10,13,No clear preference,784,0.784
mel,10,14,Favours mel model,186,0.186
mel,10,14,Favours phot model,10,0.01
mel,10,14,Favours rho model,29,0.029
mel,10,14,No clear preference,775,0.775
mel,10,15,Favours mel model,217,0.217
mel,10,15,Favours phot model,4,0.004
mel,10,15,Favours rho model,28,0.028
mel,10,15,No clear preference,751,0.751
mel,10,16,Favours mel model,211,0.211
mel,10,16,Favours phot model,9,0.009
mel,10,16,Favours rho model,41,0.041
mel,10,16,No clear preference,739,0.739
mel,10,17,Favours mel model,236,0.236
mel,10,17,Favours phot model,7,0.007
mel,10,17,Favours rho model,40,0.04
mel,10,17,No clear preference,717,0.717
mel,10,18,Favours mel model,283,0.283
mel,10,18,Favours phot model,6,0.006
mel,10,18,Favours rho model,32,0.032
mel,10,18,No clear preference,679,0.679
mel,10,19,Favours mel model,281,0.281
mel,10,19,Favours phot model,4,0.004
mel,10,19,Favours rho model,45,0.045
mel,10,19,No clear preference,670,0.67
mel,10,20,Favours mel model,270,0.27
mel,10,20,Favours phot model,4,0.004
mel,10,20,Favours rho model,50,0.05
mel,10,20,No clear preference,676,0.676
mel,10,21,Favours mel model,291,0.2912912912912913
mel,10,21,Favours phot model,4,0.004004004004004004
mel,10,21,Favours rho model,43,0.043043043043043044
mel,10,21,No clear preference,661,0.6616616616616616
mel,10,22,Favours mel model,291,0.291
mel,10,22,Favours phot model,1,0.001
mel,10,22,Favours rho model,62,0.062
mel,10,22,No clear preference,646,0.646
mel,10,23,Favours mel model,331,0.331
mel,10,23,Favours phot model,3,0.003
mel,10,23,Favours rho model,40,0.04
mel,10,23,No clear preference,626,0.626
mel,10,24,Favours mel model,306,0.306
mel,10,24,Favours phot model,1,0.001
mel,10,24,Favours rho model,47,0.047
mel,10,24,No clear preference,646,0.646
mel,10,25,Favours mel model,336,0.336
mel,10,25,Favours phot model,1,0.001
mel,10,25,Favours rho model,69,0.069
mel,10,25,No clear preference,594,0.594
mel,10,26,Favours mel model,341,0.341
mel,10,26,Favours phot model,0,0
mel,10,26,Favours rho model,53,0.053
mel,10,26,No clear preference,606,0.606
mel,10,27,Favours mel model,359,0.359
mel,10,27,Favours phot model,1,0.001
mel,10,27,Favours rho model,61,0.061
mel,10,27,No clear preference,579,0.579
mel,10,28,Favours mel model,360,0.36
mel,10,28,Favours phot model,0,0
mel,10,28,Favours rho model,54,0.054
mel,10,28,No clear preference,586,0.586
mel,10,29,Favours mel model,399,0.399
mel,10,29,Favours phot model,1,0.001
mel,10,29,Favours rho model,45,0.045
mel,10,29,No clear preference,555,0.555
mel,10,30,Favours mel model,383,0.383
mel,10,30,Favours phot model,0,0
mel,10,30,Favours rho model,52,0.052
mel,10,30,No clear preference,565,0.565
mel,10,31,Favours mel model,414,0.414
mel,10,31,Favours phot model,1,0.001
mel,10,31,Favours rho model,74,0.074
mel,10,31,No clear preference,511,0.511
mel,10,32,Favours mel model,411,0.411
mel,10,32,Favours phot model,2,0.002
mel,10,32,Favours rho model,60,0.06
mel,10,32,No clear preference,527,0.527
mel,10,33,Favours mel model,373,0.373
mel,10,33,Favours phot model,1,0.001
mel,10,33,Favours rho model,69,0.069
mel,10,33,No clear preference,557,0.557
mel,10,34,Favours mel model,429,0.429
mel,10,34,Favours phot model,0,0
mel,10,34,Favours rho model,52,0.052
mel,10,34,No clear preference,519,0.519
mel,10,35,Favours mel model,450,0.45
mel,10,35,Favours phot model,0,0
mel,10,35,Favours rho model,72,0.072
mel,10,35,No clear preference,478,0.478
mel,10,36,Favours mel model,461,0.461
mel,10,36,Favours phot model,0,0
mel,10,36,Favours rho model,62,0.062
mel,10,36,No clear preference,477,0.477
mel,10,37,Favours mel model,477,0.477
mel,10,37,Favours phot model,0,0
mel,10,37,Favours rho model,59,0.059
mel,10,37,No clear preference,464,0.464
mel,10,38,Favours mel model,437,0.437
mel,10,38,Favours phot model,1,0.001
mel,10,38,Favours rho model,70,0.07
mel,10,38,No clear preference,492,0.492
mel,10,39,Favours mel model,472,0.472
mel,10,39,Favours phot model,0,0
mel,10,39,Favours rho model,80,0.08
mel,10,39,No clear preference,448,0.448
mel,10,40,Favours mel model,516,0.516
mel,10,40,Favours phot model,0,0
mel,10,40,Favours rho model,63,0.063
mel,10,40,No clear preference,421,0.421
mel,10,41,Favours mel model,486,0.486
mel,10,41,Favours phot model,1,0.001
mel,10,41,Favours rho model,63,0.063
mel,10,41,No clear preference,450,0.45
mel,10,42,Favours mel model,514,0.514
mel,10,42,Favours phot model,0,0
mel,10,42,Favours rho model,72,0.072
mel,10,42,No clear preference,414,0.414
mel,10,43,Favours mel model,497,0.497
mel,10,43,Favours phot model,0,0
mel,10,43,Favours rho model,51,0.051
mel,10,43,No clear preference,452,0.452
mel,10,44,Favours mel model,517,0.517
mel,10,44,Favours phot model,1,0.001
mel,10,44,Favours rho model,72,0.072
mel,10,44,No clear preference,410,0.41
mel,10,45,Favours mel model,523,0.523
mel,10,45,Favours phot model,0,0
mel,10,45,Favours rho model,62,0.062
mel,10,45,No clear preference,415,0.415
mel,10,46,Favours mel model,550,0.55
mel,10,46,Favours phot model,0,0
mel,10,46,Favours rho model,73,0.073
mel,10,46,No clear preference,377,0.377
mel,10,47,Favours mel model,518,0.518
mel,10,47,Favours phot model,1,0.001
mel,10,47,Favours rho model,68,0.068
mel,10,47,No clear preference,413,0.413
mel,10,48,Favours mel model,541,0.541
mel,10,48,Favours phot model,0,0
mel,10,48,Favours rho model,64,0.064
mel,10,48,No clear preference,395,0.395
mel,10,49,Favours mel model,548,0.5485485485485485
mel,10,49,Favours phot model,0,0
mel,10,49,Favours rho model,57,0.057057057057057055
mel,10,49,No clear preference,394,0.3943943943943944
mel,10,50,Favours mel model,545,0.545
mel,10,50,Favours phot model,0,0
mel,10,50,Favours rho model,69,0.069
mel,10,50,No clear preference,386,0.386
phot,0.5,2,Favours mel model,0,0
phot,0.5,2,Favours phot model,986,0.9879759519038076
phot,0.5,2,Favours rho model,0,0
phot,0.5,2,No clear preference,12,0.012024048096192385
phot,0.5,3,Favours mel model,0,0
phot,0.5,3,Favours phot model,1000,1
phot,0.5,3,Favours rho model,0,0
phot,0.5,3,No clear preference,0,0
phot,0.5,4,Favours mel model,0,0
phot,0.5,4,Favours phot model,1000,1
phot,0.5,4,Favours rho model,0,0
phot,0.5,4,No clear preference,0,0
phot,0.5,5,Favours mel model,0,0
phot,0.5,5,Favours phot model,1000,1
phot,0.5,5,Favours rho model,0,0
phot,0.5,5,No clear preference,0,0
phot,0.5,6,Favours mel model,0,0
phot,0.5,6,Favours phot model,1000,1
phot,0.5,6,Favours rho model,0,0
phot,0.5,6,No clear preference,0,0
phot,0.5,7,Favours mel model,0,0
phot,0.5,7,Favours phot model,1000,1
phot,0.5,7,Favours rho model,0,0
phot,0.5,7,No clear preference,0,0
phot,0.5,8,Favours mel model,0,0
phot,0.5,8,Favours phot model,1000,1
phot,0.5,8,Favours rho model,0,0
phot,0.5,8,No clear preference,0,0
phot,0.5,9,Favours mel model,0,0
phot,0.5,9,Favours phot model,1000,1
phot,0.5,9,Favours rho model,0,0
phot,0.5,9,No clear preference,0,0
phot,0.5,10,Favours mel model,0,0
phot,0.5,10,Favours phot model,1000,1
phot,0.5,10,Favours rho model,0,0
phot,0.5,10,No clear preference,0,0
phot,0.5,11,Favours mel model,0,0
phot,0.5,11,Favours phot model,1000,1
phot,0.5,11,Favours rho model,0,0
phot,0.5,11,No clear preference,0,0
phot,0.5,12,Favours mel model,0,0
phot,0.5,12,Favours phot model,1000,1
phot,0.5,12,Favours rho model,0,0
phot,0.5,12,No clear preference,0,0
phot,0.5,13,Favours mel model,0,0
phot,0.5,13,Favours phot model,1000,1
phot,0.5,13,Favours rho model,0,0
phot,0.5,13,No clear preference,0,0
phot,0.5,14,Favours mel model,0,0
phot,0.5,14,Favours phot model,1000,1
phot,0.5,14,Favours rho model,0,0
phot,0.5,14,No clear preference,0,0
phot,0.5,15,Favours mel model,0,0
phot,0.5,15,Favours phot model,1000,1
phot,0.5,15,Favours rho model,0,0
phot,0.5,15,No clear preference,0,0
phot,0.5,16,Favours mel model,0,0
phot,0.5,16,Favours phot model,1000,1
phot,0.5,16,Favours rho model,0,0
phot,0.5,16,No clear preference,0,0
phot,0.5,17,Favours mel model,0,0
phot,0.5,17,Favours phot model,1000,1
phot,0.5,17,Favours rho model,0,0
